booking_id,customer_id,booking_timestamp,booking_value
B000599,C01672,2025-07-23 11:01:00,538
B000600,C01674,2025-12-20 18:31:00,121
B000601,C01675,2025-01-13 06:16:00,1297
B000602,C01676,2025-12-19 03:17:00,1116
B000603,C01678,2025-10-12 15:54:00,127
B000604,C01680,2025-06-03 08:19:00,783
B000605,C01685,2025-07-10 17:02:00,908
B000606,C01691,2025-02-19 21:03:00,941
B000607,C01696,2025-07-07 14:22:00,590
B000608,C01698,2025-10-02 15:30:00,924
B000609,C01701,2025-04-23 19:05:00,472
B000610,C01708,2025-12-30 16:20:00,296
B000611,C01715,2025-08-30 12:52:00,909
B000612,C01721,2025-03-06 00:15:00,419
B000613,C01722,2025-07-27 02:27:00,1380
B000614,C01724,2025-02-19 05:17:00,810
B000615,C01728,2025-02-23 16:01:00,175
B000616,C01732,2025-02-08 05:45:00,980
B000617,C01741,2025-08-28 18:54:00,271
B000618,C01742,2025-09-14 23:19:00,1248
B000619,C01745,2025-12-23 11:51:00,287
B000620,C01746,2025-04-28 13:42:00,673
B000621,C01752,2025-12-02 14:46:00,516
B000622,C01754,2025-03-27 04:57:00,973
B000623,C01758,2025-05-08 08:38:00,620
B000624,C01766,2025-10-10 07:11:00,846
B000625,C01767,2025-10-25 21:46:00,739
B000626,C01768,2025-11-13 14:34:00,1452
B000627,C01770,2025-08-16 16:08:00,230
B000628,C01778,2026-01-09 14:52:00,780
B000629,C01780,2025-09-03 22:35:00,818
B000630,C01784,2025-06-15 14:29:00,1466
B000631,C01792,2025-11-23 17:11:00,1155
B000632,C01795,2025-02-21 15:15:00,796
B000633,C01799,2025-06-01 13:57:00,852
B000634,C01800,2025-02-25 21:50:00,374
B000635,C01808,2025-10-04 04:55:00,645
B000636,C01809,2025-03-16 17:00:00,1171
B000637,C01811,2025-04-12 04:34:00,219
B000638,C01815,2025-10-30 16:10:00,537
B000639,C01819,2025-03-26 23:35:00,703
B000640,C01820,2025-01-28 19:21:00,1138
B000641,C01822,2025-03-15 04:02:00,992
B000642,C01823,2025-12-31 22:31:00,506
B000643,C01824,2025-06-03 17:12:00,599
B000644,C01825,2025-04-10 12:47:00,227
B000645,C01829,2025-11-24 14:47:00,135
B000646,C01830,2025-05-29 23:42:00,1218
B000647,C01831,2025-09-12 05:31:00,340
B000648,C01833,2025-12-21 03:05:00,1046
B000649,C01836,2025-01-20 08:49:00,339
B000650,C01837,2025-08-17 09:12:00,1128
B000651,C01838,2025-03-04 10:22:00,313
B000652,C01843,2025-02-07 08:23:00,1254
B000653,C01845,2025-09-16 07:03:00,1007
B000654,C01846,2025-05-19 15:09:00,967
B000655,C01847,2025-03-15 01:05:00,420
B000656,C01848,2025-06-21 13:56:00,278
B000657,C01852,2025-07-25 06:01:00,194
B000658,C01859,2025-04-27 04:15:00,604
B000659,C01860,2025-07-27 08:10:00,333
B000660,C01861,2025-02-12 14:58:00,1259
B000661,C01862,2025-02-25 00:06:00,523
B000662,C01863,2025-05-14 06:22:00,849
B000663,C01866,2025-11-16 08:54:00,1175
B000664,C01871,2025-12-11 14:59:00,217
B000665,C01875,2025-12-31 21:20:00,1037
B000666,C01876,2025-03-01 07:07:00,1262
B000667,C01880,2025-06-30 15:15:00,1261
B000668,C01884,2025-04-11 01:48:00,1117
B000669,C01886,2025-02-15 13:17:00,185
B000670,C01888,2025-11-16 20:33:00,1067
B000671,C01889,2025-01-18 14:47:00,317
B000672,C01890,2025-09-03 19:44:00,746
B000673,C01891,2025-11-18 15:30:00,773
B000674,C01893,2025-04-09 05:33:00,454
B000675,C01894,2025-08-29 20:41:00,909
B000676,C01899,2025-03-19 19:22:00,520
B000677,C01900,2025-02-22 22:20:00,1130
B000678,C01903,2025-03-25 10:08:00,947
B000679,C01905,2025-11-20 05:51:00,853
B000680,C01908,2025-10-30 12:45:00,1345
B000681,C01909,2025-12-05 21:46:00,620
B000682,C01911,2025-08-22 23:59:00,326
B000683,C01912,2025-10-02 16:49:00,1303
B000684,C01913,2025-05-02 00:43:00,1342
B000685,C01915,2025-02-12 10:18:00,424
B000686,C01917,2025-12-29 20:01:00,414
B000687,C01922,2025-09-14 07:20:00,1480
B000688,C01924,2025-01-28 07:50:00,1469
B000689,C01925,2025-02-12 09:59:00,231
B000690,C01930,2025-06-24 12:04:00,1422
B000691,C01934,2025-06-02 23:43:00,320
B000692,C01935,2025-05-14 01:44:00,393
B000693,C01936,2025-01-04 00:55:00,970
B000694,C01937,2025-08-28 05:38:00,252
B000695,C01940,2025-10-14 11:43:00,861
B000696,C01942,2025-07-19 14:50:00,633
B000697,C01946,2025-03-31 03:48:00,885
B000698,C01947,2025-08-17 23:38:00,806
B000699,C01951,2025-06-20 16:19:00,1047
B000700,C01953,2025-04-28 04:25:00,1408
B000701,C01960,2025-09-12 16:22:00,1236
B000702,C01963,2025-06-07 18:29:00,359
B000703,C01964,2025-11-14 05:38:00,964
B000704,C01965,2025-08-13 13:33:00,713
B000705,C01968,2025-10-24 00:30:00,423
B000706,C01971,2025-12-01 09:10:00,335
B000707,C01972,2025-07-24 17:39:00,1149
B000708,C01973,2025-02-13 20:44:00,443
B000709,C01978,2025-04-12 12:36:00,1219
B000710,C01982,2025-02-14 00:55:00,800
B000711,C01989,2025-04-17 01:32:00,753
B000712,C01992,2025-02-11 11:46:00,1008
B000713,C01995,2025-12-06 03:54:00,255
B000714,C02001,2025-09-21 00:47:00,349
B000715,C02005,2025-04-05 09:03:00,1087
B000716,C02007,2025-11-16 19:07:00,587
B000717,C02011,2025-01-13 11:04:00,550
B000718,C02012,2025-05-19 06:55:00,1039
B000719,C02015,2025-05-23 10:45:00,555
B000720,C02016,2025-02-01 02:42:00,1364
B000721,C02018,2025-12-13 04:12:00,556
B000722,C02021,2025-05-23 17:05:00,1071
B000723,C02026,2025-09-30 18:53:00,742
B000724,C02030,2025-09-17 23:44:00,1455
B000725,C02035,2025-07-09 19:51:00,1126
B000726,C02036,2025-01-13 08:14:00,1152
B000727,C02042,2025-07-25 10:24:00,876
B000728,C02043,2025-01-19 04:12:00,143
B000729,C02044,2025-10-10 01:44:00,946
B000730,C02046,2025-01-11 13:59:00,1044
B000731,C02050,2025-09-06 08:35:00,485
B000732,C02056,2025-07-02 00:55:00,1260
B000733,C02058,2025-06-08 23:55:00,663
B000734,C02059,2025-03-23 12:27:00,252
B000735,C02060,2025-08-31 10:54:00,184
B000736,C02062,2025-01-25 15:12:00,466
B000737,C02066,2025-04-03 06:48:00,220
B000738,C02068,2025-01-25 02:34:00,1104
B000739,C02069,2025-01-30 00:06:00,325
B000740,C02070,2025-06-15 03:16:00,472
B000741,C02071,2025-10-26 03:08:00,704
B000742,C02072,2025-10-25 01:58:00,1329
B000743,C02073,2025-11-16 08:06:00,748
B000744,C02074,2025-11-19 10:28:00,172
B000745,C02075,2025-03-27 09:41:00,891
B000746,C02076,2025-10-04 23:41:00,214
B000747,C02077,2025-10-10 04:32:00,533
B000748,C02087,2025-08-09 14:45:00,158
B000749,C02088,2025-08-16 19:00:00,475
B000750,C02092,2025-05-04 01:58:00,675
B000751,C02094,2025-08-07 11:16:00,388
B000752,C02096,2025-10-04 01:26:00,604
B000753,C02100,2025-04-02 16:33:00,1288
B000754,C02102,2025-03-23 23:21:00,754
B000755,C02103,2025-01-28 08:35:00,1394
B000756,C02104,2025-08-17 18:32:00,276
B000757,C02112,2025-07-07 17:09:00,1076
B000758,C02114,2025-03-19 16:52:00,406
B000759,C02115,2025-12-15 00:29:00,689
B000760,C02117,2025-12-19 20:49:00,1465
B000761,C02121,2025-04-06 11:49:00,197
B000762,C02124,2025-10-28 16:13:00,1493
B000763,C02125,2025-08-07 01:22:00,921
B000764,C02126,2025-05-29 08:36:00,220
B000765,C02131,2025-10-22 15:42:00,279
B000766,C02132,2025-05-10 00:11:00,259
B000767,C02140,2025-02-08 03:24:00,1322
B000768,C02144,2026-01-02 17:20:00,375
B000769,C02146,2025-01-27 07:12:00,1012
B000770,C02147,2025-11-03 04:26:00,643
B000771,C02148,2025-04-23 06:22:00,617
B000772,C02158,2025-10-17 17:13:00,885
B000773,C02163,2025-01-25 20:46:00,983
B000774,C02168,2025-06-04 09:33:00,1380
B000775,C02173,2025-01-28 10:23:00,1350
B000776,C02175,2025-01-14 13:17:00,935
B000777,C02179,2025-12-19 08:43:00,1189
B000778,C02181,2025-11-23 02:45:00,1022
B000779,C02186,2025-12-09 14:42:00,711
B000780,C02195,2025-08-11 12:43:00,1357
B000781,C02196,2025-12-20 04:55:00,215
B000782,C02201,2025-11-15 18:13:00,600
B000783,C02210,2025-08-15 06:00:00,123
B000784,C02211,2025-12-04 01:08:00,1057
B000785,C02215,2025-12-17 12:11:00,859
B000786,C02217,2025-09-05 01:50:00,695
B000787,C02218,2025-07-15 07:33:00,845
B000788,C02219,2025-12-01 02:36:00,101
B000789,C02220,2025-02-08 04:18:00,661
B000790,C02221,2025-02-11 23:39:00,549
B000791,C02224,2025-07-31 00:02:00,1292
B000792,C02225,2025-12-31 09:51:00,1069
B000793,C02231,2025-10-06 15:58:00,1124
B000794,C02232,2025-11-03 23:24:00,996
B000795,C02233,2025-07-16 03:55:00,217
B000796,C02235,2025-08-03 16:24:00,396
B000797,C02236,2025-02-19 12:58:00,1050
B000798,C02244,2025-04-03 12:39:00,865
B000799,C02246,2025-08-25 04:57:00,762
B000800,C02247,2025-07-27 13:12:00,696
B000801,C02248,2025-04-01 04:55:00,211
B000802,C02251,2025-08-10 02:38:00,559
B000803,C02252,2025-11-04 16:45:00,1409
B000804,C02261,2025-09-23 17:00:00,332
B000805,C02265,2025-01-28 12:03:00,273
B000806,C02266,2025-06-18 00:33:00,1237
B000807,C02268,2025-01-18 05:27:00,718
B000808,C02270,2025-12-14 04:12:00,854
B000809,C02271,2025-01-30 00:29:00,805
B000810,C02279,2025-08-10 22:53:00,1473
B000811,C02281,2025-07-19 17:03:00,427
B000812,C02283,2025-12-30 05:34:00,1106
B000813,C02286,2025-11-28 04:18:00,1155
B000814,C02293,2025-05-09 19:18:00,1160
B000815,C02294,2025-10-04 01:13:00,951
B000816,C02295,2025-02-21 09:10:00,956
B000817,C02298,2025-08-06 04:17:00,537
B000818,C02299,2025-03-30 02:07:00,696
B000819,C02304,2025-11-23 03:46:00,1238
B000820,C02306,2025-02-08 04:17:00,597
B000821,C02307,2025-09-04 03:51:00,1313
B000822,C02308,2025-11-06 15:57:00,315
B000823,C02312,2025-05-03 19:22:00,161
B000824,C02317,2025-05-01 23:19:00,126
B000825,C02318,2025-10-03 16:17:00,771
B000826,C02319,2025-11-21 13:43:00,187
B000827,C02320,2025-06-13 01:46:00,915
B000828,C02321,2025-05-21 19:13:00,896
B000829,C02324,2025-09-20 22:56:00,1119
B000830,C02332,2025-05-19 17:23:00,510
B000831,C02336,2025-11-29 00:44:00,1324
B000832,C02340,2025-09-09 23:38:00,803
B000833,C02344,2025-11-29 23:10:00,1402
B000834,C02346,2025-09-10 06:03:00,1182
B000835,C02349,2025-07-01 11:10:00,302
B000836,C02358,2025-11-24 08:43:00,618
B000837,C02365,2025-04-17 13:58:00,1024
B000838,C02366,2025-10-06 08:18:00,944
B000839,C02369,2025-11-26 12:15:00,510
B000840,C02371,2025-12-26 03:59:00,273
B000841,C02372,2025-09-28 11:36:00,120
B000842,C02374,2025-11-02 04:16:00,1165
B000843,C02376,2025-03-28 02:50:00,825
B000844,C02379,2025-02-05 19:57:00,598
B000845,C02380,2025-04-10 09:28:00,1246
B000846,C02383,2026-01-20 11:44:00,1000
B000847,C02384,2025-02-12 20:53:00,1435
B000848,C02385,2025-12-21 22:51:00,585
B000849,C02389,2025-09-28 05:13:00,552
B000850,C02391,2025-08-21 17:23:00,1008
B000851,C02392,2025-06-07 04:10:00,1328
B000852,C02393,2025-09-14 21:43:00,472
B000853,C02394,2025-04-26 07:57:00,368
B000854,C02400,2025-01-28 17:47:00,976
B000855,C02401,2025-12-26 22:41:00,1205
B000856,C02402,2025-08-01 20:50:00,924
B000857,C02404,2025-08-08 17:44:00,610
B000858,C02408,2025-08-22 00:10:00,402
B000859,C02409,2025-04-19 02:20:00,1391
B000860,C02412,2025-09-11 05:17:00,1410
B000861,C02414,2025-03-16 10:10:00,985
B000862,C02419,2025-08-08 08:44:00,676
B000863,C02420,2025-04-22 04:31:00,484
B000864,C02422,2025-12-27 05:46:00,216
B000865,C02425,2025-11-19 11:10:00,1210
B000866,C02433,2025-03-05 03:38:00,878
B000867,C02437,2025-07-13 03:51:00,416
B000868,C02438,2025-03-13 18:27:00,1129
B000869,C02444,2025-10-25 08:52:00,823
B000870,C02445,2025-03-08 19:12:00,992
B000871,C02446,2025-11-01 10:28:00,366
B000872,C02447,2026-01-13 13:42:00,453
B000873,C02451,2025-08-01 21:36:00,913
B000874,C02452,2025-08-09 05:57:00,1044
B000875,C02455,2025-10-16 17:11:00,236
B000876,C02456,2025-05-09 07:05:00,655
B000877,C02458,2025-10-18 18:00:00,1380
B000878,C02467,2025-05-28 14:50:00,1203
B000879,C02471,2025-07-16 14:20:00,300
B000880,C02473,2025-11-30 07:48:00,818
B000881,C02478,2025-02-05 06:06:00,691
B000882,C02479,2025-04-17 10:24:00,394
B000883,C02483,2025-07-27 03:22:00,920
B000884,C02484,2025-06-29 00:05:00,1100
B000885,C02486,2025-06-09 04:58:00,1205
B000886,C02487,2026-01-02 10:57:00,117
B000887,C02490,2025-08-31 19:14:00,118
B000888,C02491,2025-01-26 14:02:00,468
B000889,C02504,2025-03-11 14:24:00,827
B000890,C02505,2025-06-01 03:10:00,687
B000891,C02507,2025-11-20 03:25:00,856
B000892,C02509,2025-12-24 12:00:00,1115
B000893,C02510,2025-04-24 14:00:00,1190
B000894,C02514,2025-08-03 15:31:00,1405
B000895,C02520,2025-04-08 23:12:00,991
B000896,C02522,2025-09-07 14:25:00,410
B000897,C02523,2025-05-13 11:05:00,704
B000898,C02524,2025-01-29 18:28:00,1208
B000899,C02525,2025-12-01 02:14:00,443
B000900,C02527,2025-11-12 14:36:00,1417
B000901,C02528,2025-05-08 16:47:00,1447
B000902,C02533,2025-07-09 21:43:00,580
B000903,C02534,2025-01-15 22:41:00,854
B000904,C02536,2025-07-11 23:54:00,468
B000905,C02542,2025-02-04 20:51:00,771
B000906,C02545,2025-02-25 01:07:00,877
B000907,C02554,2025-04-11 07:38:00,702
B000908,C02555,2025-12-24 11:22:00,750
B000909,C02556,2025-11-15 12:15:00,359
B000910,C02559,2025-11-14 02:26:00,725
B000911,C02561,2025-04-21 21:57:00,1336
B000912,C02563,2025-09-15 11:14:00,148
B000913,C02564,2025-03-31 09:16:00,815
B000914,C02567,2025-02-01 10:09:00,600
B000915,C02571,2025-12-13 11:41:00,1208
B000916,C02572,2026-01-12 11:11:00,1254
B000917,C02575,2025-12-27 09:53:00,1020
B000918,C02576,2025-06-11 16:32:00,1120
B000919,C02578,2025-11-06 06:54:00,290
B000920,C02582,2025-05-25 00:09:00,182
B000921,C02583,2025-05-28 02:40:00,453
B000922,C02588,2025-07-15 19:19:00,1044
B000923,C02596,2025-02-19 05:29:00,176
B000924,C02597,2025-08-25 00:22:00,509
B000925,C02601,2025-07-02 17:07:00,416
B000926,C02606,2025-05-24 00:36:00,1394
B000927,C02609,2025-09-25 12:52:00,185
B000928,C02614,2025-11-24 04:43:00,1161
B000929,C02615,2025-04-19 14:47:00,1305
B000930,C02618,2026-01-07 08:58:00,442
B000931,C02619,2025-02-07 14:33:00,560
B000932,C02621,2025-09-29 15:49:00,526
B000933,C02628,2025-12-16 05:43:00,872
B000934,C02631,2026-01-01 00:15:00,1263
B000935,C02632,2025-01-23 23:57:00,196
B000936,C02634,2025-07-28 06:41:00,1001
B000937,C02635,2025-11-03 02:35:00,938
B000938,C02636,2025-08-13 06:18:00,514
B000939,C02639,2025-04-15 21:40:00,289
B000940,C02641,2025-02-15 18:40:00,1301
B000941,C02643,2025-01-10 09:12:00,358
B000942,C02645,2025-01-16 20:37:00,329
B000943,C02646,2025-08-03 09:57:00,846
B000944,C02647,2025-08-07 07:20:00,1088
B000945,C02650,2025-01-31 15:45:00,1314
B000946,C02652,2025-10-09 12:34:00,913
B000947,C02654,2025-02-14 07:25:00,884
B000948,C02656,2025-08-27 00:33:00,1489
B000949,C02660,2025-12-06 23:15:00,1440
B000950,C02663,2025-08-14 11:51:00,471
B000951,C02666,2025-04-30 19:03:00,278
B000952,C02667,2025-05-02 03:13:00,376
B000953,C02669,2025-10-04 02:33:00,1091
B000954,C02672,2025-04-18 19:14:00,1325
B000955,C02675,2025-05-08 00:41:00,1234
B000956,C02677,2025-01-24 17:49:00,485
B000957,C02681,2025-12-04 08:27:00,311
B000958,C02683,2025-08-28 21:50:00,520
B000959,C02687,2025-04-25 17:55:00,1240
B000960,C02688,2025-01-16 07:37:00,1271
B000961,C02691,2025-06-04 12:59:00,744
B000962,C02693,2025-12-01 12:12:00,847
B000963,C02697,2025-12-02 09:24:00,1287
B000964,C02698,2025-08-01 02:15:00,475
B000965,C02699,2025-06-25 22:52:00,965
B000966,C02700,2025-12-14 18:58:00,474
B000967,C02702,2025-05-10 14:50:00,785
B000968,C02707,2025-03-31 03:44:00,1158
B000969,C02709,2025-10-15 16:25:00,1097
B000970,C02718,2025-10-15 00:09:00,677
B000971,C02720,2025-10-05 03:18:00,1339
B000972,C02722,2025-05-13 18:18:00,900
B000973,C02723,2025-06-17 04:14:00,610
B000974,C02728,2025-03-11 01:46:00,149
B000975,C02729,2025-07-28 02:59:00,726
B000976,C02731,2025-02-24 15:37:00,561
B000977,C02734,2025-08-23 06:45:00,130
B000978,C02737,2025-09-07 15:28:00,103
B000979,C02739,2025-08-13 07:32:00,394
B000980,C02740,2025-01-27 23:31:00,320
B000981,C02741,2025-11-07 17:48:00,413
B000982,C02743,2025-04-23 22:13:00,535
B000983,C02752,2025-03-12 00:56:00,388
B000984,C02753,2025-12-28 07:52:00,1488
B000985,C02755,2025-10-22 01:18:00,598
B000986,C02757,2025-11-12 10:12:00,231
B000987,C02758,2025-06-28 04:07:00,966
B000988,C02761,2025-05-02 16:51:00,1301
B000989,C02764,2025-02-24 07:18:00,502
B000990,C02765,2025-08-13 13:16:00,899
B000991,C02767,2025-12-17 03:10:00,909
B000992,C02769,2025-10-15 22:56:00,1457
B000993,C02770,2025-12-27 16:42:00,141
B000994,C02772,2025-11-16 14:32:00,905
B000995,C02775,2025-05-11 11:31:00,1351
B000996,C02777,2025-07-06 05:57:00,321
B000997,C02779,2025-03-13 13:27:00,889
B000998,C02781,2025-02-03 23:09:00,435
B000999,C02783,2025-10-21 03:36:00,691
B001000,C02784,2025-08-06 16:26:00,1110
B001001,C02787,2025-12-17 22:34:00,1489
B001002,C02789,2025-03-27 21:36:00,520
B001003,C02790,2025-05-29 08:58:00,1319
B001004,C02792,2025-05-21 05:58:00,512
B001005,C02793,2025-12-23 19:21:00,1466
B001006,C02796,2025-10-06 05:03:00,157
B001007,C02797,2025-01-12 23:12:00,1095
B001008,C02798,2025-06-07 07:13:00,1231
B001009,C02799,2025-12-26 17:50:00,334
B001010,C02802,2025-04-14 06:11:00,200
B001011,C02805,2025-04-19 11:21:00,1431
B001012,C02806,2025-12-07 21:04:00,344
B001013,C02808,2025-03-22 22:43:00,179
B001014,C02809,2025-11-26 00:23:00,332
B001015,C02811,2025-11-09 21:32:00,922
B001016,C02812,2025-03-17 14:04:00,1341
B001017,C02813,2025-06-07 20:08:00,905
B001018,C02815,2025-02-18 01:20:00,901
B001019,C02818,2025-10-05 05:10:00,1068
B001020,C02822,2025-12-05 04:19:00,604
B001021,C02823,2025-11-28 08:25:00,699
B001022,C02825,2025-01-26 11:16:00,668
B001023,C02826,2025-01-29 10:26:00,953
B001024,C02834,2025-03-11 14:36:00,843
B001025,C02838,2025-04-11 23:18:00,406
B001026,C02840,2025-09-26 00:35:00,144
B001027,C02841,2025-04-24 14:57:00,1155
B001028,C02842,2025-04-09 09:36:00,1197
B001029,C02847,2025-10-31 03:31:00,413
B001030,C02848,2025-07-04 10:42:00,536
B001031,C02852,2025-07-18 10:34:00,1310
B001032,C02854,2025-06-02 04:45:00,1479
B001033,C02857,2025-07-28 04:19:00,434
B001034,C02861,2025-10-15 22:58:00,1002
B001035,C02862,2025-07-18 16:03:00,958
B001036,C02868,2025-01-28 02:26:00,162
B001037,C02871,2025-01-13 05:00:00,1370
B001038,C02876,2025-11-28 22:07:00,804
B001039,C02878,2025-01-29 00:58:00,1216
B001040,C02879,2025-06-25 14:47:00,1376
B001041,C02884,2025-06-11 13:19:00,1065
B001042,C02886,2025-06-14 02:05:00,930
B001043,C02887,2025-12-18 10:46:00,762
B001044,C02888,2025-11-03 21:27:00,1087
B001045,C02896,2025-08-31 19:17:00,110
B001046,C02899,2025-10-01 04:28:00,918
B001047,C02900,2025-04-04 15:43:00,928
B001048,C02902,2025-06-19 18:55:00,1173
B001049,C02903,2025-05-03 12:50:00,1139
B001050,C02905,2025-06-12 23:46:00,514
B001051,C02913,2025-12-11 06:09:00,869
B001052,C02914,2025-03-20 23:09:00,1133
B001053,C02922,2025-12-31 05:30:00,936
B001054,C02925,2025-02-10 06:05:00,818
B001055,C02926,2025-04-14 16:45:00,1126
B001056,C02934,2025-12-09 10:57:00,196
B001057,C02939,2026-01-13 11:47:00,1367
B001058,C02942,2025-12-30 09:19:00,952
B001059,C02943,2025-05-10 05:24:00,1192
B001060,C02950,2025-06-10 12:59:00,398
B001061,C02951,2025-06-18 03:29:00,1214
B001062,C02954,2025-11-07 21:05:00,389
B001063,C02957,2025-12-30 01:46:00,795
B001064,C02960,2025-07-15 16:27:00,1261
B001065,C02962,2025-02-14 10:02:00,494
B001066,C02963,2025-02-14 12:32:00,279
B001067,C02964,2025-06-19 23:27:00,269
B001068,C02969,2025-11-16 06:15:00,588
B001069,C02970,2025-10-07 23:31:00,191
B001070,C02973,2025-07-25 23:16:00,486
B001071,C02974,2025-06-23 15:53:00,557
B001072,C02976,2025-12-22 20:37:00,555
B001073,C02981,2025-02-13 03:34:00,1286
B001074,C02984,2025-08-17 13:06:00,286
B001075,C02986,2025-04-19 07:29:00,415
B001076,C02992,2025-06-22 19:52:00,615
B001077,C02994,2025-07-31 08:49:00,323
B001078,C03000,2025-10-17 13:52:00,1143
B001079,C03005,2025-04-28 04:49:00,1217
B001080,C03008,2025-06-09 11:58:00,164
B001081,C03009,2025-10-05 19:10:00,663
B001082,C03010,2025-10-23 15:35:00,637
B001083,C03011,2025-02-15 17:45:00,165
B001084,C03014,2025-03-19 04:44:00,1171
B001085,C03017,2025-06-29 21:48:00,190
B001086,C03019,2025-07-20 01:52:00,1344
B001087,C03022,2025-03-11 05:04:00,1109
B001088,C03031,2025-08-10 19:44:00,1038
B001089,C03036,2025-07-26 05:18:00,496
B001090,C03040,2025-03-17 10:23:00,384
B001091,C03042,2025-12-17 04:22:00,1405
B001092,C03044,2025-09-21 14:58:00,863
B001093,C03047,2025-05-26 23:41:00,843
B001094,C03049,2025-03-21 10:40:00,374
B001095,C03050,2025-04-06 10:24:00,1066
B001096,C03051,2025-02-27 06:24:00,1360
B001097,C03052,2025-11-02 05:32:00,1234
B001098,C03054,2025-04-08 08:20:00,1464
B001099,C03056,2025-03-27 12:01:00,729
B001100,C03057,2025-01-09 18:02:00,354
B001101,C03058,2025-12-02 03:12:00,1300
B001102,C03059,2025-05-11 22:51:00,788
B001103,C03063,2025-12-15 10:01:00,1379
B001104,C03065,2025-04-03 12:49:00,877
B001105,C03069,2025-09-21 14:01:00,732
B001106,C03073,2025-05-04 16:48:00,1022
B001107,C03074,2025-10-01 12:38:00,525
B001108,C03078,2025-09-07 20:06:00,496
B001109,C03079,2025-02-12 01:05:00,1342
B001110,C03082,2025-07-24 09:58:00,632
B001111,C03085,2025-07-06 19:15:00,965
B001112,C03087,2025-11-28 00:09:00,989
B001113,C03091,2025-06-25 14:56:00,541
B001114,C03092,2025-03-01 02:22:00,1086
B001115,C03096,2025-10-30 07:20:00,928
B001116,C03101,2025-09-09 20:52:00,710
B001117,C03110,2025-07-31 01:50:00,393
B001118,C03113,2025-04-29 21:57:00,1050
B001119,C03116,2025-04-11 01:51:00,774
B001120,C03119,2025-11-04 11:24:00,689
B001121,C03124,2026-01-08 15:13:00,1034
B001122,C03125,2025-05-04 16:51:00,489
B001123,C03126,2025-08-16 21:06:00,259
B001124,C03127,2025-08-22 12:39:00,1407
B001125,C03131,2025-03-30 04:06:00,737
B001126,C03133,2025-09-03 08:11:00,1110
B001127,C03134,2025-07-25 06:35:00,1452
B001128,C03137,2025-03-11 10:08:00,240
B001129,C03138,2025-01-18 14:42:00,856
B001130,C03139,2025-05-28 16:09:00,307
B001131,C03140,2025-08-29 10:34:00,958
B001132,C03141,2025-11-30 09:49:00,193
B001133,C03148,2025-01-14 17:15:00,272
B001134,C03156,2025-02-21 06:16:00,615
B001135,C03157,2025-03-04 13:10:00,942
B001136,C03158,2025-03-14 00:56:00,689
B001137,C03160,2025-04-05 14:53:00,223
B001138,C03162,2025-07-15 07:17:00,1427
B001139,C03166,2025-10-24 16:56:00,789
B001140,C03167,2025-08-18 14:05:00,275
B001141,C03173,2025-09-23 02:51:00,740
B001142,C03176,2025-04-03 01:05:00,981
B001143,C03179,2025-04-25 01:19:00,438
B001144,C03186,2025-11-12 06:47:00,1317
B001145,C03190,2025-03-09 00:32:00,1256
B001146,C03191,2025-07-23 03:06:00,990
B001147,C03192,2025-01-19 13:33:00,811
B001148,C03194,2025-01-24 12:01:00,924
B001149,C03196,2025-06-06 21:17:00,132
B001150,C03197,2025-04-23 05:45:00,1389
B001151,C03199,2025-09-12 06:11:00,1435
B001152,C03202,2025-11-13 13:52:00,1431
B001153,C03211,2025-10-20 12:13:00,615
B001154,C03214,2025-04-04 07:33:00,846
B001155,C03217,2025-10-20 20:16:00,1190
B001156,C03219,2025-05-16 16:45:00,1458
B001157,C03228,2025-11-26 07:40:00,836
B001158,C03229,2025-08-16 05:40:00,682
B001159,C03232,2025-06-18 14:26:00,1125
B001160,C03234,2025-08-17 23:52:00,607
B001161,C03237,2025-08-28 09:04:00,900
B001162,C03238,2025-04-20 01:31:00,1081
B001163,C03239,2025-07-16 00:12:00,904
B001164,C03242,2025-03-20 20:22:00,1050
B001165,C03246,2025-05-17 17:58:00,939
B001166,C03249,2026-01-14 22:15:00,890
B001167,C03252,2025-07-18 17:29:00,1034
B001168,C03254,2025-07-31 23:12:00,479
B001169,C03255,2025-09-24 19:41:00,397
B001170,C03259,2025-03-05 19:30:00,943
B001171,C03264,2025-08-16 07:08:00,455
B001172,C03267,2025-07-24 08:45:00,923
B001173,C03271,2025-02-19 19:06:00,427
B001174,C03273,2025-07-19 21:23:00,1273
B001175,C03274,2026-01-04 00:29:00,790
B001176,C03278,2025-04-24 12:28:00,1183
B001177,C03280,2025-11-29 22:10:00,1251
B001178,C03282,2026-01-02 02:02:00,760
B001179,C03283,2025-12-01 14:18:00,643
B001180,C03285,2025-08-15 08:20:00,1336
B001181,C03286,2025-07-22 05:28:00,1376
B001182,C03292,2025-03-29 22:35:00,1345
B001183,C03304,2025-01-16 23:37:00,1351
B001184,C03305,2025-02-10 01:52:00,222
B001185,C03306,2025-12-02 06:57:00,830
B001186,C03308,2026-01-01 19:57:00,1374
B001187,C03311,2025-12-17 09:59:00,1416
B001188,C03312,2025-06-30 10:45:00,1274
B001189,C03314,2025-11-17 16:48:00,303
B001190,C03316,2025-08-08 00:30:00,437
B001191,C03319,2025-08-29 22:11:00,192
B001192,C03321,2025-07-15 23:42:00,289
B001193,C03330,2025-09-11 09:50:00,818
B001194,C03331,2025-04-25 22:39:00,469
B001195,C03332,2025-03-10 03:58:00,897
B001196,C03339,2025-08-11 23:39:00,148
B001197,C03342,2025-10-28 19:45:00,857
