touchpoint_id,customer_id,timestamp,campaign_id,channel_id
T003107,C01750,2025-02-21 00:00:00,CMP003,CH02
T003108,C01750,2025-02-24 23:09:00,CMP001,CH01
T003109,C01750,2025-02-28 04:11:00,CMP002,CH01
T003110,C01752,2025-11-29 00:00:00,CMP003,CH02
T003111,C01754,2025-03-15 00:00:00,CMP002,CH01
T003112,C01754,2025-03-22 21:21:00,CMP005,CH03
T003113,C01754,2025-03-25 19:15:00,CMP004,CH02
T003114,C01755,2025-10-22 00:00:00,CMP002,CH01
T003115,C01755,2025-10-28 23:43:00,CMP003,CH02
T003116,C01755,2025-11-02 19:34:00,CMP005,CH03
T003117,C01756,2025-04-04 00:00:00,CMP002,CH01
T003118,C01758,2025-04-24 00:00:00,CMP003,CH02
T003119,C01758,2025-04-30 03:27:00,CMP005,CH03
T003120,C01758,2025-05-07 05:35:00,CMP003,CH02
T003121,C01759,2025-12-04 00:00:00,CMP004,CH02
T003122,C01760,2025-02-24 00:00:00,CMP001,CH01
T003123,C01763,2025-12-13 00:00:00,CMP001,CH01
T003124,C01763,2025-12-20 08:25:00,CMP005,CH03
T003125,C01763,2025-12-24 01:18:00,CMP004,CH02
T003126,C01764,2025-03-29 00:00:00,CMP001,CH01
T003127,C01764,2025-04-05 23:08:00,CMP001,CH01
T003128,C01764,2025-04-13 05:06:00,CMP001,CH01
T003129,C01765,2025-12-27 00:00:00,CMP004,CH02
T003130,C01765,2025-12-31 01:49:00,CMP004,CH02
T003131,C01765,2026-01-06 20:08:00,CMP001,CH01
T003132,C01766,2025-09-27 00:00:00,CMP005,CH03
T003133,C01766,2025-10-02 14:33:00,CMP001,CH01
T003134,C01766,2025-10-07 19:40:00,CMP001,CH01
T003135,C01767,2025-10-11 00:00:00,CMP001,CH01
T003136,C01767,2025-10-15 20:03:00,CMP003,CH02
T003137,C01767,2025-10-21 15:16:00,CMP002,CH01
T003138,C01767,2025-10-24 18:55:00,CMP001,CH01
T003139,C01768,2025-11-03 00:00:00,CMP003,CH02
T003140,C01768,2025-11-10 07:34:00,CMP001,CH01
T003141,C01769,2025-08-13 00:00:00,CMP004,CH02
T003142,C01769,2025-08-20 07:34:00,CMP001,CH01
T003143,C01769,2025-08-22 14:02:00,CMP001,CH01
T003144,C01769,2025-08-26 08:19:00,CMP002,CH01
T003145,C01770,2025-08-14 00:00:00,CMP004,CH02
T003146,C01770,2025-08-15 00:20:00,CMP005,CH03
T003147,C01771,2025-09-23 00:00:00,CMP001,CH01
T003148,C01771,2025-09-25 08:35:00,CMP004,CH02
T003149,C01771,2025-10-01 12:24:00,CMP003,CH02
T003150,C01773,2025-11-30 00:00:00,CMP004,CH02
T003151,C01775,2025-03-11 00:00:00,CMP004,CH02
T003152,C01775,2025-03-16 08:31:00,CMP002,CH01
T003153,C01775,2025-03-21 13:52:00,CMP003,CH02
T003154,C01776,2025-07-10 00:00:00,CMP002,CH01
T003155,C01776,2025-07-13 03:20:00,CMP004,CH02
T003156,C01777,2025-08-17 00:00:00,CMP004,CH02
T003157,C01777,2025-08-21 13:26:00,CMP003,CH02
T003158,C01778,2025-12-24 00:00:00,CMP002,CH01
T003159,C01778,2025-12-31 07:05:00,CMP001,CH01
T003160,C01778,2026-01-07 09:50:00,CMP002,CH01
T003161,C01778,2026-01-08 13:27:00,CMP002,CH01
T003162,C01779,2025-09-08 00:00:00,CMP001,CH01
T003163,C01779,2025-09-09 06:16:00,CMP003,CH02
T003164,C01780,2025-08-27 00:00:00,CMP001,CH01
T003165,C01780,2025-08-29 15:36:00,CMP003,CH02
T003166,C01780,2025-08-31 16:02:00,CMP001,CH01
T003167,C01781,2025-01-08 00:00:00,CMP002,CH01
T003168,C01781,2025-01-11 16:08:00,CMP001,CH01
T003169,C01781,2025-01-13 19:33:00,CMP001,CH01
T003170,C01782,2025-06-02 00:00:00,CMP002,CH01
T003171,C01784,2025-06-14 00:00:00,CMP001,CH01
T003172,C01785,2025-12-05 00:00:00,CMP003,CH02
T003173,C01787,2025-08-14 00:00:00,CMP003,CH02
T003174,C01788,2025-03-23 00:00:00,CMP005,CH03
T003175,C01788,2025-03-29 23:02:00,CMP003,CH02
T003176,C01788,2025-04-03 16:54:00,CMP003,CH02
T003177,C01789,2025-12-23 00:00:00,CMP005,CH03
T003178,C01790,2025-02-20 00:00:00,CMP003,CH02
T003179,C01790,2025-02-27 13:34:00,CMP004,CH02
T003180,C01790,2025-03-05 21:51:00,CMP002,CH01
T003181,C01790,2025-03-09 20:19:00,CMP005,CH03
T003182,C01791,2025-02-10 00:00:00,CMP004,CH02
T003183,C01791,2025-02-14 08:18:00,CMP005,CH03
T003184,C01792,2025-11-22 00:00:00,CMP002,CH01
T003185,C01793,2025-06-16 00:00:00,CMP002,CH01
T003186,C01793,2025-06-23 08:00:00,CMP003,CH02
T003187,C01794,2025-11-27 00:00:00,CMP002,CH01
T003188,C01794,2025-11-30 19:47:00,CMP003,CH02
T003189,C01795,2025-02-06 00:00:00,CMP001,CH01
T003190,C01795,2025-02-09 20:05:00,CMP002,CH01
T003191,C01795,2025-02-11 07:52:00,CMP003,CH02
T003192,C01795,2025-02-12 20:32:00,CMP002,CH01
T003193,C01795,2025-02-17 23:25:00,CMP002,CH01
T003194,C01796,2025-09-23 00:00:00,CMP002,CH01
T003195,C01797,2025-01-20 00:00:00,CMP001,CH01
T003196,C01797,2025-01-26 13:16:00,CMP004,CH02
T003197,C01797,2025-01-30 08:45:00,CMP002,CH01
T003198,C01798,2025-10-02 00:00:00,CMP004,CH02
T003199,C01798,2025-10-05 05:23:00,CMP002,CH01
T003200,C01799,2025-05-25 00:00:00,CMP002,CH01
T003201,C01799,2025-05-27 10:28:00,CMP002,CH01
T003202,C01799,2025-05-28 17:01:00,CMP001,CH01
T003203,C01800,2025-02-15 00:00:00,CMP005,CH03
T003204,C01800,2025-02-16 05:42:00,CMP004,CH02
T003205,C01800,2025-02-23 18:04:00,CMP001,CH01
T003206,C01802,2025-03-02 00:00:00,CMP002,CH01
T003207,C01802,2025-03-05 19:01:00,CMP002,CH01
T003208,C01803,2025-02-06 00:00:00,CMP004,CH02
T003209,C01803,2025-02-09 02:40:00,CMP002,CH01
T003210,C01804,2025-12-05 00:00:00,CMP002,CH01
T003211,C01804,2025-12-07 03:40:00,CMP001,CH01
T003212,C01805,2025-10-26 00:00:00,CMP002,CH01
T003213,C01806,2025-07-12 00:00:00,CMP001,CH01
T003214,C01807,2025-07-14 00:00:00,CMP003,CH02
T003215,C01808,2025-09-16 00:00:00,CMP003,CH02
T003216,C01808,2025-09-23 05:16:00,CMP003,CH02
T003217,C01808,2025-09-25 02:50:00,CMP001,CH01
T003218,C01808,2025-09-30 05:45:00,CMP001,CH01
T003219,C01809,2025-03-07 00:00:00,CMP002,CH01
T003220,C01809,2025-03-13 21:43:00,CMP002,CH01
T003221,C01811,2025-03-22 00:00:00,CMP004,CH02
T003222,C01811,2025-03-26 23:45:00,CMP002,CH01
T003223,C01811,2025-04-01 02:30:00,CMP004,CH02
T003224,C01811,2025-04-08 12:03:00,CMP005,CH03
T003225,C01812,2025-10-22 00:00:00,CMP003,CH02
T003226,C01812,2025-10-26 10:54:00,CMP004,CH02
T003227,C01812,2025-10-31 19:51:00,CMP002,CH01
T003228,C01813,2025-05-29 00:00:00,CMP003,CH02
T003229,C01813,2025-06-05 16:31:00,CMP003,CH02
T003230,C01814,2025-07-23 00:00:00,CMP003,CH02
T003231,C01815,2025-10-20 00:00:00,CMP002,CH01
T003232,C01815,2025-10-22 14:33:00,CMP001,CH01
T003233,C01815,2025-10-24 23:27:00,CMP001,CH01
T003234,C01815,2025-10-26 17:33:00,CMP004,CH02
T003235,C01817,2025-10-03 00:00:00,CMP003,CH02
T003236,C01818,2025-08-10 00:00:00,CMP002,CH01
T003237,C01818,2025-08-14 01:44:00,CMP003,CH02
T003238,C01818,2025-08-19 05:22:00,CMP001,CH01
T003239,C01819,2025-03-06 00:00:00,CMP002,CH01
T003240,C01819,2025-03-12 20:39:00,CMP001,CH01
T003241,C01819,2025-03-17 10:34:00,CMP003,CH02
T003242,C01819,2025-03-24 11:07:00,CMP004,CH02
T003243,C01820,2025-01-14 00:00:00,CMP003,CH02
T003244,C01820,2025-01-21 20:27:00,CMP004,CH02
T003245,C01820,2025-01-24 20:04:00,CMP003,CH02
T003246,C01821,2025-06-05 00:00:00,CMP004,CH02
T003247,C01822,2025-02-26 00:00:00,CMP002,CH01
T003248,C01822,2025-03-01 14:54:00,CMP004,CH02
T003249,C01822,2025-03-02 19:17:00,CMP005,CH03
T003250,C01822,2025-03-08 20:01:00,CMP001,CH01
T003251,C01822,2025-03-12 05:17:00,CMP003,CH02
T003252,C01823,2025-12-21 00:00:00,CMP003,CH02
T003253,C01823,2025-12-26 10:29:00,CMP004,CH02
T003254,C01823,2025-12-28 21:53:00,CMP005,CH03
T003255,C01824,2025-05-17 00:00:00,CMP005,CH03
T003256,C01824,2025-05-22 08:22:00,CMP002,CH01
T003257,C01824,2025-05-26 07:04:00,CMP003,CH02
T003258,C01824,2025-05-31 04:30:00,CMP001,CH01
T003259,C01825,2025-04-05 00:00:00,CMP001,CH01
T003260,C01825,2025-04-08 00:36:00,CMP004,CH02
T003261,C01826,2025-08-29 00:00:00,CMP005,CH03
T003262,C01826,2025-09-02 04:33:00,CMP003,CH02
T003263,C01827,2025-06-17 00:00:00,CMP003,CH02
T003264,C01828,2025-10-12 00:00:00,CMP003,CH02
T003265,C01828,2025-10-15 05:47:00,CMP004,CH02
T003266,C01828,2025-10-19 17:48:00,CMP001,CH01
T003267,C01829,2025-11-22 00:00:00,CMP001,CH01
T003268,C01830,2025-05-16 00:00:00,CMP003,CH02
T003269,C01830,2025-05-22 19:52:00,CMP004,CH02
T003270,C01830,2025-05-26 02:36:00,CMP002,CH01
T003271,C01830,2025-05-27 18:14:00,CMP004,CH02
T003272,C01831,2025-09-02 00:00:00,CMP002,CH01
T003273,C01831,2025-09-09 14:43:00,CMP003,CH02
T003274,C01832,2025-05-28 00:00:00,CMP003,CH02
T003275,C01833,2025-12-15 00:00:00,CMP002,CH01
T003276,C01833,2025-12-18 00:54:00,CMP004,CH02
T003277,C01834,2025-06-26 00:00:00,CMP001,CH01
T003278,C01834,2025-06-30 19:04:00,CMP002,CH01
T003279,C01835,2025-11-16 00:00:00,CMP003,CH02
T003280,C01836,2025-01-11 00:00:00,CMP003,CH02
T003281,C01836,2025-01-13 06:48:00,CMP004,CH02
T003282,C01836,2025-01-17 06:25:00,CMP001,CH01
T003283,C01837,2025-08-10 00:00:00,CMP003,CH02
T003284,C01837,2025-08-16 05:48:00,CMP004,CH02
T003285,C01838,2025-02-16 00:00:00,CMP003,CH02
T003286,C01838,2025-02-22 18:40:00,CMP002,CH01
T003287,C01838,2025-02-28 13:47:00,CMP001,CH01
T003288,C01841,2025-08-04 00:00:00,CMP005,CH03
T003289,C01841,2025-08-05 07:04:00,CMP005,CH03
T003290,C01841,2025-08-10 11:39:00,CMP002,CH01
T003291,C01842,2025-07-02 00:00:00,CMP003,CH02
T003292,C01842,2025-07-03 02:41:00,CMP001,CH01
T003293,C01843,2025-01-31 00:00:00,CMP005,CH03
T003294,C01843,2025-02-05 12:27:00,CMP003,CH02
T003295,C01844,2025-10-21 00:00:00,CMP005,CH03
T003296,C01845,2025-09-04 00:00:00,CMP002,CH01
T003297,C01845,2025-09-11 21:47:00,CMP004,CH02
T003298,C01845,2025-09-15 03:20:00,CMP003,CH02
T003299,C01846,2025-05-04 00:00:00,CMP002,CH01
T003300,C01846,2025-05-09 20:49:00,CMP002,CH01
T003301,C01846,2025-05-16 03:49:00,CMP004,CH02
T003302,C01847,2025-03-11 00:00:00,CMP003,CH02
T003303,C01847,2025-03-12 14:36:00,CMP001,CH01
T003304,C01848,2025-06-18 00:00:00,CMP002,CH01
T003305,C01848,2025-06-20 13:28:00,CMP003,CH02
T003306,C01849,2025-11-21 00:00:00,CMP002,CH01
T003307,C01849,2025-11-28 22:32:00,CMP001,CH01
T003308,C01849,2025-12-03 02:57:00,CMP005,CH03
T003309,C01850,2025-10-29 00:00:00,CMP004,CH02
T003310,C01850,2025-11-04 16:56:00,CMP003,CH02
T003311,C01851,2025-03-29 00:00:00,CMP004,CH02
T003312,C01851,2025-04-02 14:10:00,CMP003,CH02
T003313,C01852,2025-07-16 00:00:00,CMP005,CH03
T003314,C01852,2025-07-17 01:18:00,CMP001,CH01
T003315,C01852,2025-07-22 00:13:00,CMP004,CH02
T003316,C01853,2025-07-15 00:00:00,CMP002,CH01
T003317,C01853,2025-07-22 23:18:00,CMP001,CH01
T003318,C01853,2025-07-26 14:32:00,CMP001,CH01
T003319,C01856,2025-01-11 00:00:00,CMP002,CH01
T003320,C01857,2025-10-18 00:00:00,CMP001,CH01
T003321,C01857,2025-10-23 08:15:00,CMP004,CH02
T003322,C01857,2025-10-25 22:18:00,CMP005,CH03
T003323,C01858,2025-02-21 00:00:00,CMP002,CH01
T003324,C01858,2025-02-25 07:51:00,CMP002,CH01
T003325,C01859,2025-04-18 00:00:00,CMP005,CH03
T003326,C01859,2025-04-24 02:01:00,CMP004,CH02
T003327,C01860,2025-07-22 00:00:00,CMP002,CH01
T003328,C01860,2025-07-24 02:52:00,CMP001,CH01
T003329,C01861,2025-02-03 00:00:00,CMP005,CH03
T003330,C01861,2025-02-09 14:17:00,CMP003,CH02
T003331,C01861,2025-02-11 04:40:00,CMP002,CH01
T003332,C01862,2025-02-23 00:00:00,CMP004,CH02
T003333,C01863,2025-05-01 00:00:00,CMP004,CH02
T003334,C01863,2025-05-05 20:42:00,CMP001,CH01
T003335,C01863,2025-05-12 20:48:00,CMP003,CH02
T003336,C01864,2025-02-09 00:00:00,CMP004,CH02
T003337,C01864,2025-02-14 19:54:00,CMP001,CH01
T003338,C01865,2025-05-14 00:00:00,CMP001,CH01
T003339,C01865,2025-05-15 13:04:00,CMP001,CH01
T003340,C01866,2025-10-31 00:00:00,CMP002,CH01
T003341,C01866,2025-11-04 01:10:00,CMP005,CH03
T003342,C01866,2025-11-07 03:27:00,CMP001,CH01
T003343,C01866,2025-11-13 02:29:00,CMP004,CH02
T003344,C01867,2025-10-13 00:00:00,CMP004,CH02
T003345,C01868,2025-02-12 00:00:00,CMP004,CH02
T003346,C01869,2025-02-27 00:00:00,CMP003,CH02
T003347,C01871,2025-11-18 00:00:00,CMP002,CH01
T003348,C01871,2025-11-25 04:30:00,CMP002,CH01
T003349,C01871,2025-12-02 11:21:00,CMP004,CH02
T003350,C01871,2025-12-09 20:11:00,CMP005,CH03
T003351,C01872,2025-08-02 00:00:00,CMP001,CH01
T003352,C01872,2025-08-05 08:58:00,CMP003,CH02
T003353,C01873,2025-06-29 00:00:00,CMP001,CH01
T003354,C01874,2025-05-14 00:00:00,CMP004,CH02
T003355,C01875,2025-12-21 00:00:00,CMP003,CH02
T003356,C01875,2025-12-28 03:49:00,CMP004,CH02
T003357,C01876,2025-02-24 00:00:00,CMP004,CH02
T003358,C01876,2025-02-26 15:49:00,CMP002,CH01
T003359,C01879,2025-02-19 00:00:00,CMP002,CH01
T003360,C01879,2025-02-22 17:01:00,CMP005,CH03
T003361,C01880,2025-06-19 00:00:00,CMP002,CH01
T003362,C01880,2025-06-23 01:35:00,CMP001,CH01
T003363,C01880,2025-06-28 01:10:00,CMP002,CH01
T003364,C01881,2025-05-29 00:00:00,CMP001,CH01
T003365,C01882,2025-05-14 00:00:00,CMP004,CH02
T003366,C01883,2025-01-10 00:00:00,CMP003,CH02
T003367,C01883,2025-01-11 22:22:00,CMP004,CH02
T003368,C01883,2025-01-13 09:14:00,CMP001,CH01
T003369,C01884,2025-04-01 00:00:00,CMP002,CH01
T003370,C01884,2025-04-04 19:28:00,CMP001,CH01
T003371,C01884,2025-04-07 03:32:00,CMP002,CH01
T003372,C01885,2025-03-18 00:00:00,CMP004,CH02
T003373,C01886,2025-02-10 00:00:00,CMP002,CH01
T003374,C01886,2025-02-11 01:27:00,CMP003,CH02
T003375,C01886,2025-02-14 08:54:00,CMP002,CH01
T003376,C01888,2025-11-02 00:00:00,CMP004,CH02
T003377,C01888,2025-11-09 14:25:00,CMP002,CH01
T003378,C01888,2025-11-11 11:28:00,CMP002,CH01
T003379,C01888,2025-11-13 02:18:00,CMP001,CH01
T003380,C01889,2025-01-08 00:00:00,CMP001,CH01
T003381,C01889,2025-01-15 14:22:00,CMP004,CH02
T003382,C01889,2025-01-17 13:09:00,CMP003,CH02
T003383,C01890,2025-08-31 00:00:00,CMP003,CH02
T003384,C01890,2025-09-02 16:18:00,CMP005,CH03
T003385,C01891,2025-11-17 00:00:00,CMP002,CH01
T003386,C01892,2025-08-08 00:00:00,CMP002,CH01
T003387,C01893,2025-04-01 00:00:00,CMP003,CH02
T003388,C01893,2025-04-03 09:37:00,CMP004,CH02
T003389,C01893,2025-04-06 15:37:00,CMP005,CH03
T003390,C01894,2025-08-20 00:00:00,CMP005,CH03
T003391,C01894,2025-08-26 11:39:00,CMP002,CH01
T003392,C01895,2025-08-26 00:00:00,CMP005,CH03
T003393,C01895,2025-08-29 22:03:00,CMP004,CH02
T003394,C01895,2025-09-05 16:09:00,CMP001,CH01
T003395,C01895,2025-09-12 17:31:00,CMP003,CH02
T003396,C01896,2025-08-27 00:00:00,CMP003,CH02
T003397,C01897,2025-10-01 00:00:00,CMP005,CH03
T003398,C01897,2025-10-06 00:05:00,CMP001,CH01
T003399,C01899,2025-03-08 00:00:00,CMP001,CH01
T003400,C01899,2025-03-10 13:06:00,CMP004,CH02
T003401,C01899,2025-03-18 06:40:00,CMP001,CH01
T003402,C01900,2025-02-05 00:00:00,CMP004,CH02
T003403,C01900,2025-02-12 20:10:00,CMP004,CH02
T003404,C01900,2025-02-19 16:35:00,CMP004,CH02
T003405,C01901,2025-06-22 00:00:00,CMP003,CH02
T003406,C01901,2025-06-27 03:20:00,CMP001,CH01
T003407,C01901,2025-07-01 16:08:00,CMP001,CH01
T003408,C01902,2025-07-27 00:00:00,CMP004,CH02
T003409,C01902,2025-07-30 17:55:00,CMP002,CH01
T003410,C01902,2025-08-07 17:07:00,CMP002,CH01
T003411,C01902,2025-08-08 21:56:00,CMP002,CH01
T003412,C01903,2025-03-15 00:00:00,CMP004,CH02
T003413,C01903,2025-03-20 04:11:00,CMP002,CH01
T003414,C01903,2025-03-23 15:13:00,CMP004,CH02
T003415,C01905,2025-11-10 00:00:00,CMP002,CH01
T003416,C01905,2025-11-17 14:52:00,CMP001,CH01
T003417,C01906,2025-10-02 00:00:00,CMP005,CH03
T003418,C01906,2025-10-08 09:57:00,CMP001,CH01
T003419,C01906,2025-10-09 11:37:00,CMP001,CH01
T003420,C01907,2025-05-28 00:00:00,CMP005,CH03
T003421,C01908,2025-10-16 00:00:00,CMP001,CH01
T003422,C01908,2025-10-17 00:17:00,CMP002,CH01
T003423,C01908,2025-10-19 23:08:00,CMP002,CH01
T003424,C01908,2025-10-26 21:34:00,CMP001,CH01
T003425,C01909,2025-11-18 00:00:00,CMP002,CH01
T003426,C01909,2025-11-19 12:17:00,CMP003,CH02
T003427,C01909,2025-11-27 09:32:00,CMP002,CH01
T003428,C01909,2025-12-02 09:50:00,CMP002,CH01
T003429,C01910,2025-06-11 00:00:00,CMP004,CH02
T003430,C01910,2025-06-18 07:03:00,CMP002,CH01
T003431,C01910,2025-06-19 11:34:00,CMP003,CH02
T003432,C01911,2025-08-06 00:00:00,CMP002,CH01
T003433,C01911,2025-08-07 06:00:00,CMP003,CH02
T003434,C01911,2025-08-14 07:20:00,CMP005,CH03
T003435,C01911,2025-08-21 09:17:00,CMP004,CH02
T003436,C01912,2025-09-09 00:00:00,CMP002,CH01
T003437,C01912,2025-09-13 06:57:00,CMP003,CH02
T003438,C01912,2025-09-20 07:31:00,CMP002,CH01
T003439,C01912,2025-09-24 16:32:00,CMP002,CH01
T003440,C01912,2025-09-29 22:04:00,CMP002,CH01
T003441,C01913,2025-04-25 00:00:00,CMP001,CH01
T003442,C01913,2025-04-28 22:08:00,CMP005,CH03
T003443,C01915,2025-01-29 00:00:00,CMP001,CH01
T003444,C01915,2025-02-01 05:16:00,CMP002,CH01
T003445,C01915,2025-02-02 19:51:00,CMP003,CH02
T003446,C01915,2025-02-09 06:51:00,CMP004,CH02
T003447,C01917,2025-12-21 00:00:00,CMP001,CH01
T003448,C01917,2025-12-26 20:17:00,CMP001,CH01
T003449,C01917,2025-12-28 08:04:00,CMP001,CH01
T003450,C01919,2025-01-02 00:00:00,CMP002,CH01
T003451,C01920,2025-07-11 00:00:00,CMP001,CH01
T003452,C01920,2025-07-15 18:38:00,CMP005,CH03
T003453,C01922,2025-08-31 00:00:00,CMP002,CH01
T003454,C01922,2025-09-05 04:50:00,CMP004,CH02
T003455,C01922,2025-09-10 23:47:00,CMP005,CH03
T003456,C01923,2025-11-10 00:00:00,CMP001,CH01
T003457,C01923,2025-11-15 04:43:00,CMP002,CH01
T003458,C01924,2025-01-27 00:00:00,CMP002,CH01
T003459,C01925,2025-02-11 00:00:00,CMP001,CH01
T003460,C01926,2025-11-09 00:00:00,CMP004,CH02
T003461,C01926,2025-11-14 02:08:00,CMP003,CH02
T003462,C01927,2025-08-09 00:00:00,CMP002,CH01
T003463,C01928,2025-08-07 00:00:00,CMP002,CH01
T003464,C01930,2025-06-11 00:00:00,CMP003,CH02
T003465,C01930,2025-06-16 08:23:00,CMP005,CH03
T003466,C01930,2025-06-21 11:46:00,CMP001,CH01
T003467,C01933,2025-05-31 00:00:00,CMP002,CH01
T003468,C01933,2025-06-02 20:59:00,CMP005,CH03
T003469,C01933,2025-06-08 11:38:00,CMP003,CH02
T003470,C01933,2025-06-13 01:27:00,CMP001,CH01
T003471,C01934,2025-05-24 00:00:00,CMP001,CH01
T003472,C01934,2025-05-31 06:15:00,CMP004,CH02
T003473,C01935,2025-05-03 00:00:00,CMP001,CH01
T003474,C01935,2025-05-08 12:00:00,CMP004,CH02
T003475,C01935,2025-05-11 12:39:00,CMP004,CH02
T003476,C01936,2025-01-03 00:00:00,CMP001,CH01
T003477,C01937,2025-08-11 00:00:00,CMP005,CH03
T003478,C01937,2025-08-15 16:19:00,CMP002,CH01
T003479,C01937,2025-08-23 08:00:00,CMP001,CH01
T003480,C01937,2025-08-25 07:10:00,CMP002,CH01
T003481,C01939,2025-08-07 00:00:00,CMP001,CH01
T003482,C01939,2025-08-12 00:22:00,CMP001,CH01
T003483,C01940,2025-10-12 00:00:00,CMP004,CH02
T003484,C01941,2025-01-23 00:00:00,CMP003,CH02
T003485,C01941,2025-01-24 02:38:00,CMP004,CH02
T003486,C01941,2025-01-29 19:48:00,CMP002,CH01
T003487,C01942,2025-07-05 00:00:00,CMP001,CH01
T003488,C01942,2025-07-11 12:08:00,CMP001,CH01
T003489,C01942,2025-07-17 04:50:00,CMP003,CH02
T003490,C01943,2025-04-07 00:00:00,CMP002,CH01
T003491,C01943,2025-04-12 21:11:00,CMP003,CH02
T003492,C01943,2025-04-19 00:07:00,CMP002,CH01
T003493,C01945,2025-07-24 00:00:00,CMP004,CH02
T003494,C01946,2025-03-23 00:00:00,CMP002,CH01
T003495,C01946,2025-03-24 09:46:00,CMP004,CH02
T003496,C01946,2025-03-27 15:20:00,CMP003,CH02
T003497,C01947,2025-08-05 00:00:00,CMP003,CH02
T003498,C01947,2025-08-06 21:28:00,CMP003,CH02
T003499,C01947,2025-08-09 17:46:00,CMP001,CH01
T003500,C01947,2025-08-15 13:36:00,CMP002,CH01
T003501,C01948,2025-01-22 00:00:00,CMP003,CH02
T003502,C01949,2025-01-03 00:00:00,CMP003,CH02
T003503,C01949,2025-01-10 11:56:00,CMP004,CH02
T003504,C01950,2025-01-23 00:00:00,CMP005,CH03
T003505,C01950,2025-01-30 08:57:00,CMP005,CH03
T003506,C01951,2025-06-12 00:00:00,CMP003,CH02
T003507,C01951,2025-06-18 14:58:00,CMP004,CH02
T003508,C01953,2025-04-21 00:00:00,CMP001,CH01
T003509,C01953,2025-04-26 22:01:00,CMP002,CH01
T003510,C01954,2025-01-29 00:00:00,CMP002,CH01
T003511,C01954,2025-02-04 19:56:00,CMP003,CH02
T003512,C01955,2025-01-13 00:00:00,CMP003,CH02
T003513,C01956,2025-04-19 00:00:00,CMP002,CH01
T003514,C01956,2025-04-21 20:49:00,CMP002,CH01
T003515,C01956,2025-04-29 04:17:00,CMP001,CH01
T003516,C01957,2025-09-28 00:00:00,CMP002,CH01
T003517,C01957,2025-10-01 02:21:00,CMP004,CH02
T003518,C01957,2025-10-04 17:55:00,CMP005,CH03
T003519,C01958,2025-04-13 00:00:00,CMP004,CH02
T003520,C01958,2025-04-16 05:07:00,CMP004,CH02
T003521,C01959,2025-05-19 00:00:00,CMP002,CH01
T003522,C01959,2025-05-24 08:46:00,CMP002,CH01
T003523,C01959,2025-05-26 12:17:00,CMP005,CH03
T003524,C01959,2025-05-29 02:31:00,CMP004,CH02
T003525,C01960,2025-09-02 00:00:00,CMP002,CH01
T003526,C01960,2025-09-04 01:33:00,CMP002,CH01
T003527,C01960,2025-09-05 16:06:00,CMP002,CH01
T003528,C01960,2025-09-10 01:03:00,CMP001,CH01
T003529,C01961,2025-07-28 00:00:00,CMP005,CH03
T003530,C01961,2025-07-30 03:38:00,CMP003,CH02
T003531,C01962,2025-08-07 00:00:00,CMP002,CH01
T003532,C01963,2025-06-03 00:00:00,CMP001,CH01
T003533,C01963,2025-06-06 17:50:00,CMP002,CH01
T003534,C01964,2025-11-07 00:00:00,CMP001,CH01
T003535,C01964,2025-11-11 05:08:00,CMP005,CH03
T003536,C01965,2025-08-10 00:00:00,CMP003,CH02
T003537,C01965,2025-08-11 10:49:00,CMP002,CH01
T003538,C01966,2025-04-30 00:00:00,CMP003,CH02
T003539,C01966,2025-05-06 17:33:00,CMP001,CH01
T003540,C01967,2025-10-02 00:00:00,CMP003,CH02
T003541,C01967,2025-10-07 16:24:00,CMP001,CH01
T003542,C01967,2025-10-11 13:20:00,CMP002,CH01
T003543,C01968,2025-10-16 00:00:00,CMP002,CH01
T003544,C01968,2025-10-20 02:03:00,CMP001,CH01
T003545,C01969,2025-10-11 00:00:00,CMP001,CH01
T003546,C01970,2025-02-10 00:00:00,CMP004,CH02
T003547,C01970,2025-02-17 18:10:00,CMP002,CH01
T003548,C01971,2025-11-28 00:00:00,CMP002,CH01
T003549,C01971,2025-11-29 23:04:00,CMP001,CH01
T003550,C01972,2025-07-19 00:00:00,CMP003,CH02
T003551,C01972,2025-07-20 18:51:00,CMP002,CH01
T003552,C01973,2025-02-12 00:00:00,CMP001,CH01
T003553,C01974,2025-12-07 00:00:00,CMP003,CH02
T003554,C01975,2025-05-08 00:00:00,CMP001,CH01
T003555,C01975,2025-05-09 15:56:00,CMP003,CH02
T003556,C01975,2025-05-13 04:04:00,CMP003,CH02
T003557,C01977,2025-11-30 00:00:00,CMP003,CH02
T003558,C01978,2025-04-03 00:00:00,CMP004,CH02
T003559,C01978,2025-04-05 10:42:00,CMP003,CH02
T003560,C01978,2025-04-11 03:41:00,CMP004,CH02
T003561,C01980,2025-04-12 00:00:00,CMP001,CH01
T003562,C01980,2025-04-16 12:23:00,CMP004,CH02
T003563,C01981,2025-08-18 00:00:00,CMP001,CH01
T003564,C01982,2025-02-03 00:00:00,CMP004,CH02
T003565,C01982,2025-02-10 15:05:00,CMP001,CH01
T003566,C01985,2025-01-18 00:00:00,CMP005,CH03
T003567,C01986,2025-08-23 00:00:00,CMP005,CH03
T003568,C01987,2025-10-22 00:00:00,CMP003,CH02
T003569,C01988,2025-08-09 00:00:00,CMP003,CH02
T003570,C01989,2025-04-09 00:00:00,CMP002,CH01
T003571,C01989,2025-04-13 21:54:00,CMP002,CH01
