date,campaign_id,impressions,clicks,spend
2025-05-13,CMP005,17578,416,132.73
2025-05-14,CMP001,9329,661,239.88
2025-05-14,CMP002,11003,462,238.09
2025-05-14,CMP003,11583,598,248.99
2025-05-14,CMP004,8494,364,249.51
2025-05-14,CMP005,16053,357,114.34
2025-05-15,CMP001,8829,649,252.26
2025-05-15,CMP002,12307,494,265.97
2025-05-15,CMP003,11919,713,299.87
2025-05-15,CMP004,8215,355,214.94
2025-05-15,CMP005,14638,351,97.49
2025-05-16,CMP001,8690,665,237.93
2025-05-16,CMP002,9674,380,213.55
2025-05-16,CMP003,11285,671,335.96
2025-05-16,CMP004,7542,314,179.6
2025-05-16,CMP005,12373,271,69.32
2025-05-17,CMP001,7307,578,227.96
2025-05-17,CMP002,9971,450,214.58
2025-05-17,CMP003,11500,654,277.07
2025-05-17,CMP004,8565,336,201.98
2025-05-17,CMP005,13292,367,104.28
2025-05-18,CMP001,6949,507,175.73
2025-05-18,CMP002,14353,662,398.21
2025-05-18,CMP003,11672,551,230.04
2025-05-18,CMP004,7892,340,233.85
2025-05-18,CMP005,13866,374,117.29
2025-05-19,CMP001,7980,630,252.38
2025-05-19,CMP002,13564,565,314.96
2025-05-19,CMP003,10817,677,343.24
2025-05-19,CMP004,9025,402,273.82
2025-05-19,CMP005,16701,440,117.32
2025-05-20,CMP001,7794,654,261.02
2025-05-20,CMP002,14080,674,381.05
2025-05-20,CMP003,8036,450,174.87
2025-05-20,CMP004,8071,322,170.54
2025-05-20,CMP005,17387,406,105.11
2025-05-21,CMP001,9302,630,233.71
2025-05-21,CMP002,12644,515,254.63
2025-05-21,CMP003,9241,578,221.55
2025-05-21,CMP004,6699,302,203.09
2025-05-21,CMP005,15465,428,139.43
2025-05-22,CMP001,9841,668,267.17
2025-05-22,CMP002,10014,420,227.33
2025-05-22,CMP003,10631,648,303.26
2025-05-22,CMP004,8810,315,179.47
2025-05-22,CMP005,15987,410,133.09
2025-05-23,CMP001,9254,780,286.74
2025-05-23,CMP002,9865,475,292.61
2025-05-23,CMP003,11198,563,284.81
2025-05-23,CMP004,6778,233,145.41
2025-05-23,CMP005,16795,429,136.27
2025-05-24,CMP001,7106,579,198.67
2025-05-24,CMP002,10907,420,260.75
2025-05-24,CMP003,8454,453,178.22
2025-05-24,CMP004,7767,269,142.03
2025-05-24,CMP005,13455,329,112.1
2025-05-25,CMP001,7032,465,153.19
2025-05-25,CMP002,9879,445,244.58
2025-05-25,CMP003,11867,587,275.98
2025-05-25,CMP004,7369,277,147.59
2025-05-25,CMP005,17751,380,114.21
2025-05-26,CMP001,9929,678,261.48
2025-05-26,CMP002,9822,464,285.3
2025-05-26,CMP003,11913,617,310.9
2025-05-26,CMP004,8235,308,182.7
2025-05-26,CMP005,15966,365,105.95
2025-05-27,CMP001,8092,653,228.41
2025-05-27,CMP002,11240,557,307.29
2025-05-27,CMP003,9543,514,212.87
2025-05-27,CMP004,8514,378,209.85
2025-05-27,CMP005,14228,340,93.68
2025-05-28,CMP001,8740,703,250.31
2025-05-28,CMP002,12775,491,241.03
2025-05-28,CMP003,9300,439,201.71
2025-05-28,CMP004,6513,228,121.36
2025-05-28,CMP005,13875,382,116.34
2025-05-29,CMP001,9588,751,225.61
2025-05-29,CMP002,13845,680,337.63
2025-05-29,CMP003,11564,619,279.74
2025-05-29,CMP004,8502,292,180.22
2025-05-29,CMP005,13407,352,106.23
2025-05-30,CMP001,10196,695,235.16
2025-05-30,CMP002,14012,557,302.67
2025-05-30,CMP003,10834,658,276.15
2025-05-30,CMP004,8515,364,193.63
2025-05-30,CMP005,15839,382,110.17
2025-05-31,CMP001,7863,667,204.98
2025-05-31,CMP002,13674,591,356.83
2025-05-31,CMP003,9643,455,174.38
2025-05-31,CMP004,6812,273,178.54
2025-05-31,CMP005,15529,399,107.24
2025-06-01,CMP001,11676,768,255.88
2025-06-01,CMP002,14660,644,304.78
2025-06-01,CMP003,13922,759,328.76
2025-06-01,CMP004,9747,366,197.83
2025-06-01,CMP005,16587,400,123.94
2025-06-01,CMP008,35332,3239,670.95
2025-06-02,CMP001,9644,755,285.46
2025-06-02,CMP002,16356,747,464.72
2025-06-02,CMP003,10347,489,235.13
2025-06-02,CMP004,8692,367,189.82
2025-06-02,CMP005,19822,473,146.6
2025-06-02,CMP008,30926,2556,473.18
2025-06-03,CMP001,8412,595,236.27
2025-06-03,CMP002,13864,629,367.48
2025-06-03,CMP003,11513,703,323.96
2025-06-03,CMP004,11277,436,287.53
2025-06-03,CMP005,19607,515,131.63
2025-06-03,CMP008,32416,2618,576.38
2025-06-04,CMP001,10041,680,211.53
2025-06-04,CMP002,13442,665,352.75
2025-06-04,CMP003,10409,621,277.23
2025-06-04,CMP004,9451,394,206.44
2025-06-04,CMP005,19675,511,165.62
2025-06-04,CMP008,37924,2685,528.49
2025-06-05,CMP001,8946,693,242.06
2025-06-05,CMP002,13607,526,303.94
2025-06-05,CMP003,12799,684,289.03
2025-06-05,CMP004,9491,388,221.11
2025-06-05,CMP005,16534,400,104.35
2025-06-05,CMP008,29256,2688,472.72
2025-06-06,CMP001,8617,671,256.92
2025-06-06,CMP002,15984,749,368.82
2025-06-06,CMP003,10899,578,258.35
2025-06-06,CMP004,8062,324,210.36
2025-06-06,CMP005,21171,459,135.39
2025-06-06,CMP008,30445,2741,510.4
2025-06-07,CMP001,10268,861,289.33
2025-06-07,CMP002,15436,627,365.61
2025-06-07,CMP003,14381,776,347.9
2025-06-07,CMP004,8547,310,206.24
2025-06-07,CMP005,16592,438,128.87
2025-06-07,CMP008,33625,2993,617.5
2025-06-08,CMP001,8998,707,216.27
2025-06-08,CMP002,16085,634,303.41
2025-06-08,CMP003,9605,564,287.88
2025-06-08,CMP004,9094,388,240.07
2025-06-08,CMP005,20702,550,178.06
2025-06-08,CMP008,31058,2802,609.01
2025-06-09,CMP001,8977,669,269.07
2025-06-09,CMP002,15300,693,406.55
2025-06-09,CMP003,13013,738,342.95
2025-06-09,CMP004,10081,345,228.9
2025-06-09,CMP005,21469,607,176.54
2025-06-09,CMP008,37780,2998,609.98
2025-06-10,CMP001,10684,874,324.72
2025-06-10,CMP002,13457,588,302.76
2025-06-10,CMP003,10626,566,242.7
2025-06-10,CMP004,9330,336,189.0
2025-06-10,CMP005,16797,404,115.93
2025-06-10,CMP008,42048,3366,671.88
2025-06-11,CMP001,10017,848,295.67
2025-06-11,CMP002,15928,667,335.94
2025-06-11,CMP003,12073,725,279.7
2025-06-11,CMP004,9667,435,256.91
2025-06-11,CMP005,17000,392,112.38
2025-06-11,CMP008,41192,3559,609.43
2025-06-12,CMP001,8680,682,209.7
2025-06-12,CMP002,16769,803,378.81
2025-06-12,CMP003,12600,780,325.99
2025-06-12,CMP004,8911,386,246.92
2025-06-12,CMP005,18661,430,147.16
2025-06-12,CMP008,32660,2467,562.87
2025-06-13,CMP001,8391,666,236.28
2025-06-13,CMP002,13530,547,297.27
2025-06-13,CMP003,12905,776,327.69
2025-06-13,CMP004,10118,454,281.49
2025-06-13,CMP005,19899,465,140.88
2025-06-13,CMP008,42626,3849,764.3
2025-06-14,CMP001,9147,631,206.81
2025-06-14,CMP002,13453,601,310.21
2025-06-14,CMP003,10208,539,238.89
2025-06-14,CMP004,9226,423,288.26
2025-06-14,CMP005,21242,494,159.61
2025-06-14,CMP008,39396,2958,545.8
2025-06-15,CMP001,8948,624,203.77
2025-06-15,CMP002,12512,609,378.77
2025-06-15,CMP003,14062,752,371.05
2025-06-15,CMP004,7873,359,236.81
2025-06-15,CMP005,20663,590,170.97
2025-06-15,CMP008,30878,2526,563.46
2025-06-16,CMP001,8818,750,236.16
2025-06-16,CMP002,14554,558,292.78
2025-06-16,CMP003,9886,521,244.18
2025-06-16,CMP004,9776,410,245.39
2025-06-16,CMP005,18081,506,161.21
2025-06-16,CMP008,34594,2599,545.88
2025-06-17,CMP001,9851,780,275.19
2025-06-17,CMP002,14015,577,288.91
2025-06-17,CMP003,12384,770,309.12
2025-06-17,CMP004,8049,337,190.45
2025-06-17,CMP005,21390,611,178.91
2025-06-17,CMP008,41037,3196,705.14
2025-06-18,CMP001,10584,864,326.67
2025-06-18,CMP002,13443,613,331.29
2025-06-18,CMP003,11827,609,272.65
2025-06-18,CMP004,7901,319,202.21
2025-06-18,CMP005,16089,399,107.43
2025-06-18,CMP008,33585,3020,572.3
2025-06-19,CMP001,8942,673,220.44
2025-06-19,CMP002,16893,775,467.06
2025-06-19,CMP003,14046,819,358.53
2025-06-19,CMP004,8168,365,222.22
2025-06-19,CMP005,16585,397,131.3
2025-06-19,CMP008,33098,2620,597.92
2025-06-20,CMP001,8755,629,193.88
2025-06-20,CMP002,17026,819,412.38
2025-06-20,CMP003,13508,647,296.07
2025-06-20,CMP004,9405,422,223.51
2025-06-20,CMP005,20662,586,182.87
2025-06-20,CMP008,37534,3201,712.58
2025-06-21,CMP001,10533,756,252.18
2025-06-21,CMP002,14149,605,310.54
2025-06-21,CMP003,12576,602,290.43
2025-06-21,CMP004,11378,511,331.03
2025-06-21,CMP005,16496,426,129.8
2025-06-21,CMP008,30747,2620,512.66
2025-06-22,CMP001,11855,926,305.57
2025-06-22,CMP002,15799,768,362.57
2025-06-22,CMP003,11552,682,317.26
2025-06-22,CMP004,11207,423,229.46
2025-06-22,CMP005,20640,553,155.79
2025-06-22,CMP008,35234,2691,548.03
2025-06-23,CMP001,8889,615,236.33
2025-06-23,CMP002,13063,641,334.68
2025-06-23,CMP003,12570,711,327.69
2025-06-23,CMP004,9010,399,242.71
2025-06-23,CMP005,19505,443,130.6
2025-06-23,CMP008,39163,3443,774.87
2025-06-24,CMP001,9651,791,278.19
2025-06-24,CMP002,16862,777,386.36
2025-06-24,CMP003,12436,771,361.94
2025-06-24,CMP004,10028,397,248.91
2025-06-24,CMP005,21554,527,162.73
2025-06-24,CMP008,29016,2143,392.79
2025-06-25,CMP001,8200,583,182.56
2025-06-25,CMP002,11973,546,262.49
2025-06-25,CMP003,11232,539,223.89
2025-06-25,CMP004,9868,412,211.78
2025-06-25,CMP005,15364,423,141.37
2025-06-25,CMP008,35579,2937,658.16
2025-06-26,CMP001,11946,799,269.69
2025-06-26,CMP002,16275,729,398.67
2025-06-26,CMP003,13439,791,340.52
2025-06-26,CMP004,9033,411,230.37
2025-06-26,CMP005,15330,428,138.73
2025-06-26,CMP008,38431,3085,699.94
2025-06-27,CMP001,12207,940,347.04
2025-06-27,CMP002,15498,663,324.35
2025-06-27,CMP003,9920,606,264.51
2025-06-27,CMP004,8051,351,225.1
2025-06-27,CMP005,20448,574,155.25
2025-06-27,CMP008,41516,3311,649.16
2025-06-28,CMP001,11073,862,270.24
2025-06-28,CMP002,16950,675,327.45
2025-06-28,CMP003,12267,647,253.48
2025-06-28,CMP004,9455,366,226.4
2025-06-28,CMP005,14688,367,104.68
2025-06-28,CMP008,37525,2782,552.33
2025-06-29,CMP001,8441,680,207.68
2025-06-29,CMP002,17124,826,482.66
2025-06-29,CMP003,11484,640,269.71
2025-06-29,CMP004,8338,319,209.46
2025-06-29,CMP005,20504,504,136.5
2025-06-29,CMP008,33501,2957,653.91
2025-06-30,CMP001,11780,965,317.83
2025-06-30,CMP002,15522,597,307.06
2025-06-30,CMP003,13104,684,339.05
2025-06-30,CMP004,10182,463,271.78
2025-06-30,CMP005,20288,557,191.56
2025-06-30,CMP008,32538,2655,462.12
2025-07-01,CMP001,10173,759,254.91
2025-07-01,CMP002,13055,575,271.68
2025-07-01,CMP003,13606,838,406.49
2025-07-01,CMP004,8622,329,184.89
2025-07-01,CMP005,18781,466,151.5
2025-07-02,CMP001,8751,752,236.39
2025-07-02,CMP002,12748,542,283.76
2025-07-02,CMP003,12270,582,275.93
2025-07-02,CMP004,7977,347,204.46
2025-07-02,CMP005,20351,475,152.39
2025-07-03,CMP001,10955,907,340.44
2025-07-03,CMP002,13179,551,302.52
2025-07-03,CMP003,11105,614,261.74
2025-07-03,CMP004,10408,365,211.5
2025-07-03,CMP005,21526,492,147.01
2025-07-04,CMP001,11186,918,310.65
2025-07-04,CMP002,15922,794,434.01
2025-07-04,CMP003,9981,558,265.58
2025-07-04,CMP004,10605,361,200.47
2025-07-04,CMP005,18798,448,128.15
2025-07-05,CMP001,9773,712,256.92
2025-07-05,CMP002,15565,690,353.96
2025-07-05,CMP003,14359,879,391.5
2025-07-05,CMP004,8657,302,204.5
2025-07-05,CMP005,14564,374,106.57
2025-07-06,CMP001,8416,636,210.67
2025-07-06,CMP002,14125,725,413.35
2025-07-06,CMP003,14386,882,424.82
2025-07-06,CMP004,9924,431,268.85
2025-07-06,CMP005,15324,372,126.61
2025-07-07,CMP001,8697,574,174.76
2025-07-07,CMP002,11892,558,274.32
2025-07-07,CMP003,10846,658,280.12
2025-07-07,CMP004,9622,409,278.05
2025-07-07,CMP005,18485,441,130.3
2025-07-08,CMP001,11097,777,250.28
2025-07-08,CMP002,13712,563,298.08
2025-07-08,CMP003,13373,793,368.32
2025-07-08,CMP004,9241,328,179.1
2025-07-08,CMP005,20235,515,162.62
2025-07-09,CMP001,8713,637,210.66
2025-07-09,CMP002,12063,581,342.18
2025-07-09,CMP003,10093,522,222.5
2025-07-09,CMP004,8094,338,226.79
2025-07-09,CMP005,14904,332,87.88
2025-07-10,CMP001,9958,657,242.13
2025-07-10,CMP002,17099,793,435.98
2025-07-10,CMP003,14152,742,343.72
2025-07-10,CMP004,10623,488,266.13
2025-07-10,CMP005,19352,493,140.54
2025-07-11,CMP001,10636,752,226.42
2025-07-11,CMP002,12424,598,290.61
2025-07-11,CMP003,14091,703,320.03
2025-07-11,CMP004,8282,293,155.03
2025-07-11,CMP005,19177,530,179.11
2025-07-12,CMP001,10093,668,215.89
2025-07-12,CMP002,15597,646,347.14
2025-07-12,CMP003,11416,601,272.46
2025-07-12,CMP004,9745,365,206.3
2025-07-12,CMP005,14697,357,104.21
2025-07-13,CMP001,10732,870,345.42
2025-07-13,CMP002,11754,549,274.51
2025-07-13,CMP003,9898,522,211.72
2025-07-13,CMP004,10465,479,249.13
2025-07-13,CMP005,20753,540,158.63
2025-07-14,CMP001,10162,788,284.82
2025-07-14,CMP002,13883,581,363.6
2025-07-14,CMP003,12446,643,296.77
2025-07-14,CMP004,10624,467,306.03
2025-07-14,CMP005,16270,426,113.08
2025-07-15,CMP001,10419,673,231.66
2025-07-15,CMP002,14142,632,351.12
2025-07-15,CMP003,12311,648,299.74
2025-07-15,CMP004,10804,484,324.19
2025-07-15,CMP005,15147,356,91.08
2025-07-16,CMP001,11276,868,274.49
2025-07-16,CMP002,16283,801,432.76
2025-07-16,CMP003,12144,731,374.11
2025-07-16,CMP004,8713,367,212.53
2025-07-16,CMP005,19828,497,170.52
2025-07-17,CMP001,9646,828,258.98
2025-07-17,CMP002,15030,628,348.8
2025-07-17,CMP003,11330,644,322.01
2025-07-17,CMP004,9540,342,226.22
2025-07-17,CMP005,19642,534,160.03
2025-07-18,CMP001,10217,654,241.54
2025-07-18,CMP002,17119,738,347.17
2025-07-18,CMP003,12680,628,314.48
2025-07-18,CMP004,9194,409,211.74
2025-07-18,CMP005,14792,325,106.35
2025-07-19,CMP001,11884,1000,312.04
2025-07-19,CMP002,12721,574,361.4
2025-07-19,CMP003,10606,622,313.22
2025-07-19,CMP004,10460,395,246.26
2025-07-19,CMP005,16740,364,118.68
2025-07-20,CMP001,9189,735,291.61
2025-07-20,CMP002,13325,605,321.23
2025-07-20,CMP003,11827,609,240.58
2025-07-20,CMP004,9304,425,270.4
2025-07-20,CMP005,17273,494,132.74
2025-07-21,CMP001,9078,635,197.75
2025-07-21,CMP002,13316,645,364.73
2025-07-21,CMP003,14213,839,347.68
2025-07-21,CMP004,8696,298,175.74
2025-07-21,CMP005,17548,496,153.68
2025-07-22,CMP001,9435,709,218.36
2025-07-22,CMP002,15492,692,384.59
2025-07-22,CMP003,13966,748,310.45
2025-07-22,CMP004,11307,460,274.44
2025-07-22,CMP005,18555,511,133.19
2025-07-23,CMP001,8504,634,197.02
2025-07-23,CMP002,13784,608,297.68
2025-07-23,CMP003,12211,768,336.35
2025-07-23,CMP004,10488,464,256.24
2025-07-23,CMP005,16342,402,131.28
2025-07-24,CMP001,10799,924,366.44
2025-07-24,CMP002,16974,829,406.94
2025-07-24,CMP003,11358,627,323.7
2025-07-24,CMP004,8679,359,193.25
2025-07-24,CMP005,20061,522,167.02
2025-07-25,CMP001,10676,780,240.34
2025-07-25,CMP002,17074,797,448.48
2025-07-25,CMP003,10009,602,282.07
2025-07-25,CMP004,7760,309,167.73
2025-07-25,CMP005,16934,463,149.05
2025-07-26,CMP001,8674,682,245.11
2025-07-26,CMP002,14369,711,420.51
2025-07-26,CMP003,12604,634,302.61
2025-07-26,CMP004,10554,482,249.68
2025-07-26,CMP005,16028,351,100.82
2025-07-27,CMP001,8660,682,205.68
2025-07-27,CMP002,15418,789,435.24
2025-07-27,CMP003,10595,637,281.83
2025-07-27,CMP004,10300,463,291.7
2025-07-27,CMP005,16312,359,119.45
2025-07-28,CMP001,10210,782,297.4
2025-07-28,CMP002,13645,644,402.74
2025-07-28,CMP003,10831,608,278.2
2025-07-28,CMP004,8401,316,209.88
2025-07-28,CMP005,17017,410,109.38
2025-07-29,CMP001,9406,665,253.79
2025-07-29,CMP002,17136,763,369.34
2025-07-29,CMP003,11083,635,253.27
2025-07-29,CMP004,9228,332,206.87
2025-07-29,CMP005,20094,551,163.99
2025-07-30,CMP001,9964,845,309.12
2025-07-30,CMP002,17136,672,421.05
2025-07-30,CMP003,9880,464,183.88
2025-07-30,CMP004,7868,350,194.02
2025-07-30,CMP005,18592,533,150.15
2025-07-31,CMP001,11102,759,236.96
2025-07-31,CMP002,14197,689,423.51
2025-07-31,CMP003,13093,770,340.75
2025-07-31,CMP004,9350,419,219.31
2025-07-31,CMP005,15223,327,102.06
2025-08-01,CMP001,9861,777,287.96
2025-08-01,CMP002,15333,736,404.31
2025-08-01,CMP003,9921,565,277.94
2025-08-01,CMP004,9909,405,208.41
2025-08-01,CMP005,18591,435,115.92
2025-08-02,CMP001,11419,749,231.1
2025-08-02,CMP002,14124,654,306.38
2025-08-02,CMP003,10538,577,290.38
2025-08-02,CMP004,11260,408,255.52
2025-08-02,CMP005,18056,406,116.02
2025-08-03,CMP001,9603,817,269.51
2025-08-03,CMP002,17222,701,335.5
2025-08-03,CMP003,11975,653,262.35
2025-08-03,CMP004,9659,400,210.77
2025-08-03,CMP005,19529,434,137.06
2025-08-04,CMP001,9633,658,235.98
2025-08-04,CMP002,15968,761,372.74
2025-08-04,CMP003,10749,667,284.27
2025-08-04,CMP004,9677,347,206.26
2025-08-04,CMP005,18422,525,141.73
2025-08-05,CMP001,11840,816,301.95
2025-08-05,CMP002,12933,532,258.7
2025-08-05,CMP003,12366,689,301.02
2025-08-05,CMP004,10621,378,237.14
2025-08-05,CMP005,18953,464,126.51
2025-08-06,CMP001,10905,836,251.79
2025-08-06,CMP002,15057,749,448.94
2025-08-06,CMP003,13051,676,341.44
2025-08-06,CMP004,10491,366,221.68
2025-08-06,CMP005,15245,339,111.96
2025-08-07,CMP001,10348,809,268.68
2025-08-07,CMP002,16225,708,351.97
2025-08-07,CMP003,12819,656,252.17
2025-08-07,CMP004,10339,393,266.56
2025-08-07,CMP005,15069,374,112.18
2025-08-08,CMP001,8588,665,258.21
2025-08-08,CMP002,11540,557,291.02
2025-08-08,CMP003,10137,566,249.88
2025-08-08,CMP004,11114,387,201.5
2025-08-08,CMP005,17963,445,144.16
2025-08-09,CMP001,8265,623,236.71
2025-08-09,CMP002,13980,655,408.01
2025-08-09,CMP003,14264,749,352.23
2025-08-09,CMP004,10143,365,228.23
2025-08-09,CMP005,17378,433,111.5
2025-08-10,CMP001,9152,699,252.45
2025-08-10,CMP002,14540,616,379.76
2025-08-10,CMP003,13028,633,265.37
2025-08-10,CMP004,9979,380,197.0
2025-08-10,CMP005,18035,411,140.0
2025-08-11,CMP001,12142,984,366.33
2025-08-11,CMP002,16474,848,504.95
2025-08-11,CMP003,10097,500,196.0
2025-08-11,CMP004,9563,364,205.47
2025-08-11,CMP005,17906,433,126.79
2025-08-12,CMP001,11799,815,284.12
2025-08-12,CMP002,12506,575,287.39
2025-08-12,CMP003,11484,622,278.88
2025-08-12,CMP004,9597,398,269.86
2025-08-12,CMP005,20845,554,148.2
2025-08-13,CMP001,9625,688,238.89
2025-08-13,CMP002,13341,672,345.54
2025-08-13,CMP003,11454,629,325.39
2025-08-13,CMP004,10941,492,337.12
2025-08-13,CMP005,14778,371,100.42
2025-08-14,CMP001,9703,793,237.08
2025-08-14,CMP002,13852,589,365.06
2025-08-14,CMP003,9958,576,269.85
2025-08-14,CMP004,10723,447,266.28
2025-08-14,CMP005,21125,601,183.35
2025-08-15,CMP001,8429,646,207.93
2025-08-15,CMP002,16565,669,340.47
2025-08-15,CMP003,12629,750,340.46
2025-08-15,CMP004,7692,343,175.12
2025-08-15,CMP005,19184,469,153.17
2025-08-16,CMP001,12004,852,254.73
2025-08-16,CMP002,12999,565,317.87
2025-08-16,CMP003,14325,726,304.13
2025-08-16,CMP004,8106,328,202.42
2025-08-16,CMP005,17799,431,123.41
2025-08-17,CMP001,11332,765,271.69
2025-08-17,CMP002,13376,595,324.88
2025-08-17,CMP003,13873,683,291.88
2025-08-17,CMP004,10582,458,262.43
2025-08-17,CMP005,14944,318,88.63
2025-08-18,CMP001,10953,832,286.07
2025-08-18,CMP002,14871,586,286.49
2025-08-18,CMP003,9620,458,187.65
2025-08-18,CMP004,8658,368,208.9
2025-08-18,CMP005,21334,453,138.28
2025-08-19,CMP001,8484,696,264.11
2025-08-19,CMP002,13358,568,315.01
2025-08-19,CMP003,11532,553,274.78
2025-08-19,CMP004,8117,340,173.62
2025-08-19,CMP005,15624,376,113.72
2025-08-20,CMP001,8737,598,206.51
2025-08-20,CMP002,16960,749,382.29
2025-08-20,CMP003,12937,734,365.17
2025-08-20,CMP004,9178,354,184.42
2025-08-20,CMP005,15804,448,140.98
2025-08-21,CMP001,11793,879,294.92
2025-08-21,CMP002,13426,572,291.27
2025-08-21,CMP003,14204,817,372.11
2025-08-21,CMP004,10146,359,230.56
2025-08-21,CMP005,19173,427,136.96
2025-08-22,CMP001,8827,647,223.74
2025-08-22,CMP002,12154,536,253.16
2025-08-22,CMP003,10686,651,307.13
2025-08-22,CMP004,10227,402,270.38
2025-08-22,CMP005,21373,569,190.52
2025-08-23,CMP001,8709,687,254.63
2025-08-23,CMP002,13468,556,281.51
2025-08-23,CMP003,12073,723,306.6
2025-08-23,CMP004,11298,395,238.73
2025-08-23,CMP005,21043,457,150.36
2025-08-24,CMP001,9549,760,234.59
2025-08-24,CMP002,12970,660,380.76
2025-08-24,CMP003,10280,496,214.19
2025-08-24,CMP004,10689,395,252.13
2025-08-24,CMP005,17442,415,110.38
2025-08-25,CMP001,8252,581,185.73
2025-08-25,CMP002,12622,563,294.54
2025-08-25,CMP003,11833,638,315.41
2025-08-25,CMP004,9956,383,246.45
2025-08-25,CMP005,21167,550,147.24
2025-08-26,CMP001,9136,590,187.06
2025-08-26,CMP002,12352,556,341.85
2025-08-26,CMP003,11892,604,251.95
2025-08-26,CMP004,11113,501,285.0
2025-08-26,CMP005,16648,360,97.82
2025-08-27,CMP001,11963,874,304.74
2025-08-27,CMP002,13755,550,342.91
2025-08-27,CMP003,11013,691,271.23
2025-08-27,CMP004,9298,351,204.52
2025-08-27,CMP005,19213,430,134.16
2025-08-28,CMP001,9245,762,265.34
2025-08-28,CMP002,14959,666,318.83
2025-08-28,CMP003,12781,797,343.7
2025-08-28,CMP004,8215,295,188.3
2025-08-28,CMP005,17227,466,122.53
2025-08-29,CMP001,8999,609,232.81
2025-08-29,CMP002,15569,678,397.67
2025-08-29,CMP003,12220,624,319.67
2025-08-29,CMP004,9117,387,216.61
2025-08-29,CMP005,17565,435,136.1
2025-08-30,CMP001,9349,726,262.56
2025-08-30,CMP002,12022,605,308.41
2025-08-30,CMP003,13716,701,306.25
2025-08-30,CMP004,9023,394,207.95
2025-08-30,CMP005,16772,404,131.1
2025-08-31,CMP001,9130,631,229.65
2025-08-31,CMP002,15419,714,373.13
2025-08-31,CMP003,12718,705,363.71
2025-08-31,CMP004,8060,295,152.42
2025-08-31,CMP005,21389,586,196.23
2025-09-01,CMP001,8864,572,220.37
2025-09-01,CMP002,12174,623,334.39
2025-09-01,CMP003,9676,540,223.53
2025-09-01,CMP004,7523,265,165.65
2025-09-01,CMP005,12128,304,102.12
2025-09-02,CMP001,7811,520,187.41
2025-09-02,CMP002,11451,568,307.82
2025-09-02,CMP003,9734,578,290.45
2025-09-02,CMP004,7700,330,211.73
2025-09-02,CMP005,16449,403,113.86
2025-09-03,CMP001,8849,734,224.79
2025-09-03,CMP002,11810,481,275.86
2025-09-03,CMP003,10917,626,268.96
2025-09-03,CMP004,7884,348,229.21
2025-09-03,CMP005,17735,444,151.86
2025-09-04,CMP001,9945,652,219.18
2025-09-04,CMP002,9784,489,252.94
2025-09-04,CMP003,9989,510,222.84
2025-09-04,CMP004,9467,423,226.31
2025-09-04,CMP005,13782,304,101.16
2025-09-05,CMP001,8183,689,233.3
2025-09-05,CMP002,10786,444,211.8
2025-09-05,CMP003,10622,619,289.21
2025-09-05,CMP004,8948,400,227.54
2025-09-05,CMP005,15209,369,119.75
2025-09-06,CMP001,8693,725,261.34
2025-09-06,CMP002,10712,525,310.04
2025-09-06,CMP003,10109,563,280.73
2025-09-06,CMP004,8987,390,206.4
2025-09-06,CMP005,15610,424,133.81
2025-09-07,CMP001,7194,593,185.79
2025-09-07,CMP002,11316,437,271.65
2025-09-07,CMP003,8458,424,193.75
2025-09-07,CMP004,8204,374,246.73
2025-09-07,CMP005,16586,471,152.81
2025-09-08,CMP001,9764,744,245.74
2025-09-08,CMP002,13608,577,314.08
2025-09-08,CMP003,9003,468,180.37
2025-09-08,CMP004,8470,375,251.86
2025-09-08,CMP005,15644,364,101.14
2025-09-09,CMP001,8483,662,243.47
2025-09-09,CMP002,10953,478,260.72
2025-09-09,CMP003,8963,532,224.55
2025-09-09,CMP004,7537,332,214.23
2025-09-09,CMP005,14727,349,117.88
2025-09-10,CMP001,7734,645,202.39
2025-09-10,CMP002,12893,642,318.17
2025-09-10,CMP003,9635,558,287.33
2025-09-10,CMP004,9187,375,195.56
2025-09-10,CMP005,14529,345,115.31
2025-09-11,CMP001,8695,686,247.61
2025-09-11,CMP002,13986,584,284.74
2025-09-11,CMP003,8356,450,218.52
2025-09-11,CMP004,7449,301,160.87
2025-09-11,CMP005,17848,407,127.25
2025-09-12,CMP001,8861,584,177.28
2025-09-12,CMP002,13627,674,384.99
2025-09-12,CMP003,11696,547,267.35
2025-09-12,CMP004,8380,304,199.02
2025-09-12,CMP005,15090,412,128.04
2025-09-13,CMP001,6988,497,166.99
2025-09-13,CMP002,13464,594,340.1
2025-09-13,CMP003,10511,540,244.85
2025-09-13,CMP004,7710,284,155.41
2025-09-13,CMP005,17676,469,139.65
2025-09-14,CMP001,9747,718,286.15
2025-09-14,CMP002,12591,617,389.25
2025-09-14,CMP003,9124,528,231.59
2025-09-14,CMP004,7776,282,164.07
2025-09-14,CMP005,16526,462,126.36
2025-09-15,CMP001,7835,614,191.04
2025-09-15,CMP002,11073,542,286.41
2025-09-15,CMP003,10025,550,245.21
2025-09-15,CMP004,6706,271,171.49
2025-09-15,CMP005,16865,367,103.47
2025-09-16,CMP001,9892,662,198.36
2025-09-16,CMP002,12546,611,312.72
2025-09-16,CMP003,11607,606,276.4
2025-09-16,CMP004,7968,299,186.38
2025-09-16,CMP005,12708,298,93.58
2025-09-17,CMP001,7513,575,215.16
2025-09-17,CMP002,10662,453,237.47
2025-09-17,CMP003,11213,529,224.04
