customer_id,country,signup_date,acquisition_campaign_id
C02500,Indonesia,2025-07-04,CMP001
C02501,Indonesia,2025-05-12,CMP005
C02502,Indonesia,2025-07-30,CMP003
C02503,Singapore,2025-12-14,
C02504,Indonesia,2025-04-12,CMP001
C02505,Thailand,2025-11-29,
C02506,Singapore,2025-03-31,
C02507,Indonesia,2025-05-26,CMP002
C02508,Indonesia,2025-12-11,
C02509,Singapore,2025-08-17,CMP003
C02510,Thailand,2025-07-15,CMP002
C02511,Thailand,2025-08-26,CMP004
C02512,Singapore,2025-03-16,
C02513,Thailand,2025-11-24,
C02514,Indonesia,2025-06-22,CMP004
C02515,Indonesia,2025-11-10,
C02516,Indonesia,2025-02-06,CMP004
C02517,Indonesia,2025-06-25,
C02518,Thailand,2025-06-12,CMP005
C02519,Indonesia,2025-12-30,
C02520,Indonesia,2025-11-27,CMP001
C02521,Thailand,2025-08-16,
C02522,Thailand,2025-07-05,
C02523,Singapore,2025-09-24,CMP004
C02524,Indonesia,2025-07-31,CMP001
C02525,Indonesia,2025-01-12,CMP004
C02526,Thailand,2025-05-01,
C02527,Thailand,2025-12-25,
C02528,Indonesia,2025-04-18,
C02529,Indonesia,2025-02-22,
C02530,Indonesia,2025-08-31,
C02531,Thailand,2025-01-14,
C02532,Thailand,2025-09-26,CMP004
C02533,Indonesia,2025-02-12,CMP001
C02534,Indonesia,2025-11-13,CMP003
C02535,Singapore,2025-12-02,
C02536,Indonesia,2025-07-19,CMP001
C02537,Thailand,2025-05-07,
C02538,Thailand,2025-08-15,CMP001
C02539,Indonesia,2025-03-09,
C02540,Indonesia,2025-03-29,
C02541,Indonesia,2025-12-06,
C02542,Singapore,2025-06-16,CMP002
C02543,Singapore,2025-08-28,CMP005
C02544,Singapore,2025-10-04,
C02545,Indonesia,2025-10-08,CMP004
C02546,Indonesia,2025-12-24,
C02547,Indonesia,2025-10-30,
C02548,Thailand,2025-11-20,
C02549,Indonesia,2025-10-16,CMP001
C02550,Thailand,2025-11-24,
C02551,Singapore,2025-06-08,CMP001
C02552,Indonesia,2025-09-04,CMP004
C02553,Indonesia,2025-02-15,
C02554,Indonesia,2025-07-07,CMP001
C02555,Indonesia,2025-03-21,CMP001
C02556,Indonesia,2025-01-01,CMP003
C02557,Indonesia,2025-03-11,
C02558,Indonesia,2025-08-29,CMP004
C02559,Singapore,2025-12-19,
C02560,Indonesia,2025-09-02,
C02561,Thailand,2025-08-09,CMP004
C02562,Indonesia,2025-11-02,CMP001
C02563,Indonesia,2025-01-04,CMP002
C02564,Indonesia,2025-04-07,CMP004
C02565,Indonesia,2025-10-15,
C02566,Indonesia,2025-05-08,
C02567,Indonesia,2025-11-27,
C02568,Indonesia,2025-07-13,
C02569,Indonesia,2025-02-10,
C02570,Indonesia,2025-05-03,
C02571,Thailand,2025-11-10,CMP005
C02572,Indonesia,2025-12-17,
C02573,Thailand,2025-11-29,CMP005
C02574,Indonesia,2025-05-18,CMP001
C02575,Indonesia,2025-02-05,CMP003
C02576,Indonesia,2025-05-29,CMP002
C02577,Thailand,2025-08-22,CMP003
C02578,Thailand,2025-05-20,
C02579,Indonesia,2025-09-09,
C02580,Indonesia,2025-01-10,CMP003
C02581,Indonesia,2025-10-01,CMP004
C02582,Indonesia,2025-02-22,CMP004
C02583,Thailand,2025-03-06,
C02584,Indonesia,2025-01-05,CMP002
C02585,Indonesia,2025-03-19,
C02586,Indonesia,2025-04-22,
C02587,Thailand,2025-06-09,
C02588,Singapore,2025-09-13,CMP001
C02589,Thailand,2025-08-26,
C02590,Indonesia,2025-01-17,
C02591,Indonesia,2025-03-16,
C02592,Indonesia,2025-07-20,CMP002
C02593,Indonesia,2025-08-29,
C02594,Thailand,2025-05-09,
C02595,Indonesia,2025-01-07,
C02596,Indonesia,2025-05-08,CMP003
C02597,Indonesia,2025-08-15,CMP004
C02598,Indonesia,2025-01-18,
C02599,Indonesia,2025-02-18,
C02600,Indonesia,2025-04-17,CMP005
C02601,Singapore,2025-12-15,CMP003
C02602,Indonesia,2025-06-15,
C02603,Thailand,2025-01-22,
C02604,Indonesia,2025-10-09,
C02605,Indonesia,2025-05-10,
C02606,Indonesia,2025-06-02,CMP001
C02607,Singapore,2025-01-27,CMP004
C02608,Singapore,2025-04-22,
C02609,Thailand,2025-05-01,CMP003
C02610,Indonesia,2025-06-16,
C02611,Indonesia,2025-05-22,
C02612,Thailand,2025-07-22,CMP003
C02613,Singapore,2025-01-05,
C02614,Thailand,2025-10-25,CMP005
C02615,Thailand,2025-09-01,CMP004
C02616,Indonesia,2025-03-21,
C02617,Indonesia,2025-02-15,
C02618,Indonesia,2025-09-13,CMP002
C02619,Indonesia,2025-11-13,
C02620,Indonesia,2025-11-17,
C02621,Thailand,2025-07-02,CMP002
C02622,Indonesia,2025-12-26,
C02623,Indonesia,2025-02-24,
C02624,Indonesia,2025-04-30,CMP005
C02625,Thailand,2025-10-13,CMP001
C02626,Thailand,2025-06-27,CMP004
C02627,Thailand,2025-08-13,
C02628,Thailand,2025-01-11,CMP004
C02629,Thailand,2025-07-03,
C02630,Singapore,2025-05-09,
C02631,Thailand,2025-09-06,
C02632,Indonesia,2025-10-14,CMP004
C02633,Indonesia,2025-12-23,
C02634,Indonesia,2025-10-18,CMP003
C02635,Indonesia,2025-06-28,CMP003
C02636,Indonesia,2025-08-28,CMP003
C02637,Singapore,2025-11-03,
C02638,Indonesia,2025-10-11,
C02639,Indonesia,2025-09-29,CMP001
C02640,Thailand,2025-06-01,
C02641,Indonesia,2025-10-05,CMP001
C02642,Thailand,2025-01-01,CMP003
C02643,Indonesia,2025-09-17,CMP001
C02644,Singapore,2025-04-05,
C02645,Singapore,2025-11-14,
C02646,Indonesia,2025-11-14,CMP002
C02647,Thailand,2025-02-02,CMP001
C02648,Thailand,2025-10-03,
C02649,Indonesia,2025-04-08,
C02650,Thailand,2025-09-12,CMP004
C02651,Thailand,2025-03-20,
C02652,Indonesia,2025-06-15,CMP003
C02653,Indonesia,2025-06-14,
C02654,Thailand,2025-09-25,CMP002
C02655,Thailand,2025-01-23,
C02656,Indonesia,2025-03-08,CMP003
C02657,Indonesia,2025-01-17,
C02658,Indonesia,2025-09-06,CMP002
C02659,Indonesia,2025-01-17,
C02660,Thailand,2025-07-18,
C02661,Thailand,2025-09-27,CMP002
C02662,Indonesia,2025-10-30,
C02663,Indonesia,2025-07-07,CMP003
C02664,Indonesia,2025-02-06,CMP005
C02665,Thailand,2025-04-17,
C02666,Indonesia,2025-02-10,CMP003
C02667,Indonesia,2025-11-24,CMP001
C02668,Thailand,2025-10-13,
C02669,Thailand,2025-08-01,
C02670,Indonesia,2025-12-29,
C02671,Indonesia,2025-11-12,
C02672,Thailand,2025-01-21,
C02673,Indonesia,2025-06-05,
C02674,Singapore,2025-04-21,CMP001
C02675,Indonesia,2025-02-19,CMP003
C02676,Indonesia,2025-04-29,CMP004
C02677,Indonesia,2025-04-08,CMP001
C02678,Indonesia,2025-12-03,
C02679,Singapore,2025-11-17,
C02680,Thailand,2025-10-13,
C02681,Thailand,2025-08-01,CMP004
C02682,Indonesia,2025-11-23,
C02683,Indonesia,2025-12-12,
C02684,Indonesia,2025-12-07,CMP004
C02685,Indonesia,2025-02-23,
C02686,Indonesia,2025-04-03,
C02687,Indonesia,2025-09-16,CMP004
C02688,Indonesia,2025-03-22,CMP003
C02689,Indonesia,2025-11-04,CMP004
C02690,Singapore,2025-06-30,
C02691,Singapore,2025-10-09,CMP003
C02692,Thailand,2025-06-16,CMP002
C02693,Thailand,2025-07-31,
C02694,Thailand,2025-08-09,
C02695,Thailand,2025-06-15,CMP005
C02696,Indonesia,2025-10-16,
C02697,Thailand,2025-07-12,CMP001
C02698,Indonesia,2025-05-11,CMP001
C02699,Indonesia,2025-08-20,CMP003
C02700,Indonesia,2025-07-23,CMP001
C02701,Singapore,2025-01-18,CMP002
C02702,Indonesia,2025-11-02,CMP003
C02703,Singapore,2025-03-11,
C02704,Indonesia,2025-06-04,CMP002
C02705,Indonesia,2025-04-24,
C02706,Indonesia,2025-06-11,CMP004
C02707,Thailand,2025-12-20,
C02708,Indonesia,2025-10-11,CMP004
C02709,Singapore,2025-10-20,CMP002
C02710,Indonesia,2025-03-21,
C02711,Indonesia,2025-08-24,
C02712,Indonesia,2025-03-12,
C02713,Indonesia,2025-10-26,
C02714,Thailand,2025-05-12,
C02715,Indonesia,2025-02-17,
C02716,Singapore,2025-10-19,
C02717,Thailand,2025-02-09,
C02718,Indonesia,2025-09-05,CMP005
C02719,Thailand,2025-12-20,
C02720,Indonesia,2025-02-18,CMP003
C02721,Indonesia,2025-06-03,CMP002
C02722,Indonesia,2025-10-23,
C02723,Singapore,2025-01-29,
C02724,Indonesia,2025-06-21,CMP004
C02725,Indonesia,2025-08-11,
C02726,Singapore,2025-03-03,
C02727,Thailand,2025-04-27,CMP005
C02728,Singapore,2025-11-05,CMP003
C02729,Thailand,2025-11-21,CMP001
C02730,Indonesia,2025-07-15,CMP003
C02731,Indonesia,2025-09-26,CMP004
C02732,Indonesia,2025-10-04,
C02733,Indonesia,2025-06-17,
C02734,Indonesia,2025-04-24,CMP001
C02735,Thailand,2025-12-11,
C02736,Singapore,2025-07-21,CMP003
C02737,Indonesia,2025-11-01,CMP002
C02738,Indonesia,2025-02-16,
C02739,Thailand,2025-05-29,CMP002
C02740,Indonesia,2025-03-17,CMP003
C02741,Indonesia,2025-02-12,CMP001
C02742,Indonesia,2025-01-26,CMP003
C02743,Indonesia,2025-05-15,CMP002
C02744,Indonesia,2025-09-14,
C02745,Indonesia,2025-12-24,
C02746,Indonesia,2025-03-11,
C02747,Indonesia,2025-04-12,
C02748,Indonesia,2025-11-30,
C02749,Thailand,2025-10-15,
C02750,Indonesia,2025-09-26,CMP002
C02751,Indonesia,2025-02-06,CMP001
C02752,Indonesia,2025-08-09,CMP001
C02753,Indonesia,2025-10-22,CMP003
C02754,Indonesia,2025-12-10,
C02755,Indonesia,2025-07-07,CMP004
C02756,Indonesia,2025-06-14,CMP003
C02757,Indonesia,2025-12-02,
C02758,Indonesia,2025-06-06,CMP001
C02759,Thailand,2025-06-29,
C02760,Thailand,2025-08-15,
C02761,Indonesia,2025-08-14,CMP001
C02762,Indonesia,2025-04-30,CMP004
C02763,Indonesia,2025-07-11,
C02764,Indonesia,2025-02-13,CMP004
C02765,Indonesia,2025-01-28,
C02766,Singapore,2025-11-14,
C02767,Indonesia,2025-05-28,CMP002
C02768,Thailand,2025-12-22,
C02769,Indonesia,2025-06-06,CMP001
C02770,Indonesia,2025-01-12,CMP004
C02771,Indonesia,2025-10-03,
C02772,Indonesia,2025-10-07,CMP002
C02773,Indonesia,2025-05-13,
C02774,Thailand,2025-11-15,
C02775,Thailand,2025-03-14,CMP004
C02776,Indonesia,2025-12-09,
C02777,Singapore,2025-10-26,
C02778,Indonesia,2025-09-27,CMP003
C02779,Indonesia,2025-03-29,CMP003
C02780,Thailand,2025-04-13,
C02781,Indonesia,2025-11-13,CMP001
C02782,Thailand,2025-08-27,
C02783,Indonesia,2025-01-05,CMP001
C02784,Indonesia,2025-12-05,CMP001
C02785,Indonesia,2025-12-04,
C02786,Indonesia,2025-02-25,
C02787,Indonesia,2025-11-29,CMP004
C02788,Indonesia,2025-07-14,
C02789,Indonesia,2025-12-30,
C02790,Indonesia,2025-06-11,CMP001
C02791,Indonesia,2025-11-02,
C02792,Indonesia,2025-04-06,CMP001
C02793,Indonesia,2025-08-23,CMP002
C02794,Indonesia,2025-12-31,
C02795,Singapore,2025-05-07,
C02796,Indonesia,2025-06-06,CMP002
C02797,Thailand,2025-07-21,CMP003
C02798,Indonesia,2025-01-10,
C02799,Indonesia,2025-06-30,CMP004
C02800,Indonesia,2025-06-04,
C02801,Indonesia,2025-09-14,
C02802,Thailand,2025-02-01,CMP001
C02803,Singapore,2025-07-18,
C02804,Singapore,2025-01-16,
C02805,Indonesia,2025-05-24,CMP003
C02806,Singapore,2025-06-24,
C02807,Indonesia,2025-12-03,CMP004
C02808,Indonesia,2025-07-15,CMP003
C02809,Thailand,2025-12-14,CMP001
C02810,Thailand,2025-11-17,
C02811,Indonesia,2025-08-02,CMP003
C02812,Indonesia,2025-03-20,CMP003
C02813,Singapore,2025-06-09,CMP002
C02814,Indonesia,2025-06-18,CMP002
C02815,Indonesia,2025-03-09,CMP003
C02816,Indonesia,2025-03-12,CMP004
C02817,Thailand,2025-12-17,
C02818,Indonesia,2025-03-12,CMP004
C02819,Singapore,2025-12-28,
C02820,Indonesia,2025-03-11,
C02821,Thailand,2025-03-16,
C02822,Singapore,2025-10-17,CMP002
C02823,Indonesia,2025-06-12,CMP001
C02824,Singapore,2025-09-30,CMP002
C02825,Indonesia,2025-03-02,CMP001
C02826,Thailand,2025-03-16,
C02827,Singapore,2025-06-13,
C02828,Singapore,2025-07-31,
C02829,Indonesia,2025-06-05,
C02830,Singapore,2025-11-23,
C02831,Indonesia,2025-05-21,
C02832,Indonesia,2025-04-07,CMP001
C02833,Indonesia,2025-04-05,
C02834,Thailand,2025-11-10,
C02835,Indonesia,2025-11-07,CMP002
C02836,Indonesia,2025-04-29,
C02837,Thailand,2025-04-29,
C02838,Indonesia,2025-07-03,CMP004
C02839,Indonesia,2025-09-02,
C02840,Indonesia,2025-11-06,CMP004
C02841,Indonesia,2025-11-29,CMP002
C02842,Indonesia,2025-07-18,CMP001
C02843,Indonesia,2025-03-12,
C02844,Indonesia,2025-04-26,CMP004
C02845,Singapore,2025-01-08,
C02846,Indonesia,2025-07-31,
C02847,Singapore,2025-12-10,CMP004
C02848,Indonesia,2025-04-15,CMP002
C02849,Singapore,2025-08-13,
C02850,Thailand,2025-09-08,CMP002
C02851,Singapore,2025-08-23,
C02852,Indonesia,2025-08-07,CMP003
C02853,Thailand,2025-01-22,CMP005
C02854,Thailand,2025-07-14,CMP001
C02855,Thailand,2025-07-21,CMP002
C02856,Indonesia,2025-10-20,
C02857,Thailand,2025-09-26,CMP003
C02858,Thailand,2025-12-27,
C02859,Indonesia,2025-09-24,
C02860,Thailand,2025-08-22,
C02861,Singapore,2025-01-22,CMP002
C02862,Indonesia,2025-05-06,CMP001
C02863,Singapore,2025-07-22,
C02864,Indonesia,2025-01-21,CMP001
C02865,Thailand,2025-09-22,
C02866,Indonesia,2025-01-26,CMP002
C02867,Indonesia,2025-08-14,CMP003
C02868,Thailand,2025-06-05,CMP001
C02869,Indonesia,2025-05-27,
C02870,Indonesia,2025-08-05,CMP005
C02871,Thailand,2025-01-28,CMP002
C02872,Indonesia,2025-03-14,CMP002
C02873,Indonesia,2025-11-27,
C02874,Indonesia,2025-09-14,
C02875,Singapore,2025-10-27,
C02876,Indonesia,2025-12-23,
C02877,Indonesia,2025-07-21,CMP004
C02878,Indonesia,2025-08-19,CMP005
C02879,Indonesia,2025-08-21,CMP005
C02880,Singapore,2025-12-31,
C02881,Indonesia,2025-08-21,
C02882,Thailand,2025-06-15,
C02883,Thailand,2025-12-31,
C02884,Indonesia,2025-03-05,CMP001
C02885,Indonesia,2025-12-28,
C02886,Indonesia,2025-07-05,CMP001
C02887,Indonesia,2025-12-29,
C02888,Thailand,2025-09-19,CMP002
C02889,Indonesia,2025-03-23,
C02890,Indonesia,2025-07-14,CMP002
C02891,Singapore,2025-03-29,
C02892,Singapore,2025-10-17,
C02893,Indonesia,2025-03-18,CMP003
C02894,Indonesia,2025-03-16,
C02895,Indonesia,2025-12-31,
C02896,Indonesia,2025-06-07,CMP005
C02897,Indonesia,2025-08-17,CMP001
C02898,Indonesia,2025-04-03,
C02899,Singapore,2025-03-09,CMP005
C02900,Thailand,2025-01-02,
C02901,Indonesia,2025-05-10,CMP001
C02902,Singapore,2025-09-12,CMP005
C02903,Thailand,2025-10-06,CMP005
C02904,Singapore,2025-11-08,CMP003
C02905,Indonesia,2025-05-02,CMP002
C02906,Indonesia,2025-12-04,
C02907,Indonesia,2025-07-29,CMP001
C02908,Thailand,2025-11-04,
C02909,Singapore,2025-05-06,
C02910,Thailand,2025-05-23,
C02911,Thailand,2025-10-13,
C02912,Indonesia,2025-04-17,CMP002
C02913,Indonesia,2025-03-17,
C02914,Indonesia,2025-06-28,CMP004
C02915,Thailand,2025-01-17,CMP001
C02916,Indonesia,2025-11-05,
C02917,Indonesia,2025-02-14,CMP001
C02918,Singapore,2025-08-02,
C02919,Thailand,2025-03-24,
C02920,Thailand,2025-11-09,CMP004
C02921,Indonesia,2025-12-25,
C02922,Indonesia,2025-10-15,CMP001
C02923,Thailand,2025-08-22,
C02924,Singapore,2025-07-04,CMP001
C02925,Thailand,2025-02-17,
C02926,Indonesia,2025-06-15,CMP005
C02927,Thailand,2025-07-14,
C02928,Thailand,2025-08-07,CMP002
C02929,Indonesia,2025-02-03,
C02930,Indonesia,2025-03-10,
C02931,Indonesia,2025-05-21,CMP002
C02932,Indonesia,2025-07-31,
C02933,Indonesia,2025-12-23,
C02934,Indonesia,2025-01-30,CMP003
C02935,Indonesia,2025-11-19,
C02936,Indonesia,2025-02-14,
C02937,Thailand,2025-12-19,
C02938,Indonesia,2025-12-28,
C02939,Thailand,2025-11-08,CMP004
C02940,Indonesia,2025-05-13,
C02941,Indonesia,2025-11-16,
C02942,Thailand,2025-03-08,CMP002
C02943,Indonesia,2025-09-12,CMP001
C02944,Indonesia,2025-11-20,
C02945,Singapore,2025-04-03,
C02946,Thailand,2025-04-30,
C02947,Indonesia,2025-04-10,CMP003
C02948,Indonesia,2025-01-13,
C02949,Thailand,2025-03-02,CMP001
C02950,Thailand,2025-04-17,CMP002
C02951,Indonesia,2025-08-01,
C02952,Indonesia,2025-06-20,
C02953,Indonesia,2025-11-23,
C02954,Indonesia,2025-11-24,
C02955,Indonesia,2025-05-25,
C02956,Indonesia,2025-02-04,
C02957,Indonesia,2025-09-17,CMP002
C02958,Indonesia,2025-01-04,CMP002
C02959,Indonesia,2025-06-20,
C02960,Thailand,2025-10-19,CMP003
C02961,Thailand,2025-01-15,
C02962,Indonesia,2025-04-10,CMP002
C02963,Singapore,2025-06-23,CMP001
C02964,Singapore,2025-09-03,CMP003
C02965,Thailand,2025-01-19,
C02966,Indonesia,2025-09-04,
C02967,Singapore,2025-08-24,
C02968,Singapore,2025-10-02,CMP002
C02969,Thailand,2025-08-25,CMP003
C02970,Singapore,2025-07-31,CMP005
C02971,Thailand,2025-01-29,CMP001
C02972,Indonesia,2025-06-03,
C02973,Indonesia,2025-12-14,
C02974,Indonesia,2025-10-02,CMP004
C02975,Thailand,2025-10-23,
C02976,Indonesia,2025-07-01,CMP004
C02977,Indonesia,2025-03-18,CMP002
C02978,Indonesia,2025-01-16,
C02979,Thailand,2025-07-12,
C02980,Indonesia,2025-03-26,
C02981,Indonesia,2025-07-19,CMP002
C02982,Singapore,2025-03-01,
C02983,Thailand,2025-06-07,CMP002
C02984,Thailand,2025-06-11,CMP003
C02985,Indonesia,2025-05-20,CMP004
C02986,Singapore,2025-09-12,CMP002
C02987,Indonesia,2025-07-10,CMP002
C02988,Indonesia,2025-06-04,
C02989,Indonesia,2025-06-04,
C02990,Thailand,2025-07-11,
C02991,Singapore,2025-04-14,
C02992,Indonesia,2025-08-16,
C02993,Singapore,2025-09-05,
C02994,Indonesia,2025-03-20,CMP003
C02995,Thailand,2025-09-05,CMP001
C02996,Indonesia,2025-09-26,
C02997,Indonesia,2025-06-17,
C02998,Thailand,2025-02-20,
C02999,Thailand,2025-09-22,CMP002
C03000,Indonesia,2025-03-09,CMP001
C03001,Indonesia,2025-01-19,CMP004
C03002,Indonesia,2025-09-25,
C03003,Singapore,2025-06-09,
C03004,Thailand,2025-12-18,
C03005,Indonesia,2025-02-14,CMP003
C03006,Indonesia,2025-01-24,
C03007,Thailand,2025-12-04,
C03008,Indonesia,2025-01-12,CMP002
C03009,Thailand,2025-06-09,CMP001
C03010,Indonesia,2025-04-18,CMP003
C03011,Indonesia,2025-04-09,CMP004
C03012,Indonesia,2025-09-30,CMP002
C03013,Thailand,2025-08-14,CMP004
C03014,Indonesia,2025-05-20,CMP002
C03015,Indonesia,2025-05-21,
C03016,Indonesia,2025-11-15,
C03017,Indonesia,2025-02-22,CMP003
C03018,Indonesia,2025-06-29,
C03019,Indonesia,2025-05-19,CMP005
C03020,Thailand,2025-12-27,
C03021,Indonesia,2025-10-21,
C03022,Indonesia,2025-02-06,CMP003
C03023,Indonesia,2025-06-23,
C03024,Indonesia,2025-01-26,CMP005
C03025,Singapore,2025-08-30,
C03026,Indonesia,2025-01-26,
C03027,Indonesia,2025-01-28,
C03028,Indonesia,2025-07-20,
C03029,Singapore,2025-11-02,CMP002
C03030,Thailand,2025-11-19,
C03031,Indonesia,2025-12-25,
C03032,Indonesia,2025-07-02,
C03033,Thailand,2025-04-12,
C03034,Thailand,2025-12-10,
C03035,Singapore,2025-02-10,CMP002
C03036,Indonesia,2025-08-27,CMP004
C03037,Thailand,2025-02-17,CMP004
C03038,Indonesia,2025-12-24,
C03039,Indonesia,2025-08-22,
C03040,Thailand,2025-11-26,CMP003
C03041,Indonesia,2025-08-27,
C03042,Indonesia,2025-04-25,CMP001
C03043,Indonesia,2025-11-12,
C03044,Indonesia,2025-07-06,CMP001
C03045,Singapore,2025-12-25,
C03046,Thailand,2025-06-19,CMP002
C03047,Indonesia,2025-06-16,CMP003
C03048,Indonesia,2025-01-16,CMP001
C03049,Indonesia,2025-02-27,CMP001
C03050,Thailand,2025-08-25,
C03051,Thailand,2025-05-25,CMP001
C03052,Indonesia,2025-11-06,CMP002
C03053,Indonesia,2025-09-18,
C03054,Indonesia,2025-02-24,CMP005
C03055,Indonesia,2025-11-29,
C03056,Indonesia,2025-06-04,CMP003
C03057,Indonesia,2025-07-25,
C03058,Thailand,2025-05-03,CMP002
C03059,Indonesia,2025-10-08,
C03060,Indonesia,2025-09-04,
C03061,Indonesia,2025-06-24,
C03062,Indonesia,2025-12-22,
C03063,Indonesia,2025-08-11,CMP004
C03064,Indonesia,2025-06-25,
C03065,Indonesia,2025-05-01,CMP002
C03066,Indonesia,2025-12-09,
C03067,Indonesia,2025-12-31,
C03068,Indonesia,2025-09-07,
C03069,Indonesia,2025-11-02,CMP004
C03070,Indonesia,2025-10-12,
C03071,Indonesia,2025-08-16,
C03072,Indonesia,2025-07-27,CMP004
C03073,Thailand,2025-02-25,CMP001
C03074,Thailand,2025-11-02,CMP001
C03075,Indonesia,2025-07-14,
C03076,Thailand,2025-11-27,
C03077,Indonesia,2025-02-16,CMP002
C03078,Singapore,2025-03-13,CMP003
C03079,Thailand,2025-11-22,
C03080,Thailand,2025-03-17,
C03081,Indonesia,2025-08-20,
C03082,Thailand,2025-07-19,CMP002
C03083,Indonesia,2025-08-17,
C03084,Singapore,2025-12-15,
C03085,Indonesia,2025-06-03,
C03086,Indonesia,2025-12-14,
C03087,Thailand,2025-08-11,CMP002
C03088,Singapore,2025-06-26,
C03089,Indonesia,2025-10-26,CMP003
C03090,Indonesia,2025-09-19,
C03091,Singapore,2025-03-07,CMP002
C03092,Indonesia,2025-02-01,CMP002
C03093,Singapore,2025-10-09,CMP001
C03094,Thailand,2025-01-01,CMP004
C03095,Indonesia,2025-07-03,
C03096,Singapore,2025-05-25,CMP002
C03097,Indonesia,2025-05-01,
C03098,Indonesia,2025-10-30,
C03099,Thailand,2025-06-12,
C03100,Indonesia,2025-07-27,
C03101,Indonesia,2025-10-07,CMP002
C03102,Indonesia,2025-03-30,CMP001
C03103,Indonesia,2025-04-07,CMP001
C03104,Thailand,2025-07-04,
C03105,Indonesia,2025-03-20,CMP001
C03106,Indonesia,2025-12-10,
C03107,Indonesia,2025-01-06,
C03108,Indonesia,2025-01-09,
C03109,Thailand,2025-09-07,
C03110,Indonesia,2025-03-11,CMP002
C03111,Thailand,2025-11-25,CMP003
C03112,Singapore,2025-08-22,
C03113,Thailand,2025-12-23,
C03114,Thailand,2025-08-06,CMP004
C03115,Indonesia,2025-08-21,
C03116,Thailand,2025-10-10,CMP005
C03117,Indonesia,2025-07-16,CMP002
C03118,Indonesia,2025-04-06,
C03119,Indonesia,2025-01-04,
C03120,Thailand,2025-05-02,CMP001
C03121,Indonesia,2025-05-18,CMP003
C03122,Indonesia,2025-10-07,
C03123,Singapore,2025-01-18,
C03124,Indonesia,2025-10-18,CMP001
C03125,Indonesia,2025-07-08,CMP002
C03126,Singapore,2025-09-04,CMP004
C03127,Indonesia,2025-02-10,CMP004
C03128,Singapore,2025-09-27,
C03129,Indonesia,2025-05-24,
C03130,Indonesia,2025-02-10,
C03131,Indonesia,2025-11-09,CMP001
C03132,Thailand,2025-08-30,
C03133,Singapore,2025-12-06,
C03134,Thailand,2025-02-09,CMP001
C03135,Thailand,2025-10-04,
C03136,Thailand,2025-06-09,
C03137,Indonesia,2025-06-25,CMP002
C03138,Indonesia,2025-01-06,CMP001
C03139,Singapore,2025-09-20,CMP003
C03140,Thailand,2025-10-21,CMP004
C03141,Indonesia,2025-08-04,CMP003
C03142,Indonesia,2025-05-31,
C03143,Thailand,2025-01-19,
C03144,Thailand,2025-11-02,
C03145,Indonesia,2025-10-16,
C03146,Indonesia,2025-11-19,
C03147,Indonesia,2025-03-28,
C03148,Singapore,2025-12-03,
C03149,Indonesia,2025-11-16,
C03150,Indonesia,2025-09-06,
C03151,Indonesia,2025-09-16,
C03152,Indonesia,2025-05-23,
C03153,Indonesia,2025-11-12,
C03154,Indonesia,2025-05-12,
C03155,Thailand,2025-02-27,
C03156,Thailand,2025-10-30,CMP003
C03157,Indonesia,2025-12-04,CMP002
C03158,Indonesia,2025-03-31,CMP004
C03159,Indonesia,2025-12-25,
C03160,Thailand,2025-04-03,CMP003
C03161,Indonesia,2025-01-17,
C03162,Singapore,2025-02-13,CMP002
C03163,Singapore,2025-11-01,
C03164,Thailand,2025-03-20,
C03165,Thailand,2025-07-31,
C03166,Thailand,2025-05-02,CMP003
C03167,Indonesia,2025-11-23,CMP003
C03168,Thailand,2025-10-23,
C03169,Indonesia,2025-06-26,CMP001
C03170,Thailand,2025-05-16,CMP004
C03171,Indonesia,2025-03-01,CMP004
C03172,Indonesia,2025-08-26,CMP001
C03173,Indonesia,2025-06-04,CMP005
C03174,Indonesia,2025-09-30,
C03175,Thailand,2025-12-16,
C03176,Indonesia,2025-08-31,CMP001
C03177,Singapore,2025-09-29,
C03178,Indonesia,2025-01-07,
C03179,Indonesia,2025-08-18,CMP003
C03180,Singapore,2025-06-11,
C03181,Singapore,2025-12-16,
C03182,Singapore,2025-02-19,CMP002
C03183,Indonesia,2025-11-23,
C03184,Thailand,2025-08-10,CMP003
C03185,Singapore,2025-11-30,
C03186,Indonesia,2025-06-21,CMP003
C03187,Indonesia,2025-02-20,CMP004
C03188,Indonesia,2025-10-27,
C03189,Thailand,2025-12-12,
C03190,Indonesia,2025-12-11,
C03191,Indonesia,2025-04-10,CMP002
C03192,Thailand,2025-12-13,
C03193,Indonesia,2025-04-03,
C03194,Thailand,2025-01-06,
C03195,Indonesia,2025-02-04,
C03196,Indonesia,2025-02-20,CMP003
C03197,Indonesia,2025-12-17,CMP001
C03198,Thailand,2025-04-23,
C03199,Indonesia,2025-05-09,CMP001
C03200,Thailand,2025-01-13,
C03201,Singapore,2025-01-30,CMP003
C03202,Singapore,2025-12-03,CMP002
C03203,Singapore,2025-04-22,
C03204,Indonesia,2025-11-23,
C03205,Indonesia,2025-03-03,CMP003
C03206,Indonesia,2025-11-06,
C03207,Thailand,2025-12-03,CMP002
C03208,Indonesia,2025-11-28,
C03209,Singapore,2025-04-05,
C03210,Indonesia,2025-12-23,
C03211,Indonesia,2025-05-31,
C03212,Thailand,2025-02-08,
C03213,Thailand,2025-05-22,CMP002
C03214,Singapore,2025-12-21,
C03215,Indonesia,2025-06-15,CMP003
