customer_id,country,signup_date,journey_type
C02905,Indonesia,2025-05-02,converter
C02906,Indonesia,2025-12-04,non_converter
C02907,Indonesia,2025-07-29,non_converter
C02908,Thailand,2025-11-04,non_converter
C02909,Singapore,2025-05-06,non_converter
C02910,Thailand,2025-05-23,no_touchpoint
C02911,Thailand,2025-10-13,no_touchpoint
C02912,Indonesia,2025-04-17,non_converter
C02913,Indonesia,2025-03-17,converter
C02914,Indonesia,2025-06-28,converter
C02915,Thailand,2025-01-17,non_converter
C02916,Indonesia,2025-11-05,non_converter
C02917,Indonesia,2025-02-14,non_converter
C02918,Singapore,2025-08-02,no_touchpoint
C02919,Thailand,2025-03-24,no_touchpoint
C02920,Thailand,2025-11-09,non_converter
C02921,Indonesia,2025-12-25,non_converter
C02922,Indonesia,2025-10-15,converter
C02923,Thailand,2025-08-22,non_converter
C02924,Singapore,2025-07-04,non_converter
C02925,Thailand,2025-02-17,converter
C02926,Indonesia,2025-06-15,converter
C02927,Thailand,2025-07-14,no_touchpoint
C02928,Thailand,2025-08-07,non_converter
C02929,Indonesia,2025-02-03,non_converter
C02930,Indonesia,2025-03-10,no_touchpoint
C02931,Indonesia,2025-05-21,non_converter
C02932,Indonesia,2025-07-31,non_converter
C02933,Indonesia,2025-12-23,no_touchpoint
C02934,Indonesia,2025-01-30,converter
C02935,Indonesia,2025-11-19,non_converter
C02936,Indonesia,2025-02-14,non_converter
C02937,Thailand,2025-12-19,non_converter
C02938,Indonesia,2025-12-28,no_touchpoint
C02939,Thailand,2025-11-08,converter
C02940,Indonesia,2025-05-13,non_converter
C02941,Indonesia,2025-11-16,non_converter
C02942,Thailand,2025-03-08,converter
C02943,Indonesia,2025-09-12,converter
C02944,Indonesia,2025-11-20,non_converter
C02945,Singapore,2025-04-03,non_converter
C02946,Thailand,2025-04-30,no_touchpoint
C02947,Indonesia,2025-04-10,non_converter
C02948,Indonesia,2025-01-13,non_converter
C02949,Thailand,2025-03-02,non_converter
C02950,Thailand,2025-04-17,converter
C02951,Indonesia,2025-08-01,converter
C02952,Indonesia,2025-06-20,non_converter
C02953,Indonesia,2025-11-23,non_converter
C02954,Indonesia,2025-11-24,converter
C02955,Indonesia,2025-05-25,no_touchpoint
C02956,Indonesia,2025-02-04,non_converter
C02957,Indonesia,2025-09-17,converter
C02958,Indonesia,2025-01-04,non_converter
C02959,Indonesia,2025-06-20,non_converter
C02960,Thailand,2025-10-19,converter
C02961,Thailand,2025-01-15,no_touchpoint
C02962,Indonesia,2025-04-10,converter
C02963,Singapore,2025-06-23,converter
C02964,Singapore,2025-09-03,converter
C02965,Thailand,2025-01-19,non_converter
C02966,Indonesia,2025-09-04,non_converter
C02967,Singapore,2025-08-24,no_touchpoint
C02968,Singapore,2025-10-02,non_converter
C02969,Thailand,2025-08-25,converter
C02970,Singapore,2025-07-31,converter
C02971,Thailand,2025-01-29,non_converter
C02972,Indonesia,2025-06-03,non_converter
C02973,Indonesia,2025-12-14,converter
C02974,Indonesia,2025-10-02,converter
C02975,Thailand,2025-10-23,non_converter
C02976,Indonesia,2025-07-01,converter
C02977,Indonesia,2025-03-18,non_converter
C02978,Indonesia,2025-01-16,non_converter
C02979,Thailand,2025-07-12,no_touchpoint
C02980,Indonesia,2025-03-26,no_touchpoint
C02981,Indonesia,2025-07-19,converter
C02982,Singapore,2025-03-01,non_converter
C02983,Thailand,2025-06-07,non_converter
C02984,Thailand,2025-06-11,converter
C02985,Indonesia,2025-05-20,non_converter
C02986,Singapore,2025-09-12,converter
C02987,Indonesia,2025-07-10,non_converter
C02988,Indonesia,2025-06-04,non_converter
C02989,Indonesia,2025-06-04,non_converter
C02990,Thailand,2025-07-11,non_converter
C02991,Singapore,2025-04-14,no_touchpoint
C02992,Indonesia,2025-08-16,converter
C02993,Singapore,2025-09-05,no_touchpoint
C02994,Indonesia,2025-03-20,converter
C02995,Thailand,2025-09-05,non_converter
C02996,Indonesia,2025-09-26,no_touchpoint
C02997,Indonesia,2025-06-17,no_touchpoint
C02998,Thailand,2025-02-20,non_converter
C02999,Thailand,2025-09-22,non_converter
C03000,Indonesia,2025-03-09,converter
C03001,Indonesia,2025-01-19,non_converter
C03002,Indonesia,2025-09-25,non_converter
C03003,Singapore,2025-06-09,no_touchpoint
C03004,Thailand,2025-12-18,no_touchpoint
C03005,Indonesia,2025-02-14,converter
C03006,Indonesia,2025-01-24,no_touchpoint
C03007,Thailand,2025-12-04,no_touchpoint
C03008,Indonesia,2025-01-12,converter
C03009,Thailand,2025-06-09,converter
C03010,Indonesia,2025-04-18,converter
C03011,Indonesia,2025-04-09,converter
C03012,Indonesia,2025-09-30,non_converter
C03013,Thailand,2025-08-14,non_converter
C03014,Indonesia,2025-05-20,converter
C03015,Indonesia,2025-05-21,no_touchpoint
C03016,Indonesia,2025-11-15,no_touchpoint
C03017,Indonesia,2025-02-22,converter
C03018,Indonesia,2025-06-29,no_touchpoint
C03019,Indonesia,2025-05-19,converter
C03020,Thailand,2025-12-27,non_converter
C03021,Indonesia,2025-10-21,non_converter
C03022,Indonesia,2025-02-06,converter
C03023,Indonesia,2025-06-23,non_converter
C03024,Indonesia,2025-01-26,non_converter
C03025,Singapore,2025-08-30,no_touchpoint
C03026,Indonesia,2025-01-26,no_touchpoint
C03027,Indonesia,2025-01-28,no_touchpoint
C03028,Indonesia,2025-07-20,non_converter
C03029,Singapore,2025-11-02,non_converter
C03030,Thailand,2025-11-19,non_converter
C03031,Indonesia,2025-12-25,converter
C03032,Indonesia,2025-07-02,no_touchpoint
C03033,Thailand,2025-04-12,no_touchpoint
C03034,Thailand,2025-12-10,no_touchpoint
C03035,Singapore,2025-02-10,non_converter
C03036,Indonesia,2025-08-27,converter
C03037,Thailand,2025-02-17,non_converter
C03038,Indonesia,2025-12-24,non_converter
C03039,Indonesia,2025-08-22,no_touchpoint
C03040,Thailand,2025-11-26,converter
C03041,Indonesia,2025-08-27,non_converter
C03042,Indonesia,2025-04-25,converter
C03043,Indonesia,2025-11-12,non_converter
C03044,Indonesia,2025-07-06,converter
C03045,Singapore,2025-12-25,no_touchpoint
C03046,Thailand,2025-06-19,non_converter
C03047,Indonesia,2025-06-16,converter
C03048,Indonesia,2025-01-16,non_converter
C03049,Indonesia,2025-02-27,converter
C03050,Thailand,2025-08-25,converter
C03051,Thailand,2025-05-25,converter
C03052,Indonesia,2025-11-06,converter
C03053,Indonesia,2025-09-18,no_touchpoint
C03054,Indonesia,2025-02-24,converter
C03055,Indonesia,2025-11-29,non_converter
C03056,Indonesia,2025-06-04,converter
C03057,Indonesia,2025-07-25,converter
C03058,Thailand,2025-05-03,converter
C03059,Indonesia,2025-10-08,converter
C03060,Indonesia,2025-09-04,non_converter
C03061,Indonesia,2025-06-24,no_touchpoint
C03062,Indonesia,2025-12-22,no_touchpoint
C03063,Indonesia,2025-08-11,converter
C03064,Indonesia,2025-06-25,no_touchpoint
C03065,Indonesia,2025-05-01,converter
C03066,Indonesia,2025-12-09,non_converter
C03067,Indonesia,2025-12-31,non_converter
C03068,Indonesia,2025-09-07,no_touchpoint
C03069,Indonesia,2025-11-02,converter
C03070,Indonesia,2025-10-12,no_touchpoint
C03071,Indonesia,2025-08-16,non_converter
C03072,Indonesia,2025-07-27,non_converter
C03073,Thailand,2025-02-25,converter
C03074,Thailand,2025-11-02,converter
C03075,Indonesia,2025-07-14,no_touchpoint
C03076,Thailand,2025-11-27,non_converter
C03077,Indonesia,2025-02-16,non_converter
C03078,Singapore,2025-03-13,converter
C03079,Thailand,2025-11-22,converter
C03080,Thailand,2025-03-17,non_converter
C03081,Indonesia,2025-08-20,no_touchpoint
C03082,Thailand,2025-07-19,converter
C03083,Indonesia,2025-08-17,non_converter
C03084,Singapore,2025-12-15,non_converter
C03085,Indonesia,2025-06-03,converter
C03086,Indonesia,2025-12-14,non_converter
C03087,Thailand,2025-08-11,converter
C03088,Singapore,2025-06-26,non_converter
C03089,Indonesia,2025-10-26,non_converter
C03090,Indonesia,2025-09-19,no_touchpoint
C03091,Singapore,2025-03-07,converter
C03092,Indonesia,2025-02-01,converter
C03093,Singapore,2025-10-09,non_converter
C03094,Thailand,2025-01-01,non_converter
C03095,Indonesia,2025-07-03,no_touchpoint
C03096,Singapore,2025-05-25,converter
C03097,Indonesia,2025-05-01,no_touchpoint
C03098,Indonesia,2025-10-30,non_converter
C03099,Thailand,2025-06-12,non_converter
C03100,Indonesia,2025-07-27,no_touchpoint
C03101,Indonesia,2025-10-07,converter
C03102,Indonesia,2025-03-30,non_converter
C03103,Indonesia,2025-04-07,non_converter
C03104,Thailand,2025-07-04,no_touchpoint
C03105,Indonesia,2025-03-20,non_converter
C03106,Indonesia,2025-12-10,non_converter
C03107,Indonesia,2025-01-06,non_converter
C03108,Indonesia,2025-01-09,non_converter
C03109,Thailand,2025-09-07,no_touchpoint
C03110,Indonesia,2025-03-11,converter
C03111,Thailand,2025-11-25,non_converter
C03112,Singapore,2025-08-22,non_converter
C03113,Thailand,2025-12-23,converter
C03114,Thailand,2025-08-06,non_converter
C03115,Indonesia,2025-08-21,non_converter
C03116,Thailand,2025-10-10,converter
C03117,Indonesia,2025-07-16,non_converter
C03118,Indonesia,2025-04-06,no_touchpoint
C03119,Indonesia,2025-01-04,converter
C03120,Thailand,2025-05-02,non_converter
C03121,Indonesia,2025-05-18,non_converter
C03122,Indonesia,2025-10-07,non_converter
C03123,Singapore,2025-01-18,no_touchpoint
C03124,Indonesia,2025-10-18,converter
C03125,Indonesia,2025-07-08,converter
C03126,Singapore,2025-09-04,converter
C03127,Indonesia,2025-02-10,converter
C03128,Singapore,2025-09-27,no_touchpoint
C03129,Indonesia,2025-05-24,no_touchpoint
C03130,Indonesia,2025-02-10,no_touchpoint
C03131,Indonesia,2025-11-09,converter
C03132,Thailand,2025-08-30,no_touchpoint
C03133,Singapore,2025-12-06,converter
C03134,Thailand,2025-02-09,converter
C03135,Thailand,2025-10-04,non_converter
C03136,Thailand,2025-06-09,no_touchpoint
C03137,Indonesia,2025-06-25,converter
C03138,Indonesia,2025-01-06,converter
C03139,Singapore,2025-09-20,converter
C03140,Thailand,2025-10-21,converter
C03141,Indonesia,2025-08-04,converter
C03142,Indonesia,2025-05-31,non_converter
C03143,Thailand,2025-01-19,no_touchpoint
C03144,Thailand,2025-11-02,non_converter
C03145,Indonesia,2025-10-16,non_converter
C03146,Indonesia,2025-11-19,no_touchpoint
C03147,Indonesia,2025-03-28,non_converter
C03148,Singapore,2025-12-03,converter
C03149,Indonesia,2025-11-16,non_converter
C03150,Indonesia,2025-09-06,no_touchpoint
C03151,Indonesia,2025-09-16,non_converter
C03152,Indonesia,2025-05-23,no_touchpoint
C03153,Indonesia,2025-11-12,no_touchpoint
C03154,Indonesia,2025-05-12,non_converter
C03155,Thailand,2025-02-27,no_touchpoint
C03156,Thailand,2025-10-30,converter
C03157,Indonesia,2025-12-04,converter
C03158,Indonesia,2025-03-31,converter
C03159,Indonesia,2025-12-25,non_converter
C03160,Thailand,2025-04-03,converter
C03161,Indonesia,2025-01-17,no_touchpoint
C03162,Singapore,2025-02-13,converter
C03163,Singapore,2025-11-01,non_converter
C03164,Thailand,2025-03-20,non_converter
C03165,Thailand,2025-07-31,non_converter
C03166,Thailand,2025-05-02,converter
C03167,Indonesia,2025-11-23,converter
C03168,Thailand,2025-10-23,non_converter
C03169,Indonesia,2025-06-26,non_converter
C03170,Thailand,2025-05-16,non_converter
C03171,Indonesia,2025-03-01,non_converter
C03172,Indonesia,2025-08-26,non_converter
C03173,Indonesia,2025-06-04,converter
C03174,Indonesia,2025-09-30,non_converter
C03175,Thailand,2025-12-16,no_touchpoint
C03176,Indonesia,2025-08-31,converter
C03177,Singapore,2025-09-29,no_touchpoint
C03178,Indonesia,2025-01-07,no_touchpoint
C03179,Indonesia,2025-08-18,converter
C03180,Singapore,2025-06-11,non_converter
C03181,Singapore,2025-12-16,no_touchpoint
C03182,Singapore,2025-02-19,non_converter
C03183,Indonesia,2025-11-23,no_touchpoint
C03184,Thailand,2025-08-10,non_converter
C03185,Singapore,2025-11-30,non_converter
C03186,Indonesia,2025-06-21,converter
C03187,Indonesia,2025-02-20,non_converter
C03188,Indonesia,2025-10-27,non_converter
C03189,Thailand,2025-12-12,no_touchpoint
C03190,Indonesia,2025-12-11,converter
C03191,Indonesia,2025-04-10,converter
C03192,Thailand,2025-12-13,converter
C03193,Indonesia,2025-04-03,no_touchpoint
C03194,Thailand,2025-01-06,converter
C03195,Indonesia,2025-02-04,no_touchpoint
C03196,Indonesia,2025-02-20,converter
C03197,Indonesia,2025-12-17,converter
C03198,Thailand,2025-04-23,non_converter
C03199,Indonesia,2025-05-09,converter
C03200,Thailand,2025-01-13,non_converter
C03201,Singapore,2025-01-30,non_converter
C03202,Singapore,2025-12-03,converter
C03203,Singapore,2025-04-22,no_touchpoint
C03204,Indonesia,2025-11-23,non_converter
C03205,Indonesia,2025-03-03,non_converter
C03206,Indonesia,2025-11-06,no_touchpoint
C03207,Thailand,2025-12-03,non_converter
C03208,Indonesia,2025-11-28,non_converter
C03209,Singapore,2025-04-05,non_converter
C03210,Indonesia,2025-12-23,no_touchpoint
C03211,Indonesia,2025-05-31,converter
C03212,Thailand,2025-02-08,non_converter
C03213,Thailand,2025-05-22,non_converter
C03214,Singapore,2025-12-21,converter
C03215,Indonesia,2025-06-15,non_converter
C03216,Indonesia,2025-02-07,non_converter
C03217,Indonesia,2025-02-01,converter
C03218,Singapore,2025-06-20,non_converter
C03219,Singapore,2025-05-13,converter
C03220,Indonesia,2025-05-16,no_touchpoint
C03221,Indonesia,2025-02-05,no_touchpoint
C03222,Thailand,2025-04-13,non_converter
C03223,Thailand,2025-04-02,no_touchpoint
C03224,Indonesia,2025-02-25,non_converter
C03225,Indonesia,2025-08-09,non_converter
C03226,Indonesia,2025-11-26,non_converter
C03227,Thailand,2025-08-15,non_converter
C03228,Indonesia,2025-02-22,converter
C03229,Indonesia,2025-02-06,converter
C03230,Thailand,2025-05-09,non_converter
C03231,Singapore,2025-01-10,non_converter
C03232,Thailand,2025-03-18,converter
C03233,Singapore,2025-01-01,non_converter
C03234,Indonesia,2025-12-07,converter
C03235,Thailand,2025-03-19,non_converter
C03236,Indonesia,2025-07-20,no_touchpoint
C03237,Thailand,2025-09-21,converter
C03238,Indonesia,2025-09-09,converter
C03239,Thailand,2025-07-26,converter
C03240,Indonesia,2025-02-05,non_converter
C03241,Indonesia,2025-01-02,non_converter
C03242,Thailand,2025-12-19,converter
C03243,Indonesia,2025-09-04,no_touchpoint
C03244,Singapore,2025-10-02,non_converter
C03245,Indonesia,2025-07-03,no_touchpoint
C03246,Indonesia,2025-06-05,converter
C03247,Singapore,2025-11-20,non_converter
C03248,Indonesia,2025-11-28,non_converter
C03249,Singapore,2025-10-01,converter
C03250,Indonesia,2025-06-24,non_converter
C03251,Thailand,2025-08-24,no_touchpoint
C03252,Thailand,2025-05-29,converter
C03253,Indonesia,2025-04-01,no_touchpoint
C03254,Thailand,2025-07-16,converter
C03255,Thailand,2025-06-03,converter
C03256,Thailand,2025-02-24,non_converter
C03257,Indonesia,2025-07-03,non_converter
C03258,Indonesia,2025-11-20,non_converter
C03259,Indonesia,2025-04-08,converter
C03260,Indonesia,2025-04-09,no_touchpoint
C03261,Indonesia,2025-10-31,non_converter
C03262,Indonesia,2025-07-19,no_touchpoint
C03263,Thailand,2025-10-04,non_converter
C03264,Indonesia,2025-09-13,converter
C03265,Singapore,2025-08-19,non_converter
C03266,Indonesia,2025-01-09,non_converter
C03267,Indonesia,2025-01-29,converter
C03268,Indonesia,2025-01-22,non_converter
C03269,Thailand,2025-04-19,no_touchpoint
C03270,Indonesia,2025-12-08,non_converter
C03271,Singapore,2025-12-14,converter
C03272,Indonesia,2025-10-02,non_converter
C03273,Indonesia,2025-10-24,converter
C03274,Indonesia,2025-02-06,converter
C03275,Indonesia,2025-03-14,no_touchpoint
C03276,Indonesia,2025-01-10,no_touchpoint
C03277,Indonesia,2025-11-13,non_converter
C03278,Thailand,2025-12-26,converter
C03279,Indonesia,2025-01-08,non_converter
C03280,Singapore,2025-01-26,converter
C03281,Indonesia,2025-02-19,non_converter
C03282,Thailand,2025-03-29,converter
C03283,Thailand,2025-02-02,converter
C03284,Indonesia,2025-02-24,non_converter
C03285,Thailand,2025-11-01,converter
C03286,Indonesia,2025-04-23,converter
C03287,Indonesia,2025-04-14,non_converter
C03288,Indonesia,2025-12-14,non_converter
C03289,Singapore,2025-03-03,non_converter
C03290,Indonesia,2025-10-22,non_converter
C03291,Thailand,2025-06-14,non_converter
C03292,Thailand,2025-04-20,converter
C03293,Indonesia,2025-10-31,no_touchpoint
C03294,Indonesia,2025-02-02,non_converter
C03295,Thailand,2025-03-14,non_converter
C03296,Thailand,2025-03-28,no_touchpoint
C03297,Indonesia,2025-10-11,non_converter
C03298,Singapore,2025-05-05,non_converter
C03299,Indonesia,2025-01-21,non_converter
C03300,Thailand,2025-11-20,non_converter
C03301,Indonesia,2025-03-22,non_converter
C03302,Indonesia,2025-09-07,no_touchpoint
C03303,Indonesia,2025-01-04,non_converter
C03304,Thailand,2025-02-15,converter
C03305,Singapore,2025-10-31,converter
C03306,Thailand,2025-08-02,converter
C03307,Thailand,2025-09-01,non_converter
C03308,Indonesia,2025-04-16,converter
C03309,Indonesia,2025-05-19,non_converter
C03310,Indonesia,2025-07-30,non_converter
C03311,Thailand,2025-03-31,converter
C03312,Indonesia,2025-01-20,converter
C03313,Thailand,2025-09-13,non_converter
C03314,Thailand,2025-02-15,converter
C03315,Indonesia,2025-06-04,non_converter
C03316,Indonesia,2025-01-03,converter
C03317,Indonesia,2025-04-09,non_converter
C03318,Singapore,2025-09-29,non_converter
C03319,Indonesia,2025-11-13,converter
C03320,Indonesia,2025-10-04,no_touchpoint
C03321,Thailand,2025-08-26,converter
C03322,Indonesia,2025-12-04,no_touchpoint
C03323,Indonesia,2025-01-28,non_converter
C03324,Thailand,2025-03-18,non_converter
C03325,Indonesia,2025-08-31,no_touchpoint
C03326,Thailand,2025-03-23,non_converter
C03327,Indonesia,2025-01-23,no_touchpoint
C03328,Indonesia,2025-07-06,non_converter
C03329,Indonesia,2025-08-11,non_converter
C03330,Thailand,2025-11-12,converter
C03331,Indonesia,2025-08-21,converter
C03332,Singapore,2025-01-27,converter
C03333,Indonesia,2025-04-01,no_touchpoint
C03334,Indonesia,2025-01-15,non_converter
C03335,Indonesia,2025-03-01,no_touchpoint
C03336,Thailand,2025-05-01,no_touchpoint
C03337,Indonesia,2025-10-31,no_touchpoint
C03338,Indonesia,2025-08-03,non_converter
C03339,Singapore,2025-12-13,converter
C03340,Thailand,2025-04-28,non_converter
C03341,Indonesia,2025-06-16,non_converter
C03342,Thailand,2025-05-02,converter
C03343,Indonesia,2025-04-13,converter
C03344,Indonesia,2025-04-23,non_converter
C03345,Indonesia,2025-10-27,converter
C03346,Indonesia,2025-08-12,converter
C03347,Indonesia,2025-11-09,non_converter
C03348,Indonesia,2025-07-18,non_converter
C03349,Thailand,2025-08-23,no_touchpoint
C03350,Indonesia,2025-11-20,converter
C03351,Indonesia,2025-05-19,converter
C03352,Indonesia,2025-03-07,non_converter
C03353,Indonesia,2025-10-19,no_touchpoint
C03354,Indonesia,2025-03-11,converter
C03355,Indonesia,2025-08-27,converter
C03356,Thailand,2025-03-29,non_converter
C03357,Singapore,2025-04-23,non_converter
C03358,Indonesia,2025-11-06,non_converter
C03359,Singapore,2025-11-23,non_converter
C03360,Indonesia,2025-03-29,non_converter
C03361,Singapore,2025-10-11,converter
C03362,Indonesia,2025-02-14,non_converter
C03363,Indonesia,2025-09-25,converter
C03364,Indonesia,2025-04-21,non_converter
C03365,Indonesia,2025-08-25,converter
C03366,Thailand,2025-08-08,non_converter
C03367,Indonesia,2025-05-07,no_touchpoint
C03368,Indonesia,2025-08-11,non_converter
C03369,Singapore,2025-10-30,non_converter
C03370,Singapore,2025-10-21,converter
C03371,Singapore,2025-08-02,non_converter
C03372,Singapore,2025-01-21,converter
C03373,Indonesia,2025-09-16,converter
C03374,Indonesia,2025-09-29,non_converter
C03375,Thailand,2025-12-23,no_touchpoint
C03376,Indonesia,2025-08-20,no_touchpoint
C03377,Indonesia,2025-02-12,converter
C03378,Thailand,2025-01-07,non_converter
C03379,Singapore,2025-07-28,no_touchpoint
C03380,Indonesia,2025-03-09,non_converter
C03381,Thailand,2025-05-03,no_touchpoint
C03382,Indonesia,2025-02-16,converter
C03383,Indonesia,2025-12-09,no_touchpoint
C03384,Indonesia,2025-12-27,non_converter
C03385,Thailand,2025-10-20,non_converter
C03386,Singapore,2025-01-13,non_converter
C03387,Thailand,2025-08-26,non_converter
C03388,Indonesia,2025-12-27,no_touchpoint
C03389,Thailand,2025-07-09,non_converter
C03390,Thailand,2025-12-27,non_converter
C03391,Indonesia,2025-11-18,no_touchpoint
C03392,Indonesia,2025-12-20,non_converter
C03393,Indonesia,2025-01-17,non_converter
C03394,Thailand,2025-05-19,no_touchpoint
C03395,Indonesia,2025-11-10,no_touchpoint
C03396,Thailand,2025-04-17,converter
C03397,Thailand,2025-02-11,converter
C03398,Thailand,2025-06-21,no_touchpoint
C03399,Indonesia,2025-01-29,non_converter
C03400,Indonesia,2025-12-12,no_touchpoint
C03401,Indonesia,2025-01-27,non_converter
C03402,Indonesia,2025-07-07,non_converter
C03403,Indonesia,2025-01-21,converter
C03404,Thailand,2025-03-31,converter
C03405,Indonesia,2025-12-27,converter
C03406,Thailand,2025-12-30,no_touchpoint
C03407,Singapore,2025-03-12,converter
C03408,Indonesia,2025-05-03,converter
C03409,Indonesia,2025-11-29,non_converter
C03410,Singapore,2025-10-25,non_converter
C03411,Indonesia,2025-12-26,non_converter
C03412,Indonesia,2025-04-26,converter
C03413,Indonesia,2025-05-17,no_touchpoint
C03414,Indonesia,2025-08-05,non_converter
C03415,Indonesia,2025-02-02,non_converter
C03416,Indonesia,2025-08-20,no_touchpoint
C03417,Thailand,2025-09-27,non_converter
C03418,Thailand,2025-08-29,no_touchpoint
C03419,Thailand,2025-12-14,converter
C03420,Indonesia,2025-05-30,converter
C03421,Thailand,2025-07-08,converter
C03422,Thailand,2025-12-21,converter
C03423,Indonesia,2025-02-03,non_converter
C03424,Indonesia,2025-08-23,converter
C03425,Singapore,2025-07-20,no_touchpoint
C03426,Singapore,2025-05-28,non_converter
C03427,Indonesia,2025-02-09,no_touchpoint
C03428,Indonesia,2025-05-22,converter
C03429,Indonesia,2025-03-17,non_converter
C03430,Indonesia,2025-04-15,non_converter
C03431,Indonesia,2025-11-18,no_touchpoint
C03432,Singapore,2025-08-02,non_converter
C03433,Singapore,2025-10-05,no_touchpoint
C03434,Indonesia,2025-08-31,non_converter
C03435,Thailand,2025-08-16,no_touchpoint
C03436,Indonesia,2025-01-11,non_converter
C03437,Indonesia,2025-02-02,converter
C03438,Thailand,2025-04-29,non_converter
C03439,Thailand,2025-09-24,converter
C03440,Indonesia,2025-07-30,no_touchpoint
C03441,Thailand,2025-12-02,no_touchpoint
C03442,Indonesia,2025-06-17,non_converter
C03443,Thailand,2025-12-07,converter
C03444,Indonesia,2025-10-08,non_converter
C03445,Indonesia,2025-06-05,non_converter
C03446,Indonesia,2025-06-06,non_converter
C03447,Indonesia,2025-05-14,converter
C03448,Singapore,2025-07-10,no_touchpoint
C03449,Indonesia,2025-01-25,converter
C03450,Indonesia,2025-05-26,non_converter
C03451,Thailand,2025-03-27,non_converter
C03452,Thailand,2025-03-24,non_converter
C03453,Indonesia,2025-05-27,non_converter
C03454,Thailand,2025-03-31,no_touchpoint
C03455,Singapore,2025-12-21,non_converter
C03456,Indonesia,2025-03-20,non_converter
C03457,Indonesia,2025-03-01,no_touchpoint
C03458,Indonesia,2025-06-12,non_converter
C03459,Indonesia,2025-08-14,non_converter
C03460,Indonesia,2025-04-05,non_converter
C03461,Indonesia,2025-12-29,non_converter
C03462,Singapore,2025-06-12,converter
C03463,Indonesia,2025-03-17,converter
C03464,Singapore,2025-10-04,non_converter
C03465,Indonesia,2025-10-01,non_converter
C03466,Indonesia,2025-01-13,no_touchpoint
C03467,Thailand,2025-09-13,non_converter
C03468,Singapore,2025-08-23,no_touchpoint
C03469,Indonesia,2025-03-21,converter
C03470,Singapore,2025-10-07,non_converter
C03471,Thailand,2025-06-19,non_converter
C03472,Indonesia,2025-06-01,non_converter
C03473,Singapore,2025-05-29,converter
C03474,Thailand,2025-10-21,no_touchpoint
C03475,Thailand,2025-10-17,non_converter
C03476,Indonesia,2025-08-15,non_converter
C03477,Thailand,2025-02-27,non_converter
C03478,Indonesia,2025-01-21,converter
C03479,Indonesia,2025-10-10,converter
C03480,Indonesia,2025-01-13,non_converter
C03481,Indonesia,2025-04-23,non_converter
C03482,Indonesia,2025-02-17,non_converter
C03483,Thailand,2025-11-08,non_converter
C03484,Indonesia,2025-10-26,converter
C03485,Indonesia,2025-05-23,no_touchpoint
C03486,Indonesia,2025-02-12,converter
C03487,Thailand,2025-08-17,converter
C03488,Singapore,2025-02-14,non_converter
C03489,Indonesia,2025-07-21,non_converter
C03490,Thailand,2025-06-12,converter
C03491,Singapore,2025-09-19,no_touchpoint
C03492,Indonesia,2025-12-08,non_converter
C03493,Thailand,2025-03-17,no_touchpoint
C03494,Indonesia,2025-08-07,converter
C03495,Indonesia,2025-07-10,no_touchpoint
C03496,Indonesia,2025-06-26,non_converter
C03497,Singapore,2025-08-17,converter
C03498,Indonesia,2025-02-14,non_converter
C03499,Thailand,2025-08-16,converter
C03500,Thailand,2025-08-01,converter
C03501,Indonesia,2025-05-28,no_touchpoint
C03502,Thailand,2025-08-06,non_converter
C03503,Indonesia,2025-08-01,non_converter
C03504,Indonesia,2025-10-28,non_converter
C03505,Indonesia,2025-03-15,converter
C03506,Singapore,2025-09-01,non_converter
C03507,Singapore,2025-09-26,converter
C03508,Singapore,2025-02-03,no_touchpoint
C03509,Thailand,2025-10-30,non_converter
C03510,Indonesia,2025-02-15,non_converter
C03511,Singapore,2025-11-24,non_converter
C03512,Indonesia,2025-08-01,non_converter
C03513,Thailand,2025-08-25,no_touchpoint
C03514,Indonesia,2025-03-12,converter
C03515,Indonesia,2025-07-15,non_converter
C03516,Indonesia,2025-09-09,non_converter
C03517,Thailand,2025-06-04,non_converter
C03518,Indonesia,2025-06-05,non_converter
C03519,Indonesia,2025-08-26,non_converter
C03520,Indonesia,2025-01-02,non_converter
C03521,Singapore,2025-06-03,converter
C03522,Indonesia,2025-11-22,non_converter
C03523,Thailand,2025-12-01,converter
C03524,Indonesia,2025-05-28,non_converter
C03525,Singapore,2025-09-09,non_converter
C03526,Indonesia,2025-11-27,converter
C03527,Thailand,2025-03-03,non_converter
C03528,Singapore,2025-09-10,non_converter
C03529,Indonesia,2025-02-04,non_converter
C03530,Indonesia,2025-07-05,non_converter
C03531,Indonesia,2025-10-17,non_converter
C03532,Thailand,2025-05-13,non_converter
C03533,Singapore,2025-09-01,non_converter
C03534,Indonesia,2025-03-03,converter
C03535,Indonesia,2025-10-22,converter
C03536,Indonesia,2025-05-13,converter
C03537,Indonesia,2025-01-30,non_converter
C03538,Singapore,2025-08-25,non_converter
C03539,Indonesia,2025-03-11,non_converter
C03540,Indonesia,2025-01-28,converter
C03541,Thailand,2025-08-03,non_converter
C03542,Indonesia,2025-07-02,non_converter
C03543,Indonesia,2025-05-30,non_converter
C03544,Indonesia,2025-02-09,converter
C03545,Indonesia,2025-11-18,converter
C03546,Indonesia,2025-02-18,no_touchpoint
C03547,Indonesia,2025-03-27,converter
C03548,Thailand,2025-06-11,converter
C03549,Thailand,2025-12-17,no_touchpoint
C03550,Thailand,2025-05-19,non_converter
C03551,Indonesia,2025-12-19,non_converter
C03552,Indonesia,2025-10-01,non_converter
