booking_id,customer_id,booking_timestamp,booking_value,attributed_campaign_id
B001193,C01246,2025-09-23 06:00:00,356.96,CMP001
B001194,C01246,2025-10-23 18:00:00,370.48,CMP002
B001195,C01247,2025-07-28 05:00:00,101.95,CMP002
B001196,C01254,2025-10-16 06:00:00,231.47,CMP005
B001197,C01255,2025-02-13 12:00:00,448.8,CMP001
B001198,C01256,2025-12-31 09:00:00,329.64,CMP003
B001199,C01260,2025-10-09 17:00:00,100.0,CMP005
B001200,C01261,2025-08-04 05:00:00,459.36,CMP003
B001201,C01261,2025-09-03 06:00:00,492.42,CMP002
B001202,C01264,2025-06-07 16:00:00,874.98,CMP004
B001203,C01265,2025-06-21 01:00:00,209.36,CMP001
B001204,C01265,2025-07-21 02:00:00,562.31,CMP003
B001205,C01265,2025-08-04 03:00:00,285.17,CMP001
B001206,C01266,2025-04-12 13:00:00,653.24,CMP004
B001207,C01268,2025-04-04 16:00:00,378.35,CMP005
B001208,C01268,2025-07-04 03:00:00,160.09,CMP002
B001209,C01268,2025-10-02 04:00:00,303.89,
B001210,C01268,2025-11-01 12:00:00,934.15,CMP004
B001211,C01270,2025-03-14 19:00:00,153.18,CMP004
B001212,C01270,2025-04-28 22:00:00,468.98,CMP002
B001213,C01270,2025-06-28 02:00:00,109.23,
B001214,C01270,2025-09-26 07:00:00,204.84,CMP004
B001215,C01272,2025-10-12 13:00:00,441.28,CMP004
B001216,C01276,2025-03-08 03:00:00,694.9,CMP003
B001217,C01278,2025-09-23 15:00:00,116.46,CMP005
B001218,C01279,2025-02-24 12:00:00,288.42,CMP003
B001219,C01280,2025-06-21 07:00:00,245.8,CMP003
B001220,C01280,2025-08-20 18:00:00,192.65,CMP001
B001221,C01280,2025-11-19 00:00:00,142.04,CMP002
B001222,C01280,2025-11-26 10:00:00,350.96,CMP003
B001223,C01281,2025-10-23 16:00:00,368.55,CMP004
B001224,C01282,2025-05-29 02:00:00,250.0,CMP002
B001225,C01283,2025-07-31 10:00:00,142.24,
B001226,C01283,2025-08-30 18:00:00,462.35,CMP005
B001227,C01286,2025-03-23 09:00:00,394.16,CMP002
B001228,C01286,2025-04-22 11:00:00,146.87,CMP003
B001229,C01289,2025-11-23 11:00:00,490.16,
B001230,C01294,2025-09-27 10:00:00,221.71,CMP001
B001231,C01294,2025-12-26 22:00:00,157.9,
B001232,C01296,2025-12-01 15:00:00,263.52,CMP002
B001233,C01298,2025-06-27 18:00:00,548.48,CMP003
B001234,C01298,2025-07-18 19:00:00,193.01,CMP004
B001235,C01298,2025-08-02 01:00:00,347.65,CMP004
B001236,C01299,2025-06-28 02:00:00,608.48,
B001237,C01299,2025-08-27 05:00:00,301.62,
B001238,C01299,2025-09-03 13:00:00,100.0,CMP001
B001239,C01300,2025-10-10 17:00:00,511.71,
B001240,C01301,2025-08-28 10:00:00,611.47,CMP002
B001241,C01302,2025-08-05 16:00:00,293.98,CMP005
B001242,C01304,2025-08-26 13:00:00,158.19,CMP001
B001243,C01305,2025-12-09 14:00:00,231.3,CMP003
B001244,C01306,2025-06-19 18:00:00,228.16,
B001245,C01306,2025-07-04 06:00:00,403.8,CMP008
B001246,C01306,2025-07-25 10:00:00,296.29,CMP004
B001247,C01307,2025-04-10 18:00:00,185.89,CMP004
B001248,C01310,2025-07-27 19:00:00,532.21,CMP004
B001249,C01311,2025-03-13 12:00:00,572.1,CMP002
B001250,C01311,2025-03-20 14:00:00,404.82,CMP001
B001251,C01311,2025-06-19 00:00:00,100.74,
B001252,C01313,2025-06-11 15:00:00,261.71,CMP003
B001253,C01317,2025-03-04 04:00:00,414.74,CMP005
B001254,C01318,2025-10-25 13:00:00,441.55,
B001255,C01319,2025-12-03 02:00:00,371.01,CMP002
B001256,C01326,2025-05-17 19:00:00,149.33,CMP002
B001257,C01327,2025-07-19 17:00:00,574.46,CMP004
B001258,C01328,2025-04-01 15:00:00,329.84,
B001259,C01328,2025-05-31 19:00:00,204.58,
B001260,C01328,2025-07-01 05:00:00,865.97,CMP004
B001261,C01330,2025-07-26 09:00:00,120.71,
B001262,C01331,2025-04-01 12:00:00,430.38,
B001263,C01331,2025-05-02 00:00:00,301.55,CMP004
B001264,C01331,2025-06-01 12:00:00,203.52,CMP004
B001265,C01331,2025-07-31 17:00:00,1306.97,CMP004
B001266,C01332,2025-06-11 04:00:00,310.25,CMP002
B001267,C01332,2025-06-25 15:00:00,209.96,CMP003
B001268,C01333,2025-09-26 16:00:00,236.72,CMP005
B001269,C01334,2025-06-02 01:00:00,450.71,
B001270,C01334,2025-06-09 06:00:00,453.56,CMP002
B001271,C01334,2025-08-08 12:00:00,175.2,CMP004
B001272,C01335,2025-04-01 17:00:00,100.0,
B001273,C01335,2025-04-15 18:00:00,277.61,CMP005
B001274,C01335,2025-06-15 05:00:00,225.91,CMP004
B001275,C01338,2025-07-23 14:00:00,283.64,CMP005
B001276,C01339,2025-08-29 20:00:00,102.07,
B001277,C01339,2025-09-13 00:00:00,249.8,CMP001
B001278,C01340,2025-12-15 15:00:00,307.5,CMP001
B001279,C01341,2025-04-13 19:00:00,249.49,CMP002
B001280,C01342,2025-12-06 01:00:00,285.12,CMP001
B001281,C01342,2025-12-13 06:00:00,119.32,CMP002
B001282,C01344,2025-04-24 17:00:00,105.53,CMP003
B001283,C01347,2025-12-10 13:00:00,100.0,CMP002
B001284,C01349,2025-08-01 12:00:00,704.45,CMP001
B001285,C01351,2025-10-15 12:00:00,133.26,CMP003
B001286,C01351,2025-11-29 16:00:00,123.22,CMP001
B001287,C01352,2025-10-17 19:00:00,707.76,CMP003
B001288,C01354,2025-05-24 15:00:00,289.25,CMP005
B001289,C01358,2025-03-25 10:00:00,304.97,
B001290,C01358,2025-06-23 13:00:00,435.47,
B001291,C01358,2025-07-14 23:00:00,1308.76,CMP001
B001292,C01359,2025-05-12 17:00:00,126.77,
B001293,C01360,2025-03-28 01:00:00,375.05,CMP001
B001294,C01363,2025-08-02 18:00:00,416.25,CMP004
B001295,C01363,2025-10-31 21:00:00,437.09,CMP001
B001296,C01365,2025-02-12 12:00:00,123.5,CMP004
B001297,C01369,2025-06-25 11:00:00,421.64,CMP004
B001298,C01371,2025-11-25 08:00:00,740.38,CMP001
B001299,C01372,2025-12-26 04:00:00,275.9,CMP004
B001300,C01373,2025-08-12 06:00:00,337.89,CMP002
B001301,C01375,2025-10-05 14:00:00,230.59,CMP003
B001302,C01376,2025-02-27 06:00:00,173.91,CMP003
B001303,C01376,2025-03-06 07:00:00,252.77,CMP004
B001304,C01376,2025-04-05 15:00:00,421.78,CMP003
B001305,C01378,2025-11-09 11:00:00,406.63,CMP004
B001306,C01378,2025-11-16 21:00:00,144.31,CMP003
B001307,C01378,2025-12-08 03:00:00,519.62,CMP002
B001308,C01379,2025-11-23 14:00:00,455.53,CMP001
B001309,C01379,2025-12-07 22:00:00,159.31,CMP001
B001310,C01382,2025-10-25 04:00:00,139.5,
B001311,C01383,2025-01-22 10:00:00,376.62,CMP002
B001312,C01384,2025-06-28 02:00:00,573.65,CMP002
B001313,C01384,2025-07-28 05:00:00,214.71,CMP005
B001314,C01384,2025-08-18 15:00:00,100.0,
B001315,C01384,2025-09-18 00:00:00,811.57,CMP002
B001316,C01385,2025-03-18 19:00:00,321.23,CMP003
B001317,C01385,2025-05-18 01:00:00,319.35,
B001318,C01385,2025-07-02 03:00:00,161.11,CMP001
B001319,C01385,2025-08-01 11:00:00,230.86,CMP003
B001320,C01386,2025-04-29 08:00:00,407.67,CMP003
B001321,C01386,2025-06-13 14:00:00,164.14,CMP002
B001322,C01386,2025-06-20 17:00:00,218.46,CMP008
B001323,C01387,2025-07-29 09:00:00,183.95,CMP002
B001324,C01387,2025-09-12 12:00:00,567.5,CMP001
B001325,C01389,2025-07-20 15:00:00,320.92,CMP003
B001326,C01390,2025-09-07 02:00:00,284.98,CMP003
B001327,C01390,2025-10-07 08:00:00,112.12,CMP004
B001328,C01391,2025-09-19 13:00:00,440.84,CMP001
B001329,C01391,2025-10-20 01:00:00,152.89,CMP001
B001330,C01391,2025-11-19 04:00:00,532.07,CMP002
B001331,C01392,2025-07-12 19:00:00,198.77,CMP002
B001332,C01394,2025-08-16 10:00:00,100.0,CMP002
B001333,C01395,2025-12-21 01:00:00,452.89,CMP001
B001334,C01397,2025-11-17 18:00:00,118.66,CMP001
B001335,C01397,2025-11-25 06:00:00,551.56,CMP002
B001336,C01398,2025-12-12 13:00:00,239.31,CMP001
B001337,C01399,2025-10-08 17:00:00,143.1,CMP002
B001338,C01400,2025-09-06 09:00:00,448.38,CMP003
B001339,C01401,2025-05-11 15:00:00,298.29,CMP001
B001340,C01402,2025-08-18 16:00:00,198.81,CMP003
B001341,C01402,2025-11-16 21:00:00,457.4,CMP003
B001342,C01403,2025-11-20 02:00:00,979.41,CMP002
B001343,C01403,2025-11-27 14:00:00,665.87,CMP002
B001344,C01403,2025-12-18 19:00:00,138.71,CMP002
B001345,C01404,2025-10-07 13:00:00,282.32,CMP003
B001346,C01404,2025-10-14 19:00:00,427.43,CMP003
B001347,C01405,2025-09-17 17:00:00,275.93,
B001348,C01405,2025-10-01 22:00:00,856.94,CMP001
B001349,C01405,2025-10-23 00:00:00,182.53,CMP001
B001350,C01406,2025-05-11 03:00:00,108.44,CMP002
B001351,C01406,2025-06-25 12:00:00,299.1,
B001352,C01406,2025-07-10 00:00:00,159.21,CMP005
B001353,C01408,2025-02-14 06:00:00,100.0,CMP002
B001354,C01410,2025-07-29 19:00:00,654.49,CMP004
B001355,C01411,2025-03-14 11:00:00,321.24,CMP003
B001356,C01411,2025-04-13 23:00:00,471.41,CMP001
B001357,C01415,2025-11-22 09:00:00,586.34,CMP001
B001358,C01416,2025-08-02 15:00:00,745.26,CMP001
B001359,C01416,2025-08-24 02:00:00,111.99,CMP002
B001360,C01416,2025-09-23 13:00:00,427.58,CMP003
B001361,C01419,2025-06-27 11:00:00,239.04,CMP001
B001362,C01421,2025-03-31 19:00:00,659.71,CMP002
B001363,C01422,2025-06-02 15:00:00,417.94,CMP002
B001364,C01423,2025-05-09 13:00:00,444.99,CMP005
B001365,C01423,2025-08-07 18:00:00,288.42,
B001366,C01423,2025-09-22 00:00:00,129.68,CMP003
B001367,C01423,2025-11-21 06:00:00,470.35,CMP004
B001368,C01426,2025-11-25 10:00:00,225.92,CMP001
B001369,C01427,2025-04-24 03:00:00,295.69,CMP002
B001370,C01430,2025-05-10 17:00:00,296.99,
B001371,C01431,2025-10-17 16:00:00,219.34,CMP001
B001372,C01431,2025-10-31 17:00:00,233.85,CMP001
B001373,C01431,2025-12-15 23:00:00,431.0,CMP002
B001374,C01432,2025-06-04 18:00:00,266.84,CMP005
B001375,C01432,2025-08-04 03:00:00,234.65,CMP002
B001376,C01432,2025-08-11 04:00:00,231.13,CMP001
B001377,C01432,2025-09-01 11:00:00,606.76,CMP002
B001378,C01434,2025-07-12 08:00:00,224.31,CMP004
B001379,C01434,2025-07-19 17:00:00,478.21,CMP005
B001380,C01434,2025-10-17 18:00:00,215.39,
B001381,C01434,2025-11-08 00:00:00,310.39,CMP002
B001382,C01435,2025-09-21 10:00:00,205.54,CMP005
B001383,C01437,2025-09-29 11:00:00,166.1,CMP002
B001384,C01438,2025-09-12 15:00:00,629.29,CMP001
B001385,C01439,2025-09-22 17:00:00,211.15,CMP001
B001386,C01441,2025-03-19 19:00:00,507.28,CMP005
B001387,C01443,2025-06-26 03:00:00,387.67,CMP004
B001388,C01443,2025-07-26 10:00:00,673.53,CMP002
B001389,C01443,2025-08-09 21:00:00,381.62,CMP003
B001390,C01443,2025-08-31 09:00:00,756.1,CMP005
B001391,C01444,2025-07-16 09:00:00,602.8,CMP003
B001392,C01446,2025-10-31 13:00:00,466.85,
B001393,C01448,2025-07-13 14:00:00,600.82,CMP005
B001394,C01448,2025-08-12 21:00:00,392.69,CMP002
B001395,C01449,2025-07-26 13:00:00,866.68,CMP004
B001396,C01450,2025-03-04 10:00:00,127.53,CMP002
B001397,C01451,2025-09-13 04:00:00,287.12,CMP003
B001398,C01452,2025-08-25 14:00:00,277.0,CMP004
B001399,C01454,2025-06-14 01:00:00,601.03,CMP005
B001400,C01456,2025-08-12 02:00:00,141.7,CMP004
B001401,C01456,2025-10-11 05:00:00,474.51,
B001402,C01457,2025-04-04 15:00:00,254.07,CMP002
B001403,C01458,2025-04-18 09:00:00,140.76,CMP001
B001404,C01458,2025-07-17 21:00:00,131.46,CMP003
B001405,C01459,2025-05-18 02:00:00,151.01,CMP003
B001406,C01460,2025-12-01 07:00:00,362.44,CMP004
B001407,C01462,2025-08-28 12:00:00,200.38,CMP001
B001408,C01464,2025-05-01 11:00:00,159.69,CMP005
B001409,C01465,2025-10-26 08:00:00,111.65,CMP003
B001410,C01465,2025-11-16 18:00:00,153.4,CMP004
B001411,C01465,2025-11-30 19:00:00,171.03,CMP003
B001412,C01466,2025-06-12 12:00:00,148.7,CMP001
B001413,C01466,2025-06-20 00:00:00,457.54,CMP001
B001414,C01466,2025-07-04 03:00:00,336.67,CMP001
B001415,C01470,2025-11-03 20:00:00,543.51,CMP001
B001416,C01470,2025-11-11 06:00:00,104.07,CMP001
B001417,C01474,2025-06-13 11:00:00,402.57,CMP002
B001418,C01474,2025-06-27 19:00:00,276.17,CMP002
B001419,C01475,2025-04-13 14:00:00,240.26,CMP002
B001420,C01480,2025-04-18 05:00:00,265.2,CMP002
B001421,C01481,2025-06-15 11:00:00,166.48,CMP003
B001422,C01481,2025-07-15 13:00:00,169.88,CMP001
B001423,C01484,2025-04-02 07:00:00,656.84,CMP003
B001424,C01485,2025-06-07 20:00:00,184.0,CMP001
B001425,C01486,2025-07-18 05:00:00,656.51,CMP004
B001426,C01488,2025-02-19 04:00:00,193.0,CMP001
B001427,C01494,2025-09-20 02:00:00,261.41,
B001428,C01495,2025-10-22 20:00:00,379.9,CMP002
B001429,C01495,2025-11-06 01:00:00,578.89,CMP003
B001430,C01495,2025-11-20 13:00:00,800.91,CMP003
B001431,C01496,2025-07-10 20:00:00,503.64,
B001432,C01497,2025-11-06 20:00:00,238.47,CMP005
B001433,C01498,2025-11-02 12:00:00,160.6,CMP001
B001434,C01498,2025-11-09 17:00:00,431.73,CMP002
B001435,C01500,2025-02-26 06:00:00,652.65,CMP002
B001436,C01501,2025-10-11 11:00:00,335.15,CMP004
B001437,C01502,2025-05-13 09:00:00,473.33,
B001438,C01503,2025-01-24 07:00:00,252.35,CMP001
B001439,C01504,2025-08-28 06:00:00,564.17,CMP003
B001440,C01507,2025-07-04 03:00:00,215.59,CMP001
B001441,C01511,2025-09-07 02:00:00,284.85,CMP002
B001442,C01515,2025-05-17 06:00:00,285.81,CMP005
B001443,C01515,2025-07-16 15:00:00,596.57,CMP002
B001444,C01516,2025-03-22 02:00:00,345.47,CMP003
B001445,C01516,2025-05-06 08:00:00,793.57,
B001446,C01516,2025-07-05 15:00:00,155.36,
B001447,C01517,2025-11-10 16:00:00,203.84,CMP002
B001448,C01517,2025-12-10 18:00:00,283.93,CMP003
B001449,C01519,2025-08-12 01:00:00,200.85,CMP003
B001450,C01521,2025-10-05 07:00:00,101.26,CMP004
B001451,C01522,2025-08-14 14:00:00,692.92,CMP001
B001452,C01522,2025-11-12 16:00:00,143.25,CMP003
B001453,C01525,2025-04-09 04:00:00,276.97,CMP004
B001454,C01526,2025-05-04 03:00:00,620.04,CMP002
B001455,C01526,2025-05-11 15:00:00,642.12,CMP003
B001456,C01526,2025-06-26 02:00:00,195.07,CMP008
B001457,C01529,2025-12-09 19:00:00,184.14,CMP001
B001458,C01529,2025-12-16 20:00:00,724.99,CMP004
B001459,C01530,2025-10-05 08:00:00,274.48,
B001460,C01533,2025-12-25 13:00:00,515.58,CMP001
B001461,C01535,2025-03-05 01:00:00,326.16,CMP003
B001462,C01536,2025-04-01 03:00:00,442.17,CMP004
B001463,C01536,2025-05-01 13:00:00,756.28,CMP001
B001464,C01537,2025-08-21 05:00:00,181.43,CMP003
B001465,C01537,2025-08-28 10:00:00,270.48,CMP002
B001466,C01541,2025-11-21 03:00:00,162.91,CMP001
B001467,C01541,2025-12-05 13:00:00,322.35,CMP004
B001468,C01547,2025-08-19 05:00:00,198.78,CMP002
B001469,C01549,2025-06-19 12:00:00,208.98,
B001470,C01549,2025-07-03 21:00:00,182.04,CMP003
B001471,C01549,2025-08-03 08:00:00,445.77,CMP003
B001472,C01549,2025-08-24 12:00:00,1290.84,CMP004
B001473,C01551,2025-12-29 18:00:00,602.63,CMP002
B001474,C01553,2025-02-08 15:00:00,731.5,CMP002
B001475,C01554,2025-07-08 10:00:00,245.2,CMP004
B001476,C01554,2025-08-22 14:00:00,234.58,
B001477,C01556,2025-11-26 19:00:00,361.02,CMP001
B001478,C01556,2025-12-27 04:00:00,100.0,CMP004
B001479,C01557,2025-09-28 01:00:00,313.97,CMP003
B001480,C01559,2025-02-22 11:00:00,522.67,CMP005
B001481,C01561,2025-03-15 16:00:00,504.72,CMP001
B001482,C01562,2025-09-04 05:00:00,145.25,CMP003
B001483,C01565,2025-09-01 08:00:00,369.28,CMP005
B001484,C01566,2025-11-30 14:00:00,344.23,
B001485,C01567,2025-05-12 09:00:00,285.76,CMP004
B001486,C01567,2025-07-11 20:00:00,134.56,CMP003
B001487,C01568,2025-07-12 14:00:00,265.2,CMP001
B001488,C01571,2025-08-15 20:00:00,452.99,CMP002
B001489,C01571,2025-09-29 21:00:00,236.69,CMP001
B001490,C01574,2025-09-12 17:00:00,801.44,
B001491,C01574,2025-11-12 04:00:00,609.72,
B001492,C01574,2025-12-27 11:00:00,365.24,CMP003
B001493,C01575,2025-06-21 10:00:00,100.0,CMP001
B001494,C01575,2025-08-05 14:00:00,397.4,CMP001
B001495,C01576,2025-03-27 08:00:00,316.21,CMP001
B001496,C01576,2025-05-11 20:00:00,156.08,CMP001
B001497,C01580,2025-05-28 05:00:00,646.79,
B001498,C01582,2025-02-20 08:00:00,435.42,CMP004
B001499,C01583,2025-08-24 01:00:00,126.86,
B001500,C01584,2025-06-21 12:00:00,119.06,CMP005
B001501,C01584,2025-07-12 15:00:00,100.0,CMP004
B001502,C01585,2025-04-22 07:00:00,395.99,
B001503,C01586,2025-05-25 19:00:00,318.81,CMP003
B001504,C01588,2025-01-25 06:00:00,158.8,CMP002
B001505,C01588,2025-02-24 14:00:00,173.82,CMP001
B001506,C01588,2025-03-03 18:00:00,292.06,CMP001
B001507,C01591,2025-12-05 01:00:00,104.29,
B001508,C01592,2025-09-24 15:00:00,242.25,CMP001
B001509,C01592,2025-10-08 18:00:00,312.45,CMP003
B001510,C01592,2025-10-23 03:00:00,720.63,CMP001
B001511,C01592,2025-11-13 05:00:00,142.16,CMP002
B001512,C01594,2025-11-13 14:00:00,347.04,CMP002
B001513,C01595,2025-05-08 02:00:00,281.04,CMP004
B001514,C01596,2025-04-04 06:00:00,574.94,CMP003
B001515,C01596,2025-05-19 07:00:00,724.48,CMP002
B001516,C01597,2025-12-31 10:00:00,414.88,CMP003
B001517,C01598,2025-06-26 07:00:00,164.35,CMP001
B001518,C01599,2025-02-21 01:00:00,505.73,
B001519,C01600,2025-01-30 03:00:00,317.37,CMP003
B001520,C01601,2025-10-23 12:00:00,158.26,CMP001
B001521,C01602,2025-04-04 12:00:00,138.57,CMP001
B001522,C01605,2025-07-27 12:00:00,404.01,CMP001
B001523,C01606,2025-08-06 07:00:00,163.34,CMP002
B001524,C01607,2025-03-31 01:00:00,239.01,
B001525,C01610,2025-11-19 14:00:00,830.28,CMP003
B001526,C01611,2025-09-04 14:00:00,204.86,CMP003
B001527,C01612,2025-10-21 06:00:00,270.83,
B001528,C01612,2025-10-28 09:00:00,115.35,CMP002
B001529,C01612,2025-11-18 11:00:00,271.43,CMP003
B001530,C01615,2025-07-28 01:00:00,142.32,
B001531,C01615,2025-08-18 05:00:00,111.59,CMP002
B001532,C01615,2025-11-16 07:00:00,141.83,CMP002
B001533,C01617,2025-12-12 11:00:00,191.71,CMP004
B001534,C01619,2025-10-15 02:00:00,165.32,CMP003
B001535,C01621,2025-10-30 14:00:00,269.02,CMP002
B001536,C01622,2025-06-28 01:00:00,380.21,
B001537,C01623,2025-09-15 15:00:00,210.23,CMP004
B001538,C01623,2025-12-14 16:00:00,207.55,CMP001
B001539,C01624,2025-11-01 11:00:00,297.89,CMP002
B001540,C01626,2025-07-13 05:00:00,338.4,CMP004
B001541,C01626,2025-07-20 17:00:00,320.16,CMP003
B001542,C01626,2025-07-27 23:00:00,690.49,CMP003
B001543,C01631,2025-03-18 20:00:00,207.03,CMP004
B001544,C01631,2025-03-25 22:00:00,511.47,CMP001
B001545,C01633,2025-03-26 03:00:00,470.13,CMP004
B001546,C01633,2025-05-25 10:00:00,201.75,CMP003
B001547,C01633,2025-08-23 18:00:00,698.66,
B001548,C01634,2025-06-10 13:00:00,458.06,CMP002
B001549,C01635,2025-10-04 15:00:00,584.78,CMP005
B001550,C01636,2025-08-05 10:00:00,314.87,CMP002
B001551,C01638,2025-10-08 18:00:00,816.08,CMP001
B001552,C01640,2025-12-12 09:00:00,512.03,CMP003
B001553,C01642,2025-06-28 13:00:00,279.4,
B001554,C01645,2025-06-28 19:00:00,474.22,CMP002
B001555,C01646,2025-07-02 13:00:00,400.8,CMP005
B001556,C01647,2025-04-23 19:00:00,262.5,CMP003
B001557,C01649,2025-04-02 15:00:00,1076.07,CMP004
B001558,C01650,2025-10-08 01:00:00,622.65,CMP001
B001559,C01652,2025-05-26 06:00:00,246.23,CMP001
B001560,C01653,2025-09-22 07:00:00,391.86,
B001561,C01663,2025-05-12 16:00:00,490.36,CMP003
B001562,C01663,2025-06-27 00:00:00,152.92,CMP001
B001563,C01663,2025-07-11 10:00:00,100.0,CMP002
B001564,C01663,2025-09-09 18:00:00,964.1,CMP002
B001565,C01664,2025-09-16 09:00:00,167.78,CMP003
B001566,C01664,2025-11-15 16:00:00,126.11,CMP004
B001567,C01666,2025-06-17 10:00:00,452.69,CMP003
B001568,C01669,2025-02-25 05:00:00,388.82,CMP001
B001569,C01669,2025-04-11 09:00:00,129.5,CMP002
B001570,C01669,2025-07-10 20:00:00,165.79,
B001571,C01670,2025-05-05 18:00:00,466.48,CMP002
B001572,C01670,2025-06-05 01:00:00,285.82,CMP002
B001573,C01670,2025-09-03 05:00:00,348.82,
B001574,C01670,2025-09-10 12:00:00,267.15,CMP002
B001575,C01674,2025-05-27 09:00:00,382.19,CMP005
B001576,C01675,2025-03-12 07:00:00,124.33,
B001577,C01675,2025-04-02 10:00:00,735.97,CMP002
B001578,C01675,2025-05-02 13:00:00,606.88,CMP002
B001579,C01676,2025-02-21 07:00:00,159.31,CMP004
B001580,C01676,2025-03-14 12:00:00,198.53,CMP004
B001581,C01676,2025-05-13 14:00:00,100.0,
B001582,C01678,2025-03-30 10:00:00,679.41,CMP005
B001583,C01679,2025-08-06 10:00:00,408.97,CMP004
B001584,C01680,2025-09-12 10:00:00,227.26,CMP004
B001585,C01680,2025-10-03 12:00:00,195.43,CMP003
B001586,C01680,2025-11-02 17:00:00,655.61,CMP003
B001587,C01681,2025-11-08 09:00:00,384.39,CMP004
B001588,C01682,2025-09-04 20:00:00,155.84,
B001589,C01683,2025-08-04 11:00:00,915.59,CMP002
B001590,C01685,2025-05-31 19:00:00,514.75,CMP001
B001591,C01685,2025-08-29 20:00:00,146.13,CMP004
B001592,C01685,2025-09-06 01:00:00,109.34,CMP002
B001593,C01686,2025-09-10 16:00:00,502.6,CMP003
B001594,C01687,2025-03-09 08:00:00,657.56,CMP002
B001595,C01691,2025-03-09 11:00:00,103.08,CMP001
B001596,C01692,2025-03-27 09:00:00,256.7,
B001597,C01694,2025-10-19 16:00:00,337.79,CMP002
B001598,C01696,2025-08-15 06:00:00,129.47,CMP001
B001599,C01698,2025-11-04 03:00:00,1069.67,
B001600,C01700,2025-07-25 14:00:00,211.75,CMP002
B001601,C01701,2025-01-28 01:00:00,108.83,CMP004
B001602,C01701,2025-03-29 08:00:00,177.95,CMP004
B001603,C01701,2025-04-19 18:00:00,1529.47,
B001604,C01708,2025-11-08 20:00:00,268.61,
B001605,C01708,2025-11-15 22:00:00,176.98,CMP003
B001606,C01708,2025-11-23 01:00:00,408.75,CMP002
B001607,C01708,2025-12-23 02:00:00,284.59,CMP003
B001608,C01712,2025-05-27 20:00:00,371.52,
B001609,C01715,2025-11-14 04:00:00,261.92,CMP005
B001610,C01719,2025-10-05 05:00:00,115.0,CMP005
B001611,C01720,2025-05-16 13:00:00,643.6,
B001612,C01721,2025-04-16 15:00:00,301.25,
B001613,C01722,2025-11-14 02:00:00,376.18,CMP001
B001614,C01724,2025-08-18 09:00:00,153.38,CMP004
B001615,C01724,2025-10-17 17:00:00,163.36,CMP004
B001616,C01724,2025-11-01 05:00:00,332.24,CMP002
B001617,C01725,2025-06-05 11:00:00,748.58,CMP003
B001618,C01728,2025-04-10 15:00:00,395.44,CMP004
B001619,C01728,2025-07-09 23:00:00,532.05,
B001620,C01728,2025-07-24 09:00:00,189.27,CMP003
B001621,C01728,2025-08-23 17:00:00,381.96,
B001622,C01729,2025-04-28 18:00:00,488.55,CMP004
B001623,C01735,2025-04-28 10:00:00,392.43,
B001624,C01736,2025-09-11 19:00:00,194.09,
B001625,C01741,2025-06-05 04:00:00,121.85,CMP005
B001626,C01741,2025-09-03 08:00:00,118.42,CMP004
B001627,C01741,2025-11-02 09:00:00,727.84,CMP005
B001628,C01742,2025-05-17 14:00:00,274.7,CMP002
B001629,C01744,2025-05-17 14:00:00,187.84,CMP003
B001630,C01746,2025-08-16 03:00:00,429.67,CMP004
B001631,C01746,2025-08-23 12:00:00,204.02,CMP001
B001632,C01746,2025-10-22 15:00:00,130.26,
B001633,C01747,2025-11-12 04:00:00,379.27,CMP002
B001634,C01749,2025-11-25 09:00:00,234.1,CMP002
B001635,C01750,2025-11-25 12:00:00,181.54,CMP005
B001636,C01752,2025-03-09 06:00:00,761.3,CMP002
B001637,C01752,2025-04-08 14:00:00,102.99,CMP003
B001638,C01754,2025-03-20 12:00:00,468.82,CMP003
B001639,C01754,2025-04-03 20:00:00,523.1,CMP001
B001640,C01754,2025-07-03 08:00:00,500.12,
B001641,C01754,2025-09-01 11:00:00,237.89,
B001642,C01756,2025-08-20 10:00:00,193.46,CMP002
B001643,C01758,2025-12-31 03:00:00,746.29,CMP002
B001644,C01759,2025-05-29 16:00:00,392.1,CMP003
B001645,C01763,2025-09-28 20:00:00,133.94,CMP003
B001646,C01766,2025-11-26 11:00:00,508.77,CMP001
B001647,C01768,2025-09-12 19:00:00,944.58,CMP005
B001648,C01769,2025-01-28 05:00:00,158.85,CMP002
B001649,C01770,2025-07-11 09:00:00,395.27,CMP005
B001650,C01770,2025-08-01 19:00:00,197.6,CMP001
B001651,C01770,2025-10-01 01:00:00,284.42,CMP002
B001652,C01770,2025-12-30 13:00:00,314.8,
B001653,C01771,2025-03-14 20:00:00,579.17,
B001654,C01773,2025-04-15 11:00:00,176.24,CMP001
B001655,C01775,2025-02-28 10:00:00,144.35,CMP003
B001656,C01776,2025-11-28 01:00:00,177.32,CMP001
B001657,C01778,2025-12-09 13:00:00,449.15,CMP004
B001658,C01779,2025-08-22 17:00:00,377.01,CMP005
B001659,C01780,2025-03-12 15:00:00,184.2,CMP003
B001660,C01781,2025-05-09 12:00:00,191.65,CMP004
B001661,C01784,2025-06-03 10:00:00,599.65,CMP001
B001662,C01784,2025-06-17 14:00:00,368.95,CMP005
B001663,C01784,2025-09-15 20:00:00,231.79,
B001664,C01784,2025-11-15 01:00:00,133.85,CMP003
B001665,C01785,2025-03-25 02:00:00,528.21,CMP001
B001666,C01791,2025-09-22 03:00:00,353.22,CMP003
B001667,C01792,2025-01-25 02:00:00,1071.0,CMP002
