touchpoint_id,customer_id,timestamp,channel_id,campaign_id
T009241,C02209,2025-11-09 04:00:00,CH02,CMP003
T009242,C02209,2025-11-20 19:00:00,CH02,CMP004
T009243,C02209,2025-11-23 11:00:00,CH01,CMP002
T009244,C02210,2025-05-21 17:00:00,CH01,CMP001
T009245,C02210,2025-05-25 07:00:00,CH02,CMP003
T009246,C02210,2025-05-30 04:00:00,CH01,CMP001
T009247,C02210,2025-06-15 15:00:00,CH02,CMP003
T009248,C02211,2025-08-29 11:00:00,CH02,CMP003
T009249,C02211,2025-09-08 11:00:00,CH04,
T009250,C02212,2025-08-19 00:00:00,CH04,
T009251,C02212,2025-08-23 05:00:00,CH01,CMP002
T009252,C02212,2025-08-24 06:00:00,CH01,CMP001
T009253,C02212,2025-08-25 02:00:00,CH04,
T009254,C02212,2025-08-26 00:00:00,CH04,
T009255,C02212,2025-08-27 17:00:00,CH01,CMP001
T009256,C02213,2025-07-20 23:00:00,CH02,CMP004
T009257,C02216,2025-10-30 21:00:00,CH02,CMP004
T009258,C02216,2025-10-31 10:00:00,CH02,CMP004
T009259,C02216,2025-11-01 02:00:00,CH05,
T009260,C02216,2025-11-02 01:00:00,CH05,
T009261,C02216,2025-11-04 07:00:00,CH04,
T009262,C02217,2025-02-16 22:00:00,CH05,
T009263,C02217,2025-02-17 04:00:00,CH02,CMP003
T009264,C02217,2025-02-20 02:00:00,CH01,CMP002
T009265,C02217,2025-02-26 19:00:00,CH04,
T009266,C02217,2025-04-05 19:00:00,CH05,
T009267,C02217,2025-04-16 20:00:00,CH04,
T009268,C02217,2025-04-27 02:00:00,CH05,
T009269,C02217,2025-05-01 10:00:00,CH01,CMP001
T009270,C02217,2025-05-04 02:00:00,CH04,
T009271,C02217,2025-05-06 12:00:00,CH02,CMP003
T009272,C02217,2025-05-21 10:00:00,CH01,CMP002
T009273,C02217,2025-05-30 12:00:00,CH02,CMP003
T009274,C02217,2025-05-31 06:00:00,CH01,CMP001
T009275,C02217,2025-06-02 09:00:00,CH02,CMP008
T009276,C02217,2025-06-04 17:00:00,CH02,CMP003
T009277,C02217,2025-06-07 13:00:00,CH02,CMP004
T009278,C02217,2025-06-14 14:00:00,CH02,CMP003
T009279,C02218,2025-09-23 18:00:00,CH02,CMP004
T009280,C02218,2025-10-03 09:00:00,CH03,CMP005
T009281,C02218,2025-11-18 15:00:00,CH02,CMP003
T009282,C02218,2025-11-19 01:00:00,CH02,CMP003
T009283,C02218,2025-11-21 06:00:00,CH02,CMP004
T009284,C02218,2025-11-28 07:00:00,CH01,CMP002
T009285,C02218,2025-11-30 07:00:00,CH04,
T009286,C02218,2025-11-30 09:00:00,CH01,CMP002
T009287,C02220,2025-02-18 06:00:00,CH02,CMP004
T009288,C02220,2025-02-18 07:00:00,CH02,CMP004
T009289,C02220,2025-02-24 15:00:00,CH04,
T009290,C02220,2025-03-01 13:00:00,CH03,CMP005
T009291,C02220,2025-03-14 05:00:00,CH03,CMP005
T009292,C02220,2025-03-16 05:00:00,CH02,CMP003
T009293,C02220,2025-03-17 20:00:00,CH02,CMP004
T009294,C02220,2025-04-05 14:00:00,CH01,CMP002
T009295,C02220,2025-04-16 17:00:00,CH04,
T009296,C02220,2025-04-17 13:00:00,CH04,
T009297,C02220,2025-05-26 12:00:00,CH01,CMP002
T009298,C02220,2025-06-04 06:00:00,CH01,CMP002
T009299,C02221,2025-08-15 17:00:00,CH01,CMP002
T009300,C02221,2025-08-16 03:00:00,CH01,CMP002
T009301,C02221,2025-08-17 02:00:00,CH01,CMP002
T009302,C02221,2025-08-17 09:00:00,CH01,CMP002
T009303,C02221,2025-08-19 03:00:00,CH05,
T009304,C02221,2025-08-19 19:00:00,CH02,CMP004
T009305,C02221,2025-08-25 23:00:00,CH01,CMP002
T009306,C02221,2025-09-04 02:00:00,CH01,CMP001
T009307,C02221,2025-09-07 16:00:00,CH04,
T009308,C02221,2025-10-15 19:00:00,CH01,CMP002
T009309,C02222,2025-12-07 07:00:00,CH01,CMP001
T009310,C02222,2025-12-08 06:00:00,CH02,CMP004
T009311,C02223,2025-03-25 14:00:00,CH01,CMP001
T009312,C02223,2025-03-25 22:00:00,CH05,
T009313,C02223,2025-03-26 11:00:00,CH02,CMP003
T009314,C02223,2025-03-28 22:00:00,CH01,CMP002
T009315,C02224,2025-03-17 22:00:00,CH05,
T009316,C02224,2025-03-26 02:00:00,CH04,
T009317,C02224,2025-03-29 23:00:00,CH02,CMP003
T009318,C02224,2025-04-01 14:00:00,CH02,CMP003
T009319,C02224,2025-04-03 07:00:00,CH01,CMP002
T009320,C02224,2025-04-03 09:00:00,CH05,
T009321,C02224,2025-04-08 19:00:00,CH02,CMP003
T009322,C02224,2025-04-12 18:00:00,CH05,
T009323,C02224,2025-04-14 08:00:00,CH01,CMP001
T009324,C02224,2025-04-14 22:00:00,CH04,
T009325,C02224,2025-05-14 18:00:00,CH01,CMP002
T009326,C02224,2025-06-03 07:00:00,CH05,
T009327,C02224,2025-07-29 00:00:00,CH01,CMP001
T009328,C02224,2025-08-04 22:00:00,CH04,
T009329,C02225,2025-10-14 06:00:00,CH01,CMP001
T009330,C02225,2025-10-17 16:00:00,CH03,CMP005
T009331,C02225,2025-10-18 06:00:00,CH05,
T009332,C02225,2025-10-22 12:00:00,CH04,
T009333,C02225,2025-10-26 19:00:00,CH01,CMP002
T009334,C02225,2025-11-21 02:00:00,CH01,CMP002
T009335,C02225,2025-11-27 12:00:00,CH01,CMP001
T009336,C02225,2025-12-06 05:00:00,CH02,CMP003
T009337,C02226,2025-11-27 13:00:00,CH02,CMP004
T009338,C02226,2025-12-01 18:00:00,CH04,
T009339,C02226,2025-12-07 05:00:00,CH05,
T009340,C02226,2025-12-09 16:00:00,CH01,CMP002
T009341,C02226,2025-12-09 18:00:00,CH04,
T009342,C02226,2025-12-10 11:00:00,CH04,
T009343,C02228,2025-11-30 19:00:00,CH01,CMP002
T009344,C02228,2025-12-02 20:00:00,CH03,CMP005
T009345,C02228,2025-12-04 02:00:00,CH02,CMP004
T009346,C02228,2025-12-06 06:00:00,CH02,CMP003
T009347,C02228,2025-12-09 02:00:00,CH01,CMP001
T009348,C02229,2025-01-06 15:00:00,CH01,CMP001
T009349,C02229,2025-01-08 05:00:00,CH02,CMP004
T009350,C02229,2025-01-09 22:00:00,CH02,CMP004
T009351,C02229,2025-01-10 14:00:00,CH01,CMP002
T009352,C02231,2025-02-17 10:00:00,CH02,CMP004
T009353,C02231,2025-04-17 04:00:00,CH03,CMP005
T009354,C02231,2025-04-28 12:00:00,CH03,CMP005
T009355,C02231,2025-05-05 13:00:00,CH02,CMP003
T009356,C02231,2025-05-10 02:00:00,CH01,CMP001
T009357,C02231,2025-05-14 10:00:00,CH02,CMP004
T009358,C02231,2025-05-15 08:00:00,CH01,CMP002
T009359,C02232,2025-11-04 22:00:00,CH01,CMP001
T009360,C02232,2025-11-12 01:00:00,CH03,CMP005
T009361,C02232,2025-11-14 19:00:00,CH05,
T009362,C02232,2025-11-16 00:00:00,CH05,
T009363,C02232,2025-11-16 02:00:00,CH05,
T009364,C02232,2025-11-26 23:00:00,CH02,CMP003
T009365,C02232,2025-11-30 19:00:00,CH01,CMP002
T009366,C02232,2025-12-01 17:00:00,CH05,
T009367,C02232,2025-12-04 11:00:00,CH05,
T009368,C02232,2025-12-04 19:00:00,CH05,
T009369,C02232,2025-12-07 18:00:00,CH01,CMP002
T009370,C02232,2025-12-09 00:00:00,CH02,CMP003
T009371,C02232,2025-12-10 18:00:00,CH01,CMP002
T009372,C02232,2025-12-16 01:00:00,CH01,CMP001
T009373,C02232,2025-12-18 18:00:00,CH05,
T009374,C02233,2025-10-12 05:00:00,CH02,CMP003
T009375,C02233,2025-10-12 19:00:00,CH02,CMP003
T009376,C02233,2025-10-17 22:00:00,CH01,CMP002
T009377,C02233,2025-10-24 06:00:00,CH02,CMP003
T009378,C02233,2025-10-24 21:00:00,CH02,CMP004
T009379,C02233,2025-10-27 03:00:00,CH04,
T009380,C02233,2025-11-03 00:00:00,CH01,CMP001
T009381,C02233,2025-11-05 07:00:00,CH05,
T009382,C02233,2025-11-09 13:00:00,CH02,CMP004
T009383,C02233,2025-11-23 00:00:00,CH01,CMP002
T009384,C02233,2025-11-23 21:00:00,CH05,
T009385,C02233,2025-11-26 23:00:00,CH02,CMP003
T009386,C02233,2025-11-28 09:00:00,CH01,CMP002
T009387,C02234,2025-06-09 07:00:00,CH02,CMP004
T009388,C02234,2025-06-10 23:00:00,CH05,
T009389,C02234,2025-06-13 09:00:00,CH01,CMP002
T009390,C02234,2025-06-15 08:00:00,CH04,
T009391,C02234,2025-06-16 11:00:00,CH01,CMP002
T009392,C02235,2025-06-30 06:00:00,CH04,
T009393,C02235,2025-08-04 07:00:00,CH02,CMP003
T009394,C02235,2025-08-31 07:00:00,CH02,CMP003
T009395,C02235,2025-09-18 07:00:00,CH05,
T009396,C02235,2025-09-29 09:00:00,CH05,
T009397,C02237,2025-03-17 02:00:00,CH01,CMP002
T009398,C02237,2025-03-19 17:00:00,CH02,CMP003
T009399,C02237,2025-03-20 23:00:00,CH01,CMP001
T009400,C02237,2025-03-22 00:00:00,CH01,CMP002
T009401,C02237,2025-03-24 10:00:00,CH02,CMP004
T009402,C02238,2025-04-27 22:00:00,CH01,CMP002
T009403,C02238,2025-04-28 23:00:00,CH02,CMP004
T009404,C02238,2025-05-01 22:00:00,CH03,CMP005
T009405,C02238,2025-05-03 02:00:00,CH02,CMP003
T009406,C02239,2025-05-13 14:00:00,CH02,CMP003
T009407,C02239,2025-05-17 22:00:00,CH03,CMP005
T009408,C02239,2025-05-24 20:00:00,CH02,CMP004
T009409,C02239,2025-05-29 04:00:00,CH05,
T009410,C02241,2025-10-21 08:00:00,CH03,CMP005
T009411,C02242,2025-10-11 20:00:00,CH01,CMP002
T009412,C02242,2025-10-12 07:00:00,CH01,CMP001
T009413,C02243,2025-10-21 02:00:00,CH04,
T009414,C02243,2025-10-27 05:00:00,CH01,CMP001
T009415,C02243,2025-10-27 19:00:00,CH05,
T009416,C02245,2025-02-22 16:00:00,CH03,CMP005
T009417,C02245,2025-02-23 23:00:00,CH04,
T009418,C02245,2025-02-24 01:00:00,CH02,CMP004
T009419,C02246,2025-11-03 11:00:00,CH04,
T009420,C02246,2025-11-06 17:00:00,CH03,CMP005
T009421,C02246,2025-11-07 22:00:00,CH01,CMP002
T009422,C02246,2025-11-08 19:00:00,CH01,CMP002
T009423,C02246,2025-11-11 20:00:00,CH01,CMP002
T009424,C02247,2025-07-03 07:00:00,CH04,
T009425,C02247,2025-07-07 17:00:00,CH04,
T009426,C02247,2025-08-04 16:00:00,CH02,CMP004
T009427,C02247,2025-08-12 05:00:00,CH01,CMP001
T009428,C02247,2025-08-12 19:00:00,CH01,CMP002
T009429,C02247,2025-08-17 09:00:00,CH05,
T009430,C02247,2025-09-30 06:00:00,CH01,CMP002
T009431,C02247,2025-10-02 18:00:00,CH01,CMP002
T009432,C02249,2025-02-23 04:00:00,CH01,CMP001
T009433,C02249,2025-03-01 07:00:00,CH02,CMP003
T009434,C02249,2025-03-02 14:00:00,CH04,
T009435,C02250,2025-02-08 15:00:00,CH01,CMP002
T009436,C02250,2025-02-10 21:00:00,CH01,CMP002
T009437,C02250,2025-02-12 20:00:00,CH02,CMP004
T009438,C02250,2025-02-13 11:00:00,CH03,CMP005
T009439,C02251,2025-06-22 05:00:00,CH05,
T009440,C02251,2025-06-23 19:00:00,CH05,
T009441,C02251,2025-07-13 13:00:00,CH02,CMP004
T009442,C02251,2025-07-17 07:00:00,CH02,CMP004
T009443,C02251,2025-07-19 16:00:00,CH02,CMP004
T009444,C02251,2025-08-08 06:00:00,CH05,
T009445,C02252,2025-07-08 00:00:00,CH02,CMP003
T009446,C02252,2025-07-14 06:00:00,CH01,CMP002
T009447,C02252,2025-07-28 14:00:00,CH01,CMP002
T009448,C02252,2025-07-30 01:00:00,CH04,
T009449,C02252,2025-08-24 08:00:00,CH02,CMP004
T009450,C02252,2025-09-02 02:00:00,CH02,CMP004
T009451,C02252,2025-09-12 14:00:00,CH02,CMP003
T009452,C02252,2025-10-14 00:00:00,CH01,CMP002
T009453,C02252,2025-10-15 03:00:00,CH04,
T009454,C02252,2025-10-17 09:00:00,CH02,CMP003
T009455,C02252,2025-10-20 13:00:00,CH01,CMP001
T009456,C02253,2025-06-11 16:00:00,CH01,CMP001
T009457,C02253,2025-06-20 03:00:00,CH01,CMP002
T009458,C02253,2025-06-24 23:00:00,CH04,
T009459,C02253,2025-06-26 18:00:00,CH02,CMP008
T009460,C02253,2025-06-27 00:00:00,CH04,
T009461,C02253,2025-06-29 06:00:00,CH01,CMP002
T009462,C02254,2025-03-25 01:00:00,CH01,CMP001
T009463,C02254,2025-03-26 17:00:00,CH02,CMP004
T009464,C02255,2025-07-25 00:00:00,CH02,CMP004
T009465,C02255,2025-08-11 05:00:00,CH04,
T009466,C02255,2025-08-12 05:00:00,CH05,
T009467,C02255,2025-08-15 21:00:00,CH01,CMP002
T009468,C02255,2025-08-20 05:00:00,CH02,CMP003
T009469,C02255,2025-08-22 01:00:00,CH04,
T009470,C02256,2025-08-12 05:00:00,CH05,
T009471,C02256,2025-08-13 02:00:00,CH02,CMP004
T009472,C02256,2025-08-15 02:00:00,CH01,CMP001
T009473,C02257,2025-06-12 17:00:00,CH05,
T009474,C02257,2025-06-15 10:00:00,CH05,
T009475,C02257,2025-06-17 22:00:00,CH01,CMP002
T009476,C02258,2025-04-28 11:00:00,CH02,CMP004
T009477,C02258,2025-04-28 23:00:00,CH05,
T009478,C02258,2025-04-30 02:00:00,CH02,CMP004
T009479,C02259,2025-11-27 20:00:00,CH01,CMP002
T009480,C02259,2025-11-28 15:00:00,CH01,CMP002
T009481,C02259,2025-11-29 13:00:00,CH01,CMP001
T009482,C02259,2025-12-02 12:00:00,CH05,
T009483,C02261,2025-07-01 21:00:00,CH01,CMP001
T009484,C02261,2025-07-03 21:00:00,CH05,
T009485,C02261,2025-07-15 10:00:00,CH04,
T009486,C02261,2025-07-18 13:00:00,CH01,CMP002
T009487,C02261,2025-08-12 03:00:00,CH01,CMP002
T009488,C02261,2025-08-21 18:00:00,CH01,CMP001
T009489,C02261,2025-08-22 11:00:00,CH02,CMP004
T009490,C02261,2025-08-22 18:00:00,CH04,
T009491,C02261,2025-09-16 08:00:00,CH01,CMP001
T009492,C02262,2025-09-04 23:00:00,CH01,CMP001
T009493,C02264,2025-03-18 20:00:00,CH04,
T009494,C02264,2025-03-20 10:00:00,CH04,
T009495,C02264,2025-03-25 06:00:00,CH04,
T009496,C02264,2025-03-26 12:00:00,CH02,CMP003
T009497,C02265,2025-11-13 05:00:00,CH02,CMP003
T009498,C02265,2025-11-15 06:00:00,CH04,
T009499,C02265,2025-11-28 22:00:00,CH01,CMP001
T009500,C02265,2025-12-02 01:00:00,CH01,CMP001
T009501,C02266,2025-05-27 21:00:00,CH01,CMP001
T009502,C02266,2025-06-07 06:00:00,CH02,CMP003
T009503,C02266,2025-06-11 01:00:00,CH05,
T009504,C02268,2025-05-01 17:00:00,CH03,CMP005
T009505,C02268,2025-05-04 11:00:00,CH02,CMP003
T009506,C02268,2025-05-19 01:00:00,CH04,
T009507,C02268,2025-05-25 02:00:00,CH01,CMP002
T009508,C02268,2025-06-08 19:00:00,CH04,
T009509,C02268,2025-06-10 21:00:00,CH05,
T009510,C02268,2025-06-11 07:00:00,CH04,
T009511,C02268,2025-06-11 17:00:00,CH01,CMP001
T009512,C02268,2025-06-12 02:00:00,CH01,CMP002
T009513,C02268,2025-06-12 17:00:00,CH04,
T009514,C02268,2025-06-29 11:00:00,CH01,CMP002
T009515,C02268,2025-06-30 01:00:00,CH02,CMP003
T009516,C02268,2025-06-30 04:00:00,CH01,CMP002
T009517,C02268,2025-09-16 01:00:00,CH05,
T009518,C02268,2025-09-24 01:00:00,CH02,CMP003
T009519,C02268,2025-09-27 13:00:00,CH01,CMP001
T009520,C02268,2025-09-29 03:00:00,CH02,CMP003
T009521,C02269,2025-11-19 17:00:00,CH05,
T009522,C02270,2025-02-18 18:00:00,CH01,CMP001
T009523,C02270,2025-03-02 12:00:00,CH01,CMP001
T009524,C02270,2025-03-11 21:00:00,CH04,
T009525,C02270,2025-03-12 06:00:00,CH02,CMP003
T009526,C02270,2025-03-16 05:00:00,CH04,
T009527,C02270,2025-03-20 14:00:00,CH01,CMP001
T009528,C02270,2025-04-05 09:00:00,CH01,CMP001
T009529,C02270,2025-04-11 00:00:00,CH01,CMP001
T009530,C02270,2025-04-13 23:00:00,CH02,CMP004
T009531,C02270,2025-04-15 20:00:00,CH02,CMP004
T009532,C02270,2025-05-12 20:00:00,CH01,CMP002
T009533,C02270,2025-06-04 17:00:00,CH01,CMP001
T009534,C02270,2025-06-25 15:00:00,CH01,CMP001
T009535,C02271,2025-09-30 00:00:00,CH02,CMP003
T009536,C02271,2025-10-02 04:00:00,CH01,CMP001
T009537,C02271,2025-10-06 06:00:00,CH05,
T009538,C02271,2025-10-09 04:00:00,CH02,CMP003
T009539,C02271,2025-10-10 03:00:00,CH01,CMP002
T009540,C02271,2025-10-11 11:00:00,CH02,CMP004
T009541,C02271,2025-10-25 13:00:00,CH05,
T009542,C02271,2025-10-30 07:00:00,CH04,
T009543,C02271,2025-11-10 15:00:00,CH01,CMP002
T009544,C02272,2025-10-29 17:00:00,CH02,CMP003
T009545,C02272,2025-10-31 15:00:00,CH05,
T009546,C02272,2025-11-01 05:00:00,CH05,
T009547,C02272,2025-11-01 21:00:00,CH01,CMP001
T009548,C02273,2025-11-11 02:00:00,CH04,
T009549,C02273,2025-11-21 11:00:00,CH01,CMP002
T009550,C02273,2025-11-24 17:00:00,CH03,CMP005
T009551,C02273,2025-11-25 15:00:00,CH04,
T009552,C02274,2025-01-22 14:00:00,CH04,
T009553,C02274,2025-01-24 05:00:00,CH05,
T009554,C02276,2025-10-09 15:00:00,CH02,CMP003
T009555,C02276,2025-10-11 12:00:00,CH03,CMP005
T009556,C02276,2025-10-12 17:00:00,CH03,CMP005
T009557,C02277,2025-04-08 10:00:00,CH03,CMP005
T009558,C02277,2025-04-12 18:00:00,CH04,
T009559,C02278,2025-04-28 16:00:00,CH05,
T009560,C02278,2025-04-30 13:00:00,CH04,
T009561,C02278,2025-05-02 14:00:00,CH03,CMP005
T009562,C02278,2025-05-05 04:00:00,CH05,
T009563,C02279,2025-11-06 21:00:00,CH01,CMP001
T009564,C02279,2025-11-18 14:00:00,CH01,CMP001
T009565,C02279,2025-11-20 18:00:00,CH05,
T009566,C02279,2025-11-25 00:00:00,CH02,CMP004
T009567,C02279,2025-11-28 11:00:00,CH02,CMP003
T009568,C02280,2025-05-30 15:00:00,CH01,CMP001
T009569,C02281,2025-09-19 00:00:00,CH04,
T009570,C02281,2025-11-06 22:00:00,CH05,
T009571,C02281,2025-11-30 08:00:00,CH01,CMP002
T009572,C02281,2025-12-08 22:00:00,CH01,CMP001
T009573,C02281,2025-12-09 11:00:00,CH02,CMP003
T009574,C02281,2025-12-11 00:00:00,CH02,CMP004
T009575,C02281,2025-12-18 05:00:00,CH04,
T009576,C02283,2025-01-14 03:00:00,CH05,
T009577,C02283,2025-01-14 17:00:00,CH01,CMP002
T009578,C02283,2025-01-17 03:00:00,CH05,
T009579,C02283,2025-01-19 12:00:00,CH01,CMP002
T009580,C02283,2025-01-20 09:00:00,CH01,CMP001
T009581,C02283,2025-01-21 05:00:00,CH02,CMP004
T009582,C02283,2025-01-23 15:00:00,CH02,CMP004
T009583,C02283,2025-01-26 00:00:00,CH01,CMP002
T009584,C02283,2025-01-28 06:00:00,CH02,CMP003
T009585,C02283,2025-01-29 11:00:00,CH05,
T009586,C02283,2025-02-01 08:00:00,CH01,CMP002
T009587,C02283,2025-02-17 15:00:00,CH05,
T009588,C02285,2025-09-22 09:00:00,CH02,CMP004
T009589,C02285,2025-09-26 01:00:00,CH02,CMP004
T009590,C02285,2025-10-01 19:00:00,CH05,
T009591,C02285,2025-10-05 14:00:00,CH02,CMP003
T009592,C02285,2025-10-07 21:00:00,CH03,CMP005
T009593,C02285,2025-10-08 16:00:00,CH01,CMP002
T009594,C02286,2025-04-06 18:00:00,CH01,CMP001
T009595,C02286,2025-04-13 18:00:00,CH01,CMP002
T009596,C02286,2025-04-17 19:00:00,CH01,CMP001
T009597,C02286,2025-04-19 20:00:00,CH05,
T009598,C02286,2025-04-20 02:00:00,CH01,CMP002
T009599,C02286,2025-05-05 04:00:00,CH02,CMP004
T009600,C02286,2025-05-09 23:00:00,CH05,
T009601,C02286,2025-05-10 01:00:00,CH04,
T009602,C02286,2025-05-13 16:00:00,CH01,CMP001
T009603,C02286,2025-05-16 03:00:00,CH01,CMP002
T009604,C02286,2025-05-18 04:00:00,CH04,
T009605,C02286,2025-05-25 18:00:00,CH04,
T009606,C02286,2025-05-27 17:00:00,CH04,
T009607,C02286,2025-05-29 13:00:00,CH02,CMP004
T009608,C02286,2025-05-30 04:00:00,CH02,CMP003
T009609,C02286,2025-06-07 11:00:00,CH01,CMP002
T009610,C02286,2025-06-13 18:00:00,CH04,
T009611,C02286,2025-06-28 23:00:00,CH01,CMP001
T009612,C02286,2025-06-30 15:00:00,CH02,CMP004
T009613,C02286,2025-07-03 08:00:00,CH03,CMP005
T009614,C02286,2025-07-08 12:00:00,CH01,CMP002
T009615,C02287,2025-10-19 16:00:00,CH04,
T009616,C02287,2025-10-20 16:00:00,CH02,CMP003
T009617,C02287,2025-10-21 01:00:00,CH04,
T009618,C02287,2025-10-23 22:00:00,CH02,CMP004
T009619,C02287,2025-10-23 23:00:00,CH05,
T009620,C02288,2025-03-22 02:00:00,CH01,CMP001
T009621,C02289,2025-09-12 09:00:00,CH04,
T009622,C02289,2025-09-17 19:00:00,CH02,CMP003
T009623,C02289,2025-09-20 13:00:00,CH03,CMP005
T009624,C02289,2025-09-24 19:00:00,CH05,
T009625,C02290,2025-02-15 12:00:00,CH02,CMP004
T009626,C02290,2025-02-23 02:00:00,CH03,CMP005
T009627,C02291,2025-09-24 11:00:00,CH02,CMP003
T009628,C02291,2025-10-01 05:00:00,CH02,CMP003
T009629,C02291,2025-10-03 22:00:00,CH05,
T009630,C02291,2025-10-08 16:00:00,CH04,
T009631,C02291,2025-10-10 11:00:00,CH05,
T009632,C02292,2025-05-24 14:00:00,CH04,
T009633,C02292,2025-05-28 19:00:00,CH01,CMP001
T009634,C02292,2025-05-29 14:00:00,CH05,
T009635,C02292,2025-05-30 00:00:00,CH05,
T009636,C02293,2025-01-24 16:00:00,CH02,CMP003
T009637,C02293,2025-01-26 02:00:00,CH05,
T009638,C02293,2025-01-30 06:00:00,CH04,
T009639,C02293,2025-02-04 22:00:00,CH01,CMP002
T009640,C02293,2025-02-05 12:00:00,CH04,
T009641,C02293,2025-03-02 13:00:00,CH05,
T009642,C02293,2025-03-13 03:00:00,CH01,CMP001
T009643,C02293,2025-03-15 04:00:00,CH05,
T009644,C02293,2025-03-19 08:00:00,CH04,
T009645,C02293,2025-03-26 12:00:00,CH01,CMP001
T009646,C02293,2025-04-12 14:00:00,CH02,CMP003
T009647,C02294,2025-10-05 13:00:00,CH01,CMP001
T009648,C02294,2025-10-22 21:00:00,CH01,CMP002
T009649,C02294,2025-11-16 15:00:00,CH01,CMP001
T009650,C02294,2025-11-17 22:00:00,CH04,
T009651,C02294,2025-11-19 15:00:00,CH02,CMP003
T009652,C02294,2025-11-20 08:00:00,CH05,
T009653,C02295,2025-07-18 10:00:00,CH04,
T009654,C02295,2025-07-18 21:00:00,CH02,CMP004
T009655,C02295,2025-07-22 06:00:00,CH02,CMP004
T009656,C02295,2025-07-27 00:00:00,CH01,CMP001
T009657,C02296,2025-08-22 18:00:00,CH05,
T009658,C02297,2025-02-10 03:00:00,CH02,CMP004
T009659,C02297,2025-02-19 02:00:00,CH05,
T009660,C02297,2025-02-22 12:00:00,CH05,
T009661,C02298,2025-06-17 23:00:00,CH01,CMP002
T009662,C02298,2025-06-18 12:00:00,CH01,CMP001
T009663,C02298,2025-06-27 12:00:00,CH02,CMP008
T009664,C02298,2025-07-10 00:00:00,CH05,
T009665,C02298,2025-07-17 17:00:00,CH01,CMP002
T009666,C02298,2025-08-02 01:00:00,CH02,CMP004
T009667,C02298,2025-08-07 10:00:00,CH02,CMP003
T009668,C02298,2025-08-10 08:00:00,CH04,
T009669,C02298,2025-08-11 06:00:00,CH01,CMP001
T009670,C02298,2025-08-11 08:00:00,CH01,CMP002
T009671,C02298,2025-08-12 16:00:00,CH01,CMP001
T009672,C02298,2025-09-01 16:00:00,CH02,CMP004
T009673,C02298,2025-09-07 02:00:00,CH01,CMP001
T009674,C02298,2025-09-08 19:00:00,CH01,CMP002
T009675,C02298,2025-09-30 23:00:00,CH02,CMP003
T009676,C02298,2025-10-03 15:00:00,CH05,
T009677,C02298,2025-10-06 08:00:00,CH03,CMP005
T009678,C02298,2025-10-08 01:00:00,CH01,CMP002
T009679,C02298,2025-10-17 03:00:00,CH01,CMP002
T009680,C02298,2025-10-18 17:00:00,CH03,CMP005
T009681,C02299,2025-10-16 00:00:00,CH04,
T009682,C02299,2025-10-22 08:00:00,CH05,
T009683,C02299,2025-11-09 05:00:00,CH01,CMP001
T009684,C02299,2025-11-10 04:00:00,CH03,CMP005
T009685,C02299,2025-11-11 04:00:00,CH05,
T009686,C02299,2025-11-11 21:00:00,CH02,CMP004
T009687,C02299,2025-11-15 09:00:00,CH01,CMP002
T009688,C02299,2025-11-16 23:00:00,CH01,CMP002
T009689,C02299,2025-11-17 11:00:00,CH01,CMP002
T009690,C02299,2025-11-18 23:00:00,CH04,
T009691,C02299,2025-11-20 09:00:00,CH02,CMP003
T009692,C02300,2025-05-24 19:00:00,CH01,CMP001
T009693,C02300,2025-05-25 01:00:00,CH01,CMP001
T009694,C02300,2025-05-25 19:00:00,CH01,CMP001
T009695,C02301,2025-05-19 06:00:00,CH01,CMP002
T009696,C02301,2025-05-19 20:00:00,CH01,CMP002
T009697,C02301,2025-05-22 11:00:00,CH01,CMP002
T009698,C02301,2025-05-24 10:00:00,CH02,CMP003
T009699,C02302,2025-10-23 07:00:00,CH02,CMP003
T009700,C02302,2025-10-23 17:00:00,CH01,CMP002
T009701,C02302,2025-10-23 19:00:00,CH02,CMP004
T009702,C02302,2025-10-28 08:00:00,CH01,CMP001
T009703,C02304,2025-11-11 12:00:00,CH05,
T009704,C02304,2025-11-13 22:00:00,CH02,CMP004
T009705,C02305,2025-02-10 17:00:00,CH01,CMP001
T009706,C02305,2025-02-20 04:00:00,CH02,CMP004
T009707,C02306,2025-07-30 04:00:00,CH05,
T009708,C02306,2025-08-06 17:00:00,CH02,CMP003
T009709,C02306,2025-08-07 14:00:00,CH01,CMP001
T009710,C02306,2025-08-10 12:00:00,CH05,
T009711,C02306,2025-08-11 02:00:00,CH02,CMP004
T009712,C02307,2025-05-02 17:00:00,CH02,CMP003
T009713,C02307,2025-05-07 01:00:00,CH01,CMP001
T009714,C02307,2025-05-09 22:00:00,CH02,CMP003
T009715,C02307,2025-06-07 05:00:00,CH02,CMP004
T009716,C02308,2025-07-07 04:00:00,CH03,CMP005
T009717,C02308,2025-08-29 18:00:00,CH04,
T009718,C02308,2025-09-03 07:00:00,CH02,CMP003
T009719,C02308,2025-09-16 18:00:00,CH02,CMP003
T009720,C02309,2025-06-29 00:00:00,CH01,CMP002
T009721,C02309,2025-07-01 06:00:00,CH05,
T009722,C02309,2025-07-02 22:00:00,CH01,CMP001
T009723,C02309,2025-07-04 00:00:00,CH03,CMP005
T009724,C02309,2025-07-06 05:00:00,CH01,CMP002
T009725,C02311,2025-01-06 03:00:00,CH01,CMP001
T009726,C02312,2025-03-30 08:00:00,CH04,
